Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2006,20.0,NOK,NBA,PG,78.0,78.0,2808.0,7.8,18.2,0.43,1.0,3.4,0.282,6.9,14.8,0.464,7.6,8.9,0.847,1.2,6.5,7.7,11.7,3.4,0.1,3.5,4.2,24.2,,114.0,104.0
2007,21.0,NOK,NBA,PG,64.0,64.0,2353.0,8.6,19.7,0.437,1.1,3.2,0.35,7.5,16.5,0.455,6.6,8.1,0.818,1.2,5.1,6.3,12.9,2.7,0.1,3.6,3.5,25.0,,116.0,106.0
2008,22.0,NOH,NBA,PG,80.0,80.0,3006.0,11.2,22.9,0.488,1.6,4.4,0.369,9.6,18.5,0.516,5.9,6.9,0.851,1.1,4.6,5.7,16.4,3.9,0.1,3.6,3.3,29.9,,125.0,103.0
2009,23.0,NOH,NBA,PG,78.0,78.0,3002.0,11.5,22.9,0.503,1.2,3.2,0.364,10.3,19.6,0.525,8.3,9.5,0.868,1.3,6.6,7.9,15.7,3.9,0.2,4.2,3.9,32.4,,124.0,103.0
2010,24.0,NOH,NBA,PG,45.0,45.0,1712.0,9.5,19.3,0.493,1.6,3.8,0.409,7.9,15.4,0.514,4.9,5.8,0.847,0.6,5.2,5.8,14.5,2.9,0.2,3.4,3.6,25.5,,122.0,109.0
2011,25.0,NOH,NBA,PG,80.0,80.0,2880.0,8.1,17.4,0.463,1.3,3.4,0.388,6.7,14.0,0.482,6.3,7.2,0.878,0.7,5.4,6.1,14.7,3.5,0.1,3.3,3.7,23.8,,122.0,103.0
2012,26.0,LAC,NBA,PG,60.0,60.0,2181.0,10.5,22.0,0.478,1.9,5.3,0.371,8.5,16.7,0.511,6.4,7.5,0.861,1.0,4.2,5.3,13.4,3.8,0.1,3.1,3.4,29.3,,126.0,104.0
2013,27.0,LAC,NBA,PG,70.0,70.0,2335.0,9.3,19.3,0.481,1.7,5.2,0.328,7.6,14.1,0.538,6.5,7.3,0.885,1.2,4.7,5.9,15.3,3.8,0.2,3.6,3.2,26.7,,127.0,102.0
2014,28.0,LAC,NBA,PG,62.0,62.0,2171.0,9.4,20.0,0.467,1.8,4.9,0.368,7.6,15.2,0.498,6.8,8.0,0.855,0.9,5.3,6.2,15.3,3.5,0.1,3.3,3.6,27.3,,125.0,103.0
2015,29.0,LAC,NBA,PG,82.0,82.0,2857.0,10.1,20.8,0.485,2.5,6.2,0.398,7.6,14.6,0.523,5.1,5.7,0.9,0.9,5.7,6.7,14.9,2.8,0.3,3.4,3.6,27.7,,126.0,105.0
2016,30.0,LAC,NBA,PG,74.0,74.0,2420.0,10.7,23.1,0.462,2.5,6.8,0.371,8.1,16.3,0.501,6.1,6.8,0.896,0.8,5.6,6.4,15.3,3.1,0.3,4.0,3.8,29.9,,119.0,103.0
2017,31.0,LAC,NBA,PG,61.0,61.0,1921.0,9.7,20.4,0.476,3.2,7.9,0.411,6.5,12.6,0.518,6.0,6.8,0.892,1.0,6.9,7.9,14.6,3.1,0.2,3.8,3.8,28.7,,126.0,106.0
2018,32.0,HOU,NBA,PG,58.0,58.0,1847.0,9.8,21.3,0.46,3.8,10.1,0.38,5.9,11.2,0.532,5.4,5.9,0.919,1.0,7.4,8.3,12.2,2.6,0.4,3.4,3.8,28.8,,126.0,105.0
2019,33.0,HOU,NBA,PG,58.0,58.0,1857.0,8.0,19.0,0.419,3.4,9.4,0.358,4.6,9.6,0.479,4.6,5.4,0.862,1.0,6.0,7.0,12.5,3.0,0.5,4.0,3.9,23.9,,118.0,109.0
2020,34.0,OKC,NBA,PG,70.0,70.0,2208.0,9.6,19.5,0.489,2.4,6.7,0.365,7.1,12.8,0.554,5.6,6.1,0.907,0.6,7.1,7.7,10.4,2.4,0.2,3.5,3.5,27.1,,120.0,108.0
2021,35.0,PHO,NBA,PG,11.0,11.0,348.0,7.6,17.4,0.434,1.1,4.0,0.286,6.4,13.4,0.479,4.6,4.7,0.97,1.0,6.3,7.3,13.7,1.1,0.4,2.6,4.7,20.9,,121.0,111.0
