Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000,5,3231,CHI,Chicago Bulls,Metta World Peace,"November 13, 1979",20.0,NBA,SF,72.0,63.0,2238.0,5.0,12.2,0.41,1.0,3.1,0.31,4.0,9.1,0.44,3.0,4.5,0.67,1.0,4.0,5.0,3.2,1.9,0.6,2.7,2.6,13.9
2001,5,3231,CHI,Chicago Bulls,Metta World Peace,"November 13, 1979",21.0,NBA,SF,76.0,74.0,2363.0,5.0,12.4,0.4,0.7,2.3,0.29,4.3,10.2,0.43,3.2,4.3,0.75,0.9,3.6,4.5,3.5,2.3,0.7,2.4,3.9,13.8
2002,31,3231,TOT,Total After Trade,Metta World Peace,"November 13, 1979",22.0,NBA,SF,55.0,50.0,1642.0,5.9,13.9,0.42,1.2,3.7,0.31,4.7,10.2,0.46,3.0,4.5,0.67,1.6,4.3,5.9,2.8,3.1,0.9,2.6,4.8,15.9
2002,5,3231,CHI,Chicago Bulls,Metta World Peace,"November 13, 1979",22.0,NBA,SF,27.0,26.0,823.0,6.6,15.4,0.43,1.6,4.0,0.4,5.1,11.4,0.45,3.5,5.6,0.63,1.7,4.0,5.7,3.4,3.3,1.0,3.0,4.7,18.4
2002,12,3231,IND,Indiana Pacers,Metta World Peace,"November 13, 1979",22.0,NBA,SF,28.0,24.0,819.0,5.1,12.5,0.41,0.7,3.5,0.22,4.4,9.1,0.48,2.4,3.3,0.73,1.5,4.7,6.2,2.2,2.9,0.7,2.2,4.8,13.5
2003,12,3231,IND,Indiana Pacers,Metta World Peace,"November 13, 1979",23.0,NBA,SF,69.0,67.0,2317.0,5.6,13.1,0.43,1.1,3.3,0.34,4.5,9.9,0.46,4.2,5.8,0.74,1.6,4.1,5.6,3.1,2.5,0.8,2.3,3.8,16.6
2004,12,3231,IND,Indiana Pacers,Metta World Peace,"November 13, 1979",24.0,NBA,SF,73.0,71.0,2714.0,6.2,14.8,0.42,1.0,3.2,0.31,5.2,11.5,0.45,4.3,5.8,0.73,1.3,3.8,5.1,3.6,2.0,0.7,2.7,2.6,17.7
2005,12,3231,IND,Indiana Pacers,Metta World Peace,"November 13, 1979",25.0,NBA,SF,7.0,7.0,291.0,7.3,14.7,0.5,0.9,2.1,0.41,6.4,12.6,0.51,5.8,6.3,0.92,1.0,4.6,5.6,2.7,1.5,0.7,2.1,3.3,21.3
2006,31,3231,TOT,Total After Trade,Metta World Peace,"November 13, 1979",26.0,NBA,SF,56.0,56.0,2207.0,5.7,14.1,0.4,1.3,4.1,0.31,4.4,10.0,0.44,3.4,5.0,0.68,1.2,3.4,4.7,3.3,2.0,0.7,2.1,2.7,16.1
2006,12,3231,IND,Indiana Pacers,Metta World Peace,"November 13, 1979",26.0,NBA,SF,16.0,16.0,603.0,6.5,14.1,0.46,1.1,3.2,0.33,5.4,10.9,0.5,4.4,7.2,0.61,1.6,3.1,4.7,2.1,2.5,0.7,2.6,2.7,18.5
2006,26,3231,SAC,Sacramento Kings,Metta World Peace,"November 13, 1979",26.0,NBA,SF,40.0,40.0,1604.0,5.4,14.1,0.38,1.3,4.5,0.3,4.1,9.7,0.42,3.0,4.1,0.72,1.1,3.6,4.7,3.8,1.8,0.7,2.0,2.7,15.1
2007,26,3231,SAC,Sacramento Kings,Metta World Peace,"November 13, 1979",27.0,NBA,SF,70.0,65.0,2641.0,6.2,14.2,0.44,1.3,3.5,0.36,5.0,10.6,0.47,4.2,5.7,0.74,1.4,4.8,6.2,3.2,2.0,0.6,2.0,2.8,17.9
2008,26,3231,SAC,Sacramento Kings,Metta World Peace,"November 13, 1979",28.0,NBA,SF,57.0,54.0,2172.0,7.2,15.9,0.45,1.4,3.7,0.38,5.8,12.3,0.48,3.5,4.9,0.72,1.7,3.8,5.4,3.3,2.2,0.6,2.5,2.6,19.4
2009,11,3231,HOU,Houston Rockets,Metta World Peace,"November 13, 1979",29.0,NBA,SF,69.0,55.0,2452.0,6.1,15.2,0.4,2.2,5.6,0.4,3.9,9.6,0.4,2.9,3.8,0.75,1.0,4.3,5.3,3.4,1.5,0.4,2.1,2.3,17.3
2010,14,3231,LAL,Los Angeles Lakers,Metta World Peace,"November 13, 1979",30.0,NBA,SF,77.0,77.0,2605.0,4.2,10.2,0.41,1.5,4.1,0.36,2.8,6.1,0.45,1.8,2.6,0.69,1.4,3.2,4.6,3.2,1.5,0.3,1.7,2.3,11.7
2011,14,3231,LAL,Los Angeles Lakers,Metta World Peace,"November 13, 1979",31.0,NBA,SF,82.0,82.0,2410.0,3.9,9.8,0.4,1.2,3.5,0.36,2.7,6.3,0.42,1.4,2.0,0.68,1.5,2.5,4.0,2.6,1.9,0.5,1.3,2.7,10.4
2012,14,3231,LAL,Los Angeles Lakers,Metta World Peace,"November 13, 1979",32.0,NBA,SF,64.0,45.0,1720.0,3.8,9.7,0.39,1.2,4.0,0.3,2.7,5.8,0.46,1.5,2.4,0.62,1.5,3.1,4.6,2.9,1.4,0.6,1.4,2.9,10.3
2013,14,3231,LAL,Los Angeles Lakers,Metta World Peace,"November 13, 1979",33.0,NBA,SF,75.0,66.0,2530.0,4.7,11.7,0.4,2.0,5.9,0.34,2.7,5.9,0.46,1.8,2.4,0.73,1.4,3.9,5.3,1.6,1.7,0.6,1.4,2.8,13.2
2014,20,3231,NYK,New York Knicks,Metta World Peace,"November 13, 1979",34.0,NBA,SF,29.0,1.0,388.0,5.2,13.1,0.4,1.6,5.0,0.32,3.6,8.1,0.45,0.9,1.5,0.62,1.7,3.8,5.5,1.6,2.2,0.7,1.8,4.1,12.9
2016,14,3231,LAL,Los Angeles Lakers,Metta World Peace,"November 13, 1979",36.0,NBA,SF,35.0,5.0,590.0,3.4,10.8,0.31,1.6,5.1,0.31,1.8,5.7,0.31,2.4,3.5,0.7,1.2,4.3,5.4,1.6,1.3,0.7,0.9,4.1,10.7
2017,14,3231,LAL,Los Angeles Lakers,Metta World Peace,"November 13, 1979",37.0,NBA,SF,25.0,2.0,160.0,4.3,15.3,0.28,2.0,8.6,0.24,2.3,6.8,0.33,2.3,3.6,0.62,1.1,3.4,4.5,2.5,2.3,0.5,1.6,4.1,12.8
