Season,Team ID,Team ABV,Team,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2011,25,POR,Portland Trail Blazers,LaMarcus Aldridge,25.0,81.0,3211.0,0.5,0.5,0.17,0.5,0.79,0.55,0.31,0.02,109.0,104.0,49.0,101.0,104.0,101.0,105.0,7.0,7.6,25.3
2011,25,POR,Portland Trail Blazers,Wesley Matthews,24.0,82.0,2758.0,0.45,0.48,0.41,0.53,0.84,0.58,0.32,0.39,98.0,98.0,114.0,106.0,111.0,107.0,107.0,174.0,58.2,89.8
2011,25,POR,Portland Trail Blazers,Andre Miller,34.0,81.0,2650.0,0.46,0.48,0.11,0.46,0.85,0.53,0.35,0.04,100.0,98.0,30.0,93.0,112.0,98.0,115.0,20.0,-61.2,-24.0
2011,25,POR,Portland Trail Blazers,Nicolas Batum,22.0,80.0,2522.0,0.46,0.54,0.34,0.53,0.84,0.56,0.2,0.42,99.0,110.0,96.0,106.0,110.0,104.0,68.0,191.0,47.6,38.0
2011,25,POR,Portland Trail Blazers,Rudy Fernandez,25.0,78.0,1821.0,0.37,0.45,0.32,0.47,0.86,0.52,0.25,0.63,81.0,93.0,90.0,95.0,113.0,97.0,85.0,283.0,-31.1,-24.2
2011,25,POR,Portland Trail Blazers,Brandon Roy,26.0,47.0,1310.0,0.4,0.42,0.33,0.44,0.85,0.49,0.26,0.22,87.0,86.0,93.0,87.0,111.0,91.0,88.0,98.0,-65.3,-59.1
2011,25,POR,Portland Trail Blazers,Gerald Wallace,28.0,23.0,821.0,0.5,0.57,0.34,0.55,0.77,0.59,0.34,0.3,109.0,116.0,94.0,110.0,100.0,109.0,112.0,134.0,26.9,29.8
2011,25,POR,Portland Trail Blazers,Patty Mills,22.0,64.0,783.0,0.41,0.45,0.35,0.48,0.77,0.51,0.14,0.41,90.0,93.0,99.0,97.0,100.0,93.0,48.0,183.0,-9.9,-24.6
2011,25,POR,Portland Trail Blazers,Dante Cunningham,23.0,56.0,1108.0,0.43,0.44,0.0,0.43,0.71,0.46,0.16,0.01,94.0,90.0,,87.0,93.0,84.0,52.0,6.0,-38.0,-52.5
2011,25,POR,Portland Trail Blazers,Marcus Camby,36.0,59.0,1540.0,0.4,0.4,0.0,0.4,0.61,0.43,0.24,0.0,87.0,82.0,,80.0,80.0,79.0,79.0,2.0,-59.0,-74.7
2011,25,POR,Portland Trail Blazers,Armon Johnson,21.0,38.0,277.0,0.46,0.46,0.42,0.48,0.59,0.5,0.22,0.12,99.0,95.0,116.0,96.0,77.0,92.0,73.0,54.0,-3.7,-9.8
2011,25,POR,Portland Trail Blazers,Joel Przybilla,31.0,31.0,445.0,0.62,0.62,,0.62,0.56,0.62,0.68,0.0,135.0,127.0,,124.0,74.0,115.0,225.0,,8.1,7.2
2011,25,POR,Portland Trail Blazers,Sean Marks,35.0,29.0,208.0,0.43,0.4,1.0,0.46,0.62,0.47,0.18,0.04,94.0,83.0,279.0,91.0,82.0,87.0,61.0,20.0,-3.9,-6.5
2011,25,POR,Portland Trail Blazers,Luke Babbitt,21.0,24.0,137.0,0.27,0.31,0.19,0.3,0.33,0.3,0.16,0.29,59.0,63.0,52.0,60.0,44.0,56.0,55.0,131.0,-21.8,-27.8
2011,25,POR,Portland Trail Blazers,Chris Johnson,25.0,10.0,106.0,0.39,0.39,,0.39,0.72,0.52,1.0,0.0,85.0,80.0,,78.0,95.0,96.0,333.0,,-3.9,-1.1
2011,25,POR,Portland Trail Blazers,Fabricio Oberto,35.0,5.0,45.0,0.6,0.6,,0.6,0.5,0.6,0.4,0.0,131.0,123.0,,120.0,65.0,110.0,133.0,,1.0,0.6
2011,25,POR,Portland Trail Blazers,Earl Barron,29.0,2.0,37.0,0.27,0.27,,0.27,0.5,0.3,0.18,0.0,59.0,56.0,,55.0,65.0,54.0,61.0,,-5.0,-5.9
2011,25,POR,Portland Trail Blazers,Jarron Collins,32.0,5.0,24.0,0.17,0.17,,0.17,,0.17,0.0,0.0,36.0,34.0,,33.0,,31.0,,,-4.0,-4.5
2011,25,POR,Portland Trail Blazers,Team,,,,0.44,0.48,0.35,0.49,0.81,0.53,0.28,0.24,97.0,98.0,97.0,98.0,107.0,99.0,93.0,107.0,-141.4,-96.9
2011,25,POR,Portland Trail Blazers,League Average,,,,0.46,0.49,0.36,0.5,0.76,0.54,0.3,0.22,,,,,,,,,,
