Season,Team ID,Team ABV,Team,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2011,28,TOR,Toronto Raptors,Andrea Bargnani,25.0,66.0,2353.0,0.45,0.47,0.34,0.48,0.82,0.53,0.3,0.19,98.0,97.0,96.0,96.0,107.0,98.0,99.0,86.0,-42.1,-22.9
2011,28,TOR,Toronto Raptors,DeMar DeRozan,21.0,82.0,2851.0,0.47,0.48,0.1,0.47,0.81,0.53,0.35,0.04,102.0,99.0,27.0,94.0,107.0,98.0,116.0,20.0,-67.2,-31.1
2011,28,TOR,Toronto Raptors,Leandro Barbosa,28.0,58.0,1395.0,0.45,0.5,0.34,0.5,0.8,0.54,0.21,0.33,98.0,104.0,94.0,101.0,104.0,100.0,70.0,147.0,9.1,-3.4
2011,28,TOR,Toronto Raptors,Amir Johnson,23.0,72.0,1853.0,0.57,0.57,0.0,0.57,0.79,0.61,0.32,0.0,124.0,117.0,,114.0,103.0,112.0,108.0,1.0,68.6,75.8
2011,28,TOR,Toronto Raptors,Jose Calderon,29.0,68.0,2102.0,0.44,0.47,0.36,0.49,0.85,0.52,0.17,0.26,96.0,96.0,102.0,98.0,112.0,96.0,58.0,118.0,-13.0,-25.4
2011,28,TOR,Toronto Raptors,Jerryd Bayless,22.0,60.0,1347.0,0.43,0.46,0.35,0.48,0.81,0.55,0.4,0.28,94.0,95.0,97.0,96.0,106.0,101.0,135.0,127.0,-18.5,4.2
2011,28,TOR,Toronto Raptors,Sonny Weems,24.0,59.0,1413.0,0.44,0.47,0.28,0.46,0.77,0.49,0.18,0.12,97.0,96.0,78.0,93.0,100.0,91.0,61.0,54.0,-38.3,-55.3
2011,28,TOR,Toronto Raptors,Ed Davis,21.0,65.0,1602.0,0.58,0.58,,0.58,0.56,0.58,0.34,0.0,126.0,118.0,,116.0,73.0,108.0,114.0,,58.2,36.1
2011,28,TOR,Toronto Raptors,Linas Kleiza,26.0,39.0,1032.0,0.44,0.5,0.3,0.49,0.63,0.5,0.16,0.32,96.0,104.0,83.0,98.0,83.0,93.0,53.0,145.0,-9.7,-34.6
2011,28,TOR,Toronto Raptors,James Johnson,23.0,25.0,699.0,0.46,0.5,0.24,0.48,0.71,0.52,0.3,0.13,101.0,102.0,67.0,96.0,93.0,95.0,99.0,58.0,-7.4,-10.9
2011,28,TOR,Toronto Raptors,Julian Wright,23.0,52.0,766.0,0.51,0.53,0.2,0.52,0.51,0.52,0.27,0.06,112.0,109.0,56.0,104.0,67.0,97.0,90.0,28.0,6.5,-5.7
2011,28,TOR,Toronto Raptors,Jarrett Jack,27.0,13.0,347.0,0.39,0.45,0.17,0.41,0.87,0.49,0.38,0.2,86.0,92.0,46.0,82.0,114.0,91.0,126.0,89.0,-21.6,-14.0
2011,28,TOR,Toronto Raptors,Joey Dorsey,27.0,43.0,522.0,0.52,0.52,,0.52,0.48,0.53,0.66,0.0,115.0,108.0,,105.0,62.0,98.0,219.0,,5.3,-3.2
2011,28,TOR,Toronto Raptors,Reggie Evans,30.0,30.0,798.0,0.41,0.41,0.0,0.41,0.55,0.47,0.85,0.01,89.0,85.0,,82.0,71.0,86.0,285.0,4.0,-18.7,-21.5
2011,28,TOR,Toronto Raptors,Alexis Ajinca,22.0,24.0,265.0,0.46,0.51,0.33,0.51,0.73,0.53,0.15,0.27,101.0,105.0,93.0,102.0,96.0,98.0,50.0,121.0,2.3,-2.5
2011,28,TOR,Toronto Raptors,David Andersen,30.0,11.0,150.0,0.49,0.54,0.3,0.52,1.0,0.56,0.15,0.21,107.0,111.0,84.0,105.0,131.0,103.0,50.0,96.0,2.2,1.8
2011,28,TOR,Toronto Raptors,Sundiata Gaines,24.0,6.0,90.0,0.43,0.6,0.2,0.47,0.33,0.46,0.17,0.43,93.0,123.0,56.0,95.0,44.0,86.0,57.0,193.0,-1.9,-5.8
2011,28,TOR,Toronto Raptors,Trey Johnson,26.0,7.0,81.0,0.33,0.33,0.33,0.35,0.88,0.42,0.27,0.1,73.0,68.0,93.0,70.0,115.0,77.0,89.0,45.0,-8.9,-8.3
2011,28,TOR,Toronto Raptors,Peja Stojakovic,33.0,2.0,22.0,0.7,0.75,0.67,0.9,1.0,0.92,0.2,0.6,153.0,154.0,186.0,181.0,131.0,170.0,67.0,271.0,8.0,8.2
2011,28,TOR,Toronto Raptors,Solomon Alabi,22.0,12.0,59.0,0.2,0.2,,0.2,0.0,0.19,0.13,0.0,44.0,41.0,,40.0,,35.0,44.0,,-9.0,-11.2
2011,28,TOR,Toronto Raptors,Marcus Banks,29.0,3.0,22.0,0.0,0.0,,0.0,0.75,0.54,4.0,0.0,,,,,98.0,100.0,1333.0,,-2.0,0.0
2011,28,TOR,Toronto Raptors,Ronald Dupree,30.0,3.0,13.0,0.25,0.33,0.0,0.25,,0.25,0.0,0.25,55.0,68.0,,50.0,,46.0,,113.0,-2.0,-2.3
2011,28,TOR,Toronto Raptors,Team,,,,0.47,0.5,0.32,0.49,0.75,0.53,0.29,0.15,103.0,102.0,88.0,99.0,98.0,99.0,95.0,67.0,-54.1,-104.7
2011,28,TOR,Toronto Raptors,League Average,,,,0.46,0.49,0.36,0.5,0.76,0.54,0.3,0.22,,,,,,,,,,
