Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2032,14.0,4.0,163.0,3.53,7.97,0.44,0.0,0.0,0,3.53,7.97,0.44,1.2,2.33,0.51,5.9,6.47,12.37,0.6,0.0,2.33,3.57,11.77,8.27,94.33,109.0
