Season,Team ID,Team ABV,Team,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,ARENA,ATTENDANCE,ATTENDANCE/G
2015,10,GSW,Golden State Warriors,26.6,67.0,15.0,65,17,10.1,-0.09,10.01,111.6,101.4,10.2,98.3,0.24,0.31,0.57,0.54,13.1,24.1,0.18,74.5,Oracle Arena,803436,19596
