Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1988,8,DEN,Denver Nuggets,14,Michael Adams,PG,5-10,162,1963-01-19,US,2,Boston College
1988,8,DEN,Denver Nuggets,35,Michael Brooks,SF,6-7,220,1958-08-17,US,5,La Salle
1988,8,DEN,Denver Nuggets,42,Wayne Cooper,C,6-10,220,1956-11-16,US,9,New Orleans
1988,8,DEN,Denver Nuggets,23,T.R. Dunn,SG,6-4,192,1955-02-01,US,10,Alabama
1988,8,DEN,Denver Nuggets,2,Alex English,SF,6-7,190,1954-01-05,US,11,South Carolina
1988,8,DEN,Denver Nuggets,5,Mike Evans,PG,6-1,170,1955-04-19,US,8,Kansas State
1988,8,DEN,Denver Nuggets,24,Bill Hanzlik,SF,6-7,185,1957-12-06,US,7,Notre Dame
1988,8,DEN,Denver Nuggets,12,Fat Lever,SG,6-3,170,1960-08-18,US,5,Arizona State
1988,8,DEN,Denver Nuggets,11,Maurice Martin,SF,6-6,200,1964-07-02,US,1,Saint Joseph's
1988,8,DEN,Denver Nuggets,31,Andre Moore,PF,6-9,215,1964-07-02,US,R,Loyola Chicago
1988,8,DEN,Denver Nuggets,33,Calvin Natt,PF,6-6,220,1957-01-08,US,8,Louisiana-Monroe
1988,8,DEN,Denver Nuggets,41,Blair Rasmussen,C,7-0,250,1962-11-13,US,2,Oregon
1988,8,DEN,Denver Nuggets,34,Danny Schayes,PF,6-11,235,1959-05-10,US,6,Syracuse
1988,8,DEN,Denver Nuggets,22,Otis Smith,SG,6-5,210,1964-01-30,US,1,Jacksonville University
1988,8,DEN,Denver Nuggets,30,Jay Vincent,SF,6-7,220,1959-06-10,US,6,Michigan State
1988,8,DEN,Denver Nuggets,35,Brad Wright,PF,6-11,225,1962-03-26,US,1,UCLA
