SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2009,7,DAL,Dirk Nowitzki,30.0,81.0,3050.0,0.48,0.49,0.36,0.5,0.89,0.56,0.34,0.1,104.0,102.0,98.0,100.0,115.0,104.0,110.0,47.0,-6.3,73.5
2009,7,DAL,Jason Terry,31.0,74.0,2491.0,0.46,0.52,0.37,0.54,0.88,0.57,0.19,0.39,101.0,108.0,100.0,107.0,114.0,105.0,63.0,174.0,81.5,67.5
2009,7,DAL,Josh Howard,28.0,52.0,1663.0,0.45,0.48,0.34,0.49,0.78,0.53,0.28,0.22,98.0,99.0,94.0,98.0,101.0,98.0,92.0,96.0,-18.7,-21.9
2009,7,DAL,Jason Kidd,35.0,81.0,2886.0,0.42,0.43,0.41,0.52,0.82,0.55,0.17,0.52,91.0,88.0,111.0,104.0,106.0,101.0,56.0,233.0,27.3,7.8
2009,7,DAL,Brandon Bass,23.0,81.0,1574.0,0.5,0.5,0.0,0.5,0.87,0.57,0.41,0.01,108.0,103.0,,99.0,112.0,105.0,135.0,5.0,-3.8,32.3
2009,7,DAL,J.J. Barea,24.0,79.0,1600.0,0.44,0.47,0.36,0.49,0.75,0.52,0.17,0.28,96.0,98.0,97.0,98.0,98.0,95.0,55.0,123.0,-9.8,-34.0
2009,7,DAL,Antoine Wright,24.0,65.0,1552.0,0.42,0.48,0.3,0.47,0.75,0.5,0.22,0.35,91.0,98.0,82.0,94.0,97.0,92.0,72.0,154.0,-27.8,-40.8
2009,7,DAL,Erick Dampier,33.0,80.0,1836.0,0.65,0.65,,0.65,0.64,0.66,0.5,0.0,142.0,134.0,,130.0,83.0,122.0,165.0,,84.1,81.6
2009,7,DAL,James Singleton,27.0,62.0,884.0,0.53,0.57,0.32,0.56,0.86,0.62,0.35,0.18,115.0,118.0,89.0,112.0,111.0,113.0,115.0,81.0,26.1,36.0
2009,7,DAL,Gerald Green,23.0,38.0,376.0,0.44,0.48,0.3,0.48,0.84,0.51,0.18,0.26,96.0,100.0,83.0,96.0,109.0,94.0,58.0,114.0,-7.9,-12.3
2009,7,DAL,Devean George,31.0,43.0,708.0,0.38,0.48,0.29,0.46,0.77,0.48,0.16,0.54,83.0,100.0,79.0,92.0,100.0,89.0,51.0,239.0,-11.9,-18.1
2009,7,DAL,Ryan Hollins,24.0,27.0,260.0,0.52,0.52,,0.52,0.52,0.54,0.56,0.0,115.0,108.0,,105.0,67.0,99.0,183.0,,3.0,-1.0
2009,7,DAL,DeSagana Diop,27.0,34.0,452.0,0.38,0.38,,0.38,0.41,0.4,0.5,0.0,83.0,78.0,,76.0,54.0,73.0,164.0,,-14.0,-21.0
2009,7,DAL,Shawne Williams,22.0,15.0,170.0,0.29,0.38,0.06,0.3,0.82,0.34,0.2,0.3,62.0,79.0,16.0,59.0,106.0,63.0,64.0,136.0,-23.0,-24.2
2009,7,DAL,Jerry Stackhouse,34.0,10.0,162.0,0.27,0.32,0.16,0.29,1.0,0.33,0.12,0.32,58.0,65.0,43.0,58.0,130.0,61.0,38.0,141.0,-25.0,-26.7
2009,7,DAL,Matt Carroll,28.0,21.0,141.0,0.27,0.32,0.12,0.29,1.0,0.35,0.18,0.24,59.0,66.0,34.0,58.0,130.0,64.0,59.0,108.0,-14.0,-13.8
2009,7,DAL,Team,,,,0.46,0.5,0.35,0.51,0.83,0.55,0.27,0.24,101.0,103.0,96.0,101.0,108.0,101.0,88.0,110.0,84.7,120.7
2009,7,DAL,League Average,,,,0.46,0.48,0.37,0.5,0.77,0.54,0.31,0.22,,,,,,,,,,
