Season,Team ID,Team ABV,Team,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2009,20,NYK,New York Knicks,Al Harrington,28.0,68.0,2380.0,0.45,0.5,0.36,0.52,0.8,0.56,0.25,0.39,97.0,103.0,99.0,103.0,104.0,102.0,82.0,173.0,36.5,27.1
2009,20,NYK,New York Knicks,David Lee,25.0,81.0,2824.0,0.55,0.55,0.0,0.55,0.75,0.59,0.35,0.0,120.0,113.0,,110.0,98.0,108.0,113.0,1.0,93.4,99.5
2009,20,NYK,New York Knicks,Nate Robinson,24.0,74.0,2209.0,0.44,0.5,0.32,0.5,0.84,0.55,0.29,0.37,95.0,104.0,89.0,100.0,109.0,101.0,94.0,167.0,-4.6,10.9
2009,20,NYK,New York Knicks,Wilson Chandler,21.0,82.0,2735.0,0.43,0.48,0.33,0.48,0.8,0.52,0.2,0.3,94.0,98.0,89.0,96.0,103.0,95.0,67.0,133.0,-40.6,-66.6
2009,20,NYK,New York Knicks,Chris Duhon,26.0,79.0,2906.0,0.42,0.45,0.39,0.52,0.86,0.57,0.31,0.48,92.0,93.0,107.0,103.0,111.0,105.0,100.0,213.0,20.3,38.4
2009,20,NYK,New York Knicks,Quentin Richardson,28.0,72.0,1894.0,0.39,0.42,0.36,0.48,0.76,0.51,0.18,0.49,86.0,87.0,99.0,97.0,99.0,94.0,57.0,220.0,-22.7,-49.3
2009,20,NYK,New York Knicks,Tim Thomas,31.0,36.0,773.0,0.46,0.5,0.42,0.56,0.81,0.6,0.26,0.49,101.0,103.0,115.0,113.0,105.0,110.0,85.0,218.0,33.1,32.0
2009,20,NYK,New York Knicks,Jared Jeffries,27.0,56.0,1310.0,0.44,0.46,0.08,0.44,0.61,0.47,0.33,0.04,96.0,94.0,23.0,88.0,79.0,87.0,108.0,20.0,-31.9,-44.3
2009,20,NYK,New York Knicks,Larry Hughes,30.0,25.0,687.0,0.39,0.39,0.38,0.46,0.79,0.5,0.25,0.36,85.0,81.0,105.0,92.0,103.0,93.0,83.0,163.0,-19.9,-22.3
2009,20,NYK,New York Knicks,Zach Randolph,27.0,11.0,388.0,0.43,0.46,0.29,0.45,0.82,0.52,0.35,0.13,95.0,94.0,80.0,91.0,107.0,95.0,116.0,57.0,-17.9,-11.9
2009,20,NYK,New York Knicks,Jamal Crawford,28.0,11.0,392.0,0.43,0.41,0.46,0.54,0.76,0.57,0.27,0.46,94.0,85.0,124.0,107.0,99.0,105.0,89.0,203.0,12.1,10.0
2009,20,NYK,New York Knicks,Danilo Gallinari,20.0,28.0,412.0,0.45,0.45,0.44,0.58,0.96,0.62,0.22,0.58,98.0,93.0,121.0,115.0,125.0,114.0,71.0,257.0,19.1,21.0
2009,20,NYK,New York Knicks,Chris Wilcox,26.0,25.0,330.0,0.53,0.54,0.0,0.53,0.51,0.54,0.52,0.01,115.0,110.0,,106.0,66.0,99.0,170.0,4.0,6.0,-1.4
2009,20,NYK,New York Knicks,Anthony Roberson,25.0,23.0,253.0,0.38,0.47,0.34,0.5,1.0,0.51,0.05,0.69,83.0,97.0,92.0,99.0,130.0,93.0,16.0,308.0,-1.0,-7.5
2009,20,NYK,New York Knicks,Malik Rose,34.0,18.0,160.0,0.27,0.3,0.0,0.27,0.73,0.33,0.27,0.1,58.0,61.0,,54.0,94.0,60.0,88.0,44.0,-19.0,-19.9
2009,20,NYK,New York Knicks,Mardy Collins,24.0,9.0,75.0,0.35,0.4,0.0,0.35,0.44,0.37,0.39,0.13,76.0,82.0,,70.0,58.0,68.0,128.0,58.0,-7.0,-9.4
2009,20,NYK,New York Knicks,Joe Crawford,22.0,2.0,23.0,0.3,0.33,0.25,0.35,1.0,0.41,0.2,0.4,65.0,69.0,68.0,70.0,130.0,76.0,65.0,179.0,-3.0,-2.8
2009,20,NYK,New York Knicks,Jerome James,33.0,2.0,10.0,0.38,0.38,,0.38,,0.38,0.0,0.0,82.0,77.0,,75.0,,69.0,,,-2.0,-2.7
2009,20,NYK,New York Knicks,Courtney Sims,25.0,1.0,11.0,0.5,0.5,,0.5,,0.5,0.0,0.0,109.0,103.0,,100.0,,92.0,,,0.0,-0.5
2009,20,NYK,New York Knicks,Eddy Curry,26.0,3.0,12.0,1.0,1.0,,1.0,0.33,0.75,1.5,0.0,218.0,206.0,,200.0,43.0,138.0,491.0,,2.0,1.4
2009,20,NYK,New York Knicks,Demetris Nichols,24.0,2.0,9.0,0.4,0.5,0.0,0.4,0.5,0.42,0.4,0.2,87.0,103.0,,80.0,65.0,78.0,131.0,89.0,-1.0,-1.4
2009,20,NYK,New York Knicks,Mouhamed Sene,22.0,1.0,6.0,0.5,0.5,,0.5,1.0,0.62,0.5,0.0,109.0,103.0,,100.0,130.0,113.0,164.0,,0.0,0.3
2009,20,NYK,New York Knicks,Cheikh Samb,24.0,2.0,8.0,0.0,0.0,,0.0,0.0,0.0,0.67,0.0,,,,,,,218.0,,-3.0,-4.2
2009,20,NYK,New York Knicks,Team,,,,0.45,0.49,0.35,0.5,0.79,0.55,0.27,0.3,98.0,101.0,96.0,101.0,103.0,100.0,88.0,134.0,30.0,5.5
2009,20,NYK,New York Knicks,League Average,,,,0.46,0.48,0.37,0.5,0.77,0.54,0.31,0.22,,,,,,,,,,
