Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,16,MIA,Miami Heat,LeBron James,29,20,20,38.2,9.6,17.0,0.56,1.8,4.3,0.41,7.9,12.7,0.62,0.62,6.5,8.0,0.81,0.7,6.4,7.1,4.8,1.8,0.6,3.1,2.3,27.4
2014,16,MIA,Miami Heat,Dwyane Wade,32,20,20,34.7,7.0,13.9,0.5,0.5,1.2,0.38,6.5,12.7,0.51,0.52,3.5,4.5,0.77,0.8,3.1,3.9,3.9,1.5,0.3,2.7,2.8,17.8
2014,16,MIA,Miami Heat,Chris Bosh,29,20,20,34.3,5.8,11.5,0.51,1.5,3.7,0.4,4.3,7.8,0.56,0.57,1.8,2.4,0.75,1.2,4.4,5.6,1.1,0.9,1.0,0.7,2.6,14.9
2014,16,MIA,Miami Heat,Mario Chalmers,27,20,19,26.8,2.4,5.6,0.42,0.8,2.2,0.35,1.6,3.4,0.47,0.49,1.0,1.3,0.76,0.1,2.2,2.3,3.6,1.0,0.3,1.5,2.4,6.4
2014,16,MIA,Miami Heat,Ray Allen,38,20,1,26.4,3.0,7.2,0.41,1.7,4.3,0.39,1.3,2.9,0.45,0.53,1.7,1.9,0.92,0.7,2.7,3.4,1.6,0.7,0.2,1.2,2.1,9.3
2014,16,MIA,Miami Heat,Norris Cole,25,20,0,20.2,1.6,3.9,0.41,0.8,2.0,0.38,0.9,1.9,0.45,0.51,0.7,0.8,0.87,0.1,1.1,1.1,1.8,0.5,0.1,1.0,1.7,4.6
2014,16,MIA,Miami Heat,Rashard Lewis,34,18,8,17.7,1.9,4.7,0.41,1.2,3.3,0.37,0.7,1.4,0.5,0.54,0.2,0.2,0.75,0.2,1.8,2.1,0.3,0.4,0.3,0.3,1.6,5.3
2014,16,MIA,Miami Heat,Chris Andersen,35,18,0,17.6,1.8,3.2,0.58,0.0,0.1,0.0,1.8,3.1,0.59,0.58,1.4,2.1,0.68,1.4,4.5,5.9,0.3,0.3,1.0,0.5,1.9,5.1
2014,16,MIA,Miami Heat,Shane Battier,35,16,6,12.6,0.8,1.6,0.46,0.6,1.3,0.45,0.2,0.4,0.5,0.64,0.3,0.3,0.8,0.1,0.6,0.6,0.3,0.3,0.1,0.3,1.4,2.3
2014,16,MIA,Miami Heat,Udonis Haslem,33,16,6,10.6,1.1,2.3,0.46,0.0,0.0,,1.1,2.3,0.46,0.46,0.4,0.6,0.6,0.8,1.8,2.6,0.3,0.1,0.2,0.1,1.8,2.5
2014,16,MIA,Miami Heat,James Jones,33,15,0,8.4,1.2,2.7,0.45,1.0,2.1,0.47,0.2,0.5,0.38,0.64,0.1,0.2,0.67,0.2,0.5,0.7,0.3,0.2,0.1,0.0,1.1,3.5
2014,16,MIA,Miami Heat,Michael Beasley,25,4,0,5.8,1.3,2.5,0.5,0.0,0.0,,1.3,2.5,0.5,0.5,0.3,0.8,0.33,0.5,0.5,1.0,0.5,0.0,0.0,0.3,0.8,2.8
2014,16,MIA,Miami Heat,Toney Douglas,27,10,0,2.9,0.3,0.9,0.33,0.3,0.6,0.5,0.0,0.3,0.0,0.5,0.1,0.2,0.5,0.1,0.3,0.4,0.5,0.0,0.0,0.1,0.3,1.0
2014,16,MIA,Miami Heat,Greg Oden,26,3,0,2.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.7,0.0
