Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,17,MIL,Milwaukee Bucks,Sidney Moncrief,23,7,,277,30,69,0.44,0,0,,30,69,0.44,0.44,38,51,0.74,19,28,47,20,12,3,20,24,98
1981,17,MIL,Milwaukee Bucks,Marques Johnson,24,7,,266,75,135,0.56,0,1,0.0,75,134,0.56,0.56,23,32,0.72,41,25,66,34,10,7,13,14,173
1981,17,MIL,Milwaukee Bucks,Bob Lanier,32,7,,236,50,85,0.59,0,0,,50,85,0.59,0.59,23,32,0.72,12,40,52,28,12,8,15,18,123
1981,17,MIL,Milwaukee Bucks,Junior Bridgeman,27,7,,183,42,91,0.46,1,1,1.0,41,90,0.46,0.47,13,16,0.81,6,9,15,23,6,0,11,27,98
1981,17,MIL,Milwaukee Bucks,Quinn Buckner,26,7,,183,26,60,0.43,0,0,,26,60,0.43,0.43,11,16,0.69,5,15,20,35,11,0,14,26,63
1981,17,MIL,Milwaukee Bucks,Brian Winters,28,7,,181,28,61,0.46,2,6,0.33,26,55,0.47,0.48,12,16,0.75,4,19,23,22,10,1,12,22,70
1981,17,MIL,Milwaukee Bucks,Mickey Johnson,28,7,,170,26,65,0.4,0,1,0.0,26,64,0.41,0.4,30,35,0.86,24,23,47,13,9,6,21,25,82
1981,17,MIL,Milwaukee Bucks,Harvey Catchings,29,7,,109,3,16,0.19,0,0,,3,16,0.19,0.19,2,2,1.0,10,16,26,8,0,11,7,24,8
1981,17,MIL,Milwaukee Bucks,Mike Evans,25,4,,38,9,17,0.53,0,2,0.0,9,15,0.6,0.53,7,8,0.88,0,1,1,6,0,1,3,9,25
1981,17,MIL,Milwaukee Bucks,Pat Cummings,24,5,,25,3,11,0.27,0,0,,3,11,0.27,0.27,3,4,0.75,3,3,6,0,1,0,1,2,9
1981,17,MIL,Milwaukee Bucks,Len Elmore,28,4,,12,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,0,0,0,1,4,0
