Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,26,240,SAC,Sacramento Kings,23.0,NBA,PG,16.0,16.0,41.3,7.1,16.1,0.44,1.6,3.7,0.42,5.6,12.4,0.45,0.49,4.4,5.4,0.83,0.9,2.9,3.8,5.0,1.4,0.2,2.3,1.9,20.3
2003,26,240,SAC,Sacramento Kings,24.0,NBA,PG,12.0,12.0,33.7,4.8,11.3,0.42,0.9,3.3,0.28,3.8,8.0,0.48,0.46,2.3,2.8,0.79,0.7,1.9,2.6,5.0,1.2,0.4,1.5,2.6,12.7
2004,26,240,SAC,Sacramento Kings,25.0,NBA,PG,12.0,12.0,41.4,7.0,16.3,0.43,2.0,4.6,0.44,5.0,11.8,0.43,0.49,4.0,4.6,0.87,0.8,3.4,4.2,7.0,1.9,0.4,2.9,3.3,20.0
2005,26,240,SAC,Sacramento Kings,26.0,NBA,PG,5.0,5.0,40.0,7.2,18.4,0.39,1.0,4.6,0.22,6.2,13.8,0.45,0.42,4.2,5.4,0.78,1.0,3.4,4.4,6.6,1.4,0.4,2.6,2.2,19.6
2006,26,240,SAC,Sacramento Kings,27.0,NBA,PG,6.0,6.0,42.5,5.3,15.3,0.35,1.5,4.3,0.35,3.8,11.0,0.35,0.4,4.5,5.0,0.9,1.0,2.8,3.8,5.2,1.5,0.0,3.0,2.8,16.7
2008,1,240,ATL,Atlanta Hawks,29.0,NBA,PG,7.0,7.0,36.0,3.1,9.3,0.34,1.0,3.4,0.29,2.1,5.9,0.37,0.39,3.0,4.6,0.66,0.4,2.7,3.1,3.1,0.6,0.3,1.9,1.7,10.3
2009,1,240,ATL,Atlanta Hawks,30.0,NBA,PG,11.0,11.0,35.5,4.5,9.6,0.46,2.4,4.4,0.54,2.1,5.3,0.4,0.58,1.9,2.0,0.96,0.5,2.8,3.4,4.2,0.9,0.2,2.2,3.1,13.2
2010,1,240,ATL,Atlanta Hawks,31.0,NBA,PG,11.0,11.0,26.5,3.3,7.3,0.45,1.3,3.1,0.41,2.0,4.2,0.48,0.54,0.6,0.9,0.7,0.5,2.1,2.5,2.5,0.8,0.0,1.1,2.4,8.5
2011,16,240,MIA,Miami Heat,32.0,NBA,PG,20.0,20.0,20.8,1.4,4.8,0.28,0.9,3.3,0.26,0.5,1.5,0.33,0.37,0.1,0.2,0.5,0.3,1.6,1.8,1.2,0.6,0.3,0.9,1.5,3.7
2012,20,240,NYK,New York Knicks,33.0,NBA,PG,5.0,1.0,23.6,1.8,4.6,0.39,1.4,3.4,0.41,0.4,1.2,0.33,0.54,0.4,0.6,0.67,0.6,3.6,4.2,2.6,0.2,0.0,0.8,1.4,5.4
