Season,Team ID,Team ABV,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS
1989,6,CLE,Cleveland Cavaliers,57,25,0.7,2nd of 6,7.95,98.0,-2.6,110.6,2.8,102.9,-4.9,Lost E. Conf. 1st Rnd.,L. Wilkens (57-25),M. Price (11.3)
