Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
3119,56.0,47.0,217.2,8.41,19.44,0.43,0.51,1.7,0.3,7.9,17.75,0.45,5.11,6.2,0.82,2.46,3.19,5.67,2.0,1.05,0.53,2.33,1.86,22.45
