SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007,7,DAL,Josh Howard,26,6,6,248,7.4,14.4,0.52,1.0,2.6,0.39,6.4,11.8,0.54,2.8,3.9,0.7,2.2,6.4,8.6,2.5,1.9,0.7,1.7,3.2,18.6
2007,7,DAL,Dirk Nowitzki,28,6,6,239,5.4,14.2,0.38,0.6,2.9,0.21,4.8,11.3,0.43,6.3,7.5,0.84,3.8,6.5,10.2,2.1,1.7,1.2,2.1,3.0,17.8
2007,7,DAL,Jason Terry,29,6,6,229,6.1,14.5,0.42,1.4,5.0,0.28,4.7,9.4,0.5,2.4,2.8,0.83,0.5,1.7,2.2,3.5,0.8,0.3,2.7,1.9,16.0
2007,7,DAL,Jerry Stackhouse,32,6,0,169,4.9,14.1,0.35,2.3,6.6,0.36,2.6,7.5,0.34,6.2,7.0,0.88,1.1,3.6,4.7,3.2,0.9,0.2,3.8,1.9,18.3
2007,7,DAL,Devin Harris,23,6,6,163,6.8,13.9,0.49,0.7,2.2,0.3,6.2,11.7,0.53,3.1,4.2,0.74,0.2,2.4,2.7,6.6,1.3,0.2,2.0,5.1,17.4
2007,7,DAL,DeSagana Diop,25,6,3,140,2.3,3.9,0.6,0.0,0.0,,2.3,3.9,0.6,0.8,1.8,0.43,4.1,6.4,10.5,0.5,0.8,2.6,1.0,5.4,5.4
2007,7,DAL,Devean George,29,6,1,109,1.7,8.3,0.2,1.0,4.0,0.25,0.7,4.3,0.15,2.6,3.3,0.8,1.3,4.6,5.9,1.3,2.0,0.7,2.3,4.0,6.9
2007,7,DAL,Greg Buckner,30,6,0,44,0.0,5.7,0.0,0.0,3.3,0.0,0.0,2.5,0.0,0.8,1.6,0.5,1.6,3.3,4.9,1.6,1.6,0.8,1.6,5.7,0.8
2007,7,DAL,Erick Dampier,31,5,2,38,1.9,2.8,0.67,0.0,0.0,,1.9,2.8,0.67,0.9,1.9,0.5,8.5,7.6,16.1,0.9,0.0,0.0,3.8,8.5,4.7
2007,7,DAL,Austin Croshere,31,3,0,34,4.2,12.7,0.33,3.2,4.2,0.75,1.1,8.5,0.12,4.2,4.2,1.0,3.2,3.2,6.4,0.0,0.0,0.0,2.1,5.3,15.9
2007,7,DAL,Maurice Ager,22,3,0,24,7.5,13.5,0.56,3.0,4.5,0.67,4.5,9.0,0.5,4.5,9.0,0.5,1.5,3.0,4.5,0.0,0.0,0.0,0.0,4.5,22.5
2007,7,DAL,J.J. Barea,22,2,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
