Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1982,2,26,BOS,Boston Celtics,22.0,NBA,SG,10.0,129.0,8.2,0.49,0.09,0.29,5.0,5.6,5.3,12.3,0.8,0.4,17.8,19.4,,0.0,0.2,0.2,0.06,,-1.8,-1.8,-3.6,-0.1
1983,2,26,BOS,Boston Celtics,23.0,NBA,SG,7.0,201.0,8.5,0.43,0.07,0.15,1.1,6.4,3.7,18.6,1.2,0.3,7.2,17.3,,0.0,0.2,0.2,0.05,,-2.1,0.0,-2.1,0.0
1984,2,26,BOS,Boston Celtics,24.0,NBA,SG,19.0,253.0,10.6,0.48,0.1,0.11,1.8,5.5,3.6,21.9,1.7,0.5,12.1,17.4,,0.1,0.2,0.3,0.06,,-0.7,-0.1,-0.8,0.1
1985,2,26,BOS,Boston Celtics,25.0,NBA,SG,21.0,687.0,12.0,0.51,0.08,0.19,3.3,6.1,4.7,23.2,2.2,0.1,12.4,15.1,,0.7,0.7,1.3,0.09,,-0.4,1.1,0.7,0.5
1986,2,26,BOS,Boston Celtics,26.0,NBA,SG,18.0,652.0,17.3,0.64,0.18,0.31,4.1,8.5,6.5,19.3,3.1,0.1,12.4,16.2,,1.6,1.1,2.7,0.2,,2.4,2.9,5.3,1.2
1987,2,26,BOS,Boston Celtics,27.0,NBA,SG,20.0,762.0,11.9,0.58,0.31,0.15,2.1,5.9,4.1,16.7,1.6,0.3,13.9,16.7,,0.7,0.3,1.0,0.06,,0.8,-0.3,0.6,0.5
1988,2,26,BOS,Boston Celtics,28.0,NBA,SG,17.0,670.0,8.6,0.49,0.32,0.23,2.8,6.8,4.8,24.3,0.7,0.1,16.8,16.4,,0.0,0.5,0.5,0.04,,-0.6,-1.6,-2.1,0.0
1991,25,26,POR,Portland Trail Blazers,31.0,NBA,SG,16.0,277.0,12.4,0.55,0.34,0.27,0.4,12.0,6.0,17.5,2.2,1.0,17.0,21.9,,0.0,0.3,0.4,0.06,,-0.6,0.9,0.3,0.2
1992,25,26,POR,Portland Trail Blazers,32.0,NBA,SG,21.0,449.0,14.3,0.58,0.31,0.28,2.2,8.6,5.4,17.0,1.7,0.2,11.6,20.6,,0.8,0.4,1.2,0.12,,1.0,0.5,1.5,0.4
1993,24,26,PHO,Phoenix Suns,33.0,NBA,SG,24.0,591.0,10.3,0.52,0.47,0.23,4.1,7.6,5.9,13.8,1.1,0.2,10.5,15.8,,0.7,0.1,0.8,0.07,,-0.3,-1.1,-1.4,0.1
1994,24,26,PHO,Phoenix Suns,34.0,NBA,SG,10.0,230.0,14.7,0.63,0.68,0.36,3.2,8.3,5.6,12.9,1.3,0.3,6.8,13.7,,0.7,0.0,0.6,0.14,,1.9,0.6,2.6,0.3
1995,24,26,PHO,Phoenix Suns,35.0,NBA,SG,10.0,137.0,15.5,0.7,0.68,0.29,1.7,6.6,4.2,10.9,1.9,0.0,12.3,16.0,,0.4,0.1,0.4,0.15,,2.9,-0.1,2.9,0.2
