Season,Team ID,Team ABV,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,20,NYK,New York Knicks,82,19805,3132,6592,0.48,38,166,0.23,3094,6426,0.48,1695,2260,0.75,1073,2337,3410,1873,694,399,1682,2116,7997
1983,30,WAB,Washington Bullets,82,19805,3299,7044,0.47,37,163,0.23,3262,6881,0.47,1510,2084,0.72,1114,2514,3628,1871,698,555,1543,1975,8145
1983,24,PHO,Phoenix Suns,82,19730,3305,7265,0.46,44,199,0.22,3261,7066,0.46,1707,2268,0.75,1210,2326,3536,1988,712,343,1560,2039,8361
1983,17,MIL,Milwaukee Bucks,82,19830,3338,7318,0.46,38,209,0.18,3300,7109,0.46,1665,2243,0.74,1303,2343,3646,2043,623,300,1523,2145,8379
1983,1,ATL,Atlanta Hawks,82,19780,3383,7201,0.47,39,166,0.24,3344,7035,0.48,1608,2235,0.72,1303,2571,3874,1927,656,388,1468,1981,8413
1983,3,NJN,New Jersey Nets,82,19705,3327,6962,0.48,45,208,0.22,3282,6754,0.49,1746,2370,0.74,1102,2176,3278,1978,860,495,1871,2129,8445
1983,23,PHI,Philadelphia 76Ers,82,19830,3442,7470,0.46,54,249,0.22,3388,7221,0.47,1624,2253,0.72,1325,2263,3588,2089,755,511,1590,2246,8562
1983,6,CLE,Cleveland Cavaliers,82,19755,3381,6911,0.49,32,146,0.22,3349,6765,0.5,1780,2396,0.74,974,2382,3356,2005,621,431,1275,1830,8574
1983,25,POR,Portland Trail Blazers,82,19755,3503,7211,0.49,55,188,0.29,3448,7023,0.49,1572,2046,0.77,1126,2364,3490,2072,658,500,1546,2232,8633
1983,2,BOS,Boston Celtics,82,19830,3477,7401,0.47,48,180,0.27,3429,7221,0.48,1750,2307,0.76,1186,2393,3579,2027,699,340,1607,2137,8752
1983,21,SEA,Seattle Supersonics,82,19805,3546,7703,0.46,49,197,0.25,3497,7506,0.47,1615,2184,0.74,1314,2397,3711,2146,726,360,1443,2152,8756
1983,14,LAL,Los Angeles Lakers,82,19730,3734,7617,0.49,55,212,0.26,3679,7405,0.5,1455,2008,0.72,1294,2166,3460,2389,766,380,1562,1863,8978
1983,27,SAS,San Antonio Spurs,82,19780,3654,7531,0.48,51,201,0.25,3603,7330,0.49,1716,2239,0.77,1160,2263,3423,2329,654,457,1430,2199,9075
1983,11,HOU,Houston Rockets,82,19730,3641,7244,0.5,33,125,0.26,3608,7119,0.51,1781,2375,0.75,1198,2710,3908,2252,772,406,1504,1933,9096
1983,10,GSW,Golden State Warriors,82,19780,3706,7260,0.51,42,167,0.25,3664,7093,0.52,1751,2391,0.73,1249,2495,3744,2170,758,489,1690,2026,9205
1983,26,KCK,Kansas City Kings,82,19780,3531,7250,0.49,40,188,0.21,3491,7062,0.49,2107,2885,0.73,1250,2403,3653,1997,809,439,1716,2245,9209
1983,9,DET,Detroit Pistons,82,19880,3802,7679,0.5,21,182,0.12,3781,7497,0.5,1647,2287,0.72,1266,2594,3860,2252,761,561,1580,2326,9272
1983,7,DAL,Dallas Mavericks,82,19730,3758,7481,0.5,53,202,0.26,3705,7279,0.51,1708,2347,0.73,1217,2433,3650,2291,607,562,1383,2227,9277
1983,29,UTA,Utah Jazz,82,19755,3794,7932,0.48,48,199,0.24,3746,7733,0.48,1646,2288,0.72,1439,2671,4110,2202,826,448,1601,2102,9282
1983,13,SDC,San Diego Clippers,82,19830,3652,6910,0.53,32,130,0.25,3620,6780,0.53,1963,2626,0.75,1095,2365,3460,2105,789,519,1723,1962,9299
1983,12,IND,Indiana Pacers,82,19830,3768,7284,0.52,40,142,0.28,3728,7142,0.52,1815,2413,0.75,1206,2564,3770,2237,761,439,1643,1886,9391
1983,5,CHI,Chicago Bulls,82,19905,3816,7712,0.5,46,176,0.26,3770,7536,0.5,1825,2438,0.75,1197,2456,3653,2230,845,633,1462,2266,9503
1983,8,DEN,Denver Nuggets,82,19730,4098,8120,0.5,71,253,0.28,4027,7867,0.51,1787,2393,0.75,1369,2697,4066,2389,728,611,1636,2356,10054
