OPP_SEASON,OPP_TEAM ID,TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
1989,29,UTA,82,19730,3113,7170,0.43,185,606,0.3,2928,6564,0.45,1765,2342,0.75,1220,2233,3453,1812,779,505,1329,2086,8176
1989,9,DET,82,19830,3140,7022,0.45,158,554,0.28,2982,6468,0.46,1826,2325,0.78,1131,2188,3319,1855,646,341,1225,2088,8264
1989,6,CLE,82,19755,3385,7346,0.46,172,508,0.34,3213,6838,0.47,1358,1748,0.78,1214,2283,3497,2043,685,363,1429,1970,8300
1989,7,DAL,82,19780,3422,7304,0.47,166,515,0.32,3256,6789,0.48,1573,2090,0.75,1231,2500,3731,2133,660,386,1175,1869,8583
1989,5,CHI,82,19780,3361,7098,0.47,193,590,0.33,3168,6508,0.49,1693,2190,0.77,1078,2300,3378,2099,686,348,1255,1781,8608
1989,17,MIL,82,19755,3301,6901,0.48,196,533,0.37,3105,6368,0.49,1838,2369,0.78,1094,2335,3429,2109,707,425,1522,1935,8636
1989,1,ALT,82,19805,3363,7124,0.47,147,511,0.29,3216,6613,0.49,1826,2329,0.78,1261,2325,3586,2037,687,348,1487,2109,8699
1989,14,LAL,82,19805,3541,7540,0.47,194,587,0.33,3347,6953,0.48,1542,2051,0.75,1178,2222,3400,2157,752,432,1263,1941,8818
1989,11,HOU,82,19855,3413,7290,0.47,187,534,0.35,3226,6756,0.48,1806,2372,0.76,1145,2428,3573,2015,800,439,1455,2013,8819
1989,2,BOS,82,19780,3475,7183,0.48,133,459,0.29,3342,6724,0.5,1780,2294,0.78,1048,2222,3270,2124,762,387,1191,1950,8863
1989,16,MIA,82,19855,3384,6928,0.49,148,432,0.34,3236,6496,0.5,2021,2613,0.77,1188,2366,3554,2062,926,553,1543,1830,8937
1989,21,SEA,82,19780,3437,7067,0.49,169,543,0.31,3268,6524,0.5,1915,2489,0.77,1188,2252,3440,1958,670,413,1553,1881,8958
1989,3,NJN,82,19805,3560,7162,0.5,158,512,0.31,3402,6650,0.51,1749,2286,0.76,1030,2476,3506,2134,744,485,1376,1834,9027
1989,23,PHI,82,19780,3658,7296,0.5,170,495,0.34,3488,6801,0.51,1565,2023,0.77,1149,2412,3561,2281,640,445,1269,1984,9051
1989,30,WAB,82,19855,3486,7235,0.48,155,510,0.3,3331,6725,0.5,1929,2510,0.77,1132,2538,3670,2082,655,523,1381,1921,9056
1989,24,PHO,82,19755,3589,7736,0.46,181,568,0.32,3408,7168,0.48,1737,2308,0.75,1252,2458,3710,2166,625,427,1368,2057,9096
1989,26,SAC,82,19780,3589,7420,0.48,181,573,0.32,3408,6847,0.5,1747,2301,0.76,1171,2604,3775,2107,759,442,1284,1821,9106
1989,12,IND,82,19855,3453,7400,0.47,167,547,0.3,3286,6853,0.48,2036,2606,0.78,1288,2312,3600,2034,836,389,1206,2029,9109
1989,27,SAS,82,19755,3486,7148,0.49,172,532,0.32,3314,6616,0.5,2105,2714,0.78,1256,2462,3718,2062,915,545,1728,1938,9249
1989,20,NYK,82,19805,3636,7358,0.49,152,534,0.28,3484,6824,0.51,1834,2390,0.77,1213,2326,3539,2292,778,433,1688,1898,9258
1989,4,CHO,82,19780,3555,7113,0.5,115,399,0.29,3440,6714,0.51,2040,2629,0.78,1191,2621,3812,2061,710,441,1425,1791,9265
1989,25,POR,82,19830,3572,7322,0.49,198,546,0.36,3374,6776,0.5,1933,2504,0.77,1151,2391,3542,2073,738,358,1569,1960,9275
1989,13,LAC,82,19855,3747,7738,0.48,197,576,0.34,3550,7162,0.5,1834,2400,0.76,1342,2550,3892,2384,933,551,1440,1882,9525
1989,8,DEN,82,19880,3701,7484,0.5,157,446,0.35,3544,7038,0.5,1977,2683,0.74,1136,2864,4000,2136,665,485,1597,2001,9536
1989,10,GSW,82,19905,3693,8000,0.46,281,821,0.34,3412,7179,0.48,1916,2501,0.77,1437,2639,4076,2215,861,485,1554,1935,9583
