Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1999,22.0,CHH,NBA,C,38.0,0.0,469.0,78.0,138.0,0.565,1.0,2.0,0.5,77.0,136.0,0.566,0.569,81.0,102.0,0.794,35.0,82.0,117.0,22.0,9.0,18.0,32.0,65.0,238.0,,0.0
2001,24.0,CHI,NBA,C,57.0,45.0,1434.0,168.0,386.0,0.435,1.0,5.0,0.2,167.0,381.0,0.438,0.437,168.0,226.0,0.743,144.0,275.0,419.0,107.0,33.0,38.0,73.0,176.0,505.0,,0.0
2002,25.0,TOT,NBA,C,76.0,75.0,2263.0,366.0,733.0,0.499,3.0,7.0,0.429,363.0,726.0,0.5,0.501,297.0,383.0,0.775,252.0,369.0,621.0,152.0,76.0,41.0,115.0,244.0,1032.0,,0.0
2002,25.0,CHI,NBA,C,48.0,47.0,1391.0,208.0,452.0,0.46,2.0,4.0,0.5,206.0,448.0,0.46,0.462,190.0,253.0,0.751,176.0,225.0,401.0,101.0,52.0,29.0,74.0,156.0,608.0,,0.0
2002,25.0,IND,NBA,C,28.0,28.0,872.0,158.0,281.0,0.562,1.0,3.0,0.333,157.0,278.0,0.565,0.564,107.0,130.0,0.823,76.0,144.0,220.0,51.0,24.0,12.0,41.0,88.0,424.0,,0.0
2003,26.0,IND,NBA,C,73.0,72.0,2270.0,329.0,667.0,0.493,5.0,16.0,0.313,324.0,651.0,0.498,0.497,292.0,357.0,0.818,185.0,418.0,603.0,193.0,65.0,43.0,118.0,203.0,955.0,,0.0
2004,27.0,SAC,NBA,PF,72.0,53.0,2621.0,373.0,731.0,0.51,12.0,38.0,0.316,361.0,693.0,0.521,0.518,256.0,329.0,0.778,191.0,552.0,743.0,312.0,68.0,86.0,144.0,247.0,1014.0,,2.0
2005,28.0,SAC,NBA,C,56.0,56.0,2089.0,319.0,609.0,0.524,5.0,19.0,0.263,314.0,590.0,0.532,0.528,233.0,287.0,0.812,139.0,382.0,521.0,220.0,69.0,68.0,82.0,181.0,876.0,,0.0
2006,29.0,SAC,NBA,C,79.0,79.0,2923.0,434.0,877.0,0.495,34.0,88.0,0.386,400.0,789.0,0.507,0.514,280.0,338.0,0.828,122.0,493.0,615.0,374.0,61.0,62.0,180.0,234.0,1182.0,,0.0
2007,30.0,SAC,NBA,C,63.0,56.0,1783.0,224.0,494.0,0.453,5.0,33.0,0.152,219.0,461.0,0.475,0.459,115.0,149.0,0.772,79.0,322.0,401.0,224.0,38.0,39.0,108.0,155.0,568.0,,1.0
2008,31.0,SAC,NBA,C,72.0,72.0,2513.0,337.0,728.0,0.463,28.0,90.0,0.311,309.0,638.0,0.484,0.482,262.0,309.0,0.848,167.0,514.0,681.0,264.0,69.0,74.0,164.0,247.0,964.0,,0.0
2009,32.0,TOT,NBA,C,70.0,43.0,2100.0,292.0,614.0,0.476,23.0,56.0,0.411,269.0,558.0,0.482,0.494,224.0,272.0,0.824,150.0,395.0,545.0,234.0,52.0,36.0,130.0,223.0,831.0,,0.0
2009,32.0,SAC,NBA,C,43.0,43.0,1354.0,184.0,388.0,0.474,20.0,43.0,0.465,164.0,345.0,0.475,0.5,125.0,156.0,0.801,83.0,261.0,344.0,148.0,30.0,24.0,83.0,135.0,513.0,,0.0
2009,32.0,CHI,NBA,C,27.0,0.0,746.0,108.0,226.0,0.478,3.0,13.0,0.231,105.0,213.0,0.493,0.485,99.0,116.0,0.853,67.0,134.0,201.0,86.0,22.0,12.0,47.0,88.0,318.0,,0.0
2010,33.0,CHI,NBA,C,82.0,37.0,1950.0,250.0,581.0,0.43,37.0,132.0,0.28,213.0,449.0,0.474,0.462,182.0,220.0,0.827,83.0,316.0,399.0,154.0,44.0,29.0,107.0,189.0,719.0,,0.0
2011,34.0,HOU,NBA,C,60.0,5.0,1015.0,132.0,296.0,0.446,40.0,107.0,0.374,92.0,189.0,0.487,0.514,78.0,94.0,0.83,44.0,178.0,222.0,145.0,28.0,21.0,54.0,98.0,382.0,,0.0
2012,35.0,MIN,NBA,C,15.0,1.0,146.0,9.0,27.0,0.333,7.0,15.0,0.467,2.0,12.0,0.167,0.463,10.0,12.0,0.833,4.0,15.0,19.0,24.0,4.0,2.0,12.0,10.0,35.0,,0.0
