Season,Team ID,Team ABV,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches
1983,24,PHO,Phoenix Suns,53,29,0.65,2nd of 6,4.61,101.6,-1.5,105.1,0.4,100.1,-4.6,Lost W. Conf. 1st Rnd.,J. MacLeod (53-29)
