Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1981,,1816,WSB,None,22.0,NBA,PF,52.0,,696.0,7.5,14.8,0.51,0.0,0.0,,7.5,14.8,0.51,1.8,2.7,0.68,4.5,10.0,14.5,1.7,1.4,3.0,2.6,9.0,16.8,,104.0,98.0
1982,,1816,WSB,None,23.0,NBA,PF,80.0,80.0,2664.0,7.5,14.8,0.51,0.0,0.1,0.0,7.5,14.7,0.51,2.7,4.2,0.63,2.7,10.1,12.8,2.7,1.0,2.5,2.9,6.3,17.7,,101.0,100.0
1983,,1816,WSB,None,24.0,NBA,PF,82.0,82.0,3023.0,6.0,12.3,0.49,0.0,0.0,0.0,6.0,12.2,0.49,2.3,4.1,0.57,2.7,9.7,12.4,1.8,1.4,2.4,2.7,5.3,14.3,,97.0,96.0
1984,,1816,WSB,None,25.0,NBA,PF,82.0,82.0,2701.0,5.6,11.0,0.51,0.0,0.0,,5.6,11.0,0.51,2.3,3.5,0.65,3.1,10.4,13.5,2.4,1.1,2.2,2.6,6.5,13.5,,102.0,104.0
1985,,1816,WSB,None,26.0,NBA,PF,77.0,63.0,2072.0,4.8,9.5,0.5,0.0,0.0,,4.8,9.5,0.5,1.6,2.4,0.68,3.5,10.6,14.0,2.8,1.4,2.4,3.1,7.1,11.2,,97.0,101.0
1986,9.0,1816,DET,Detroit Pistons,27.0,NBA,PF,80.0,12.0,1442.0,5.0,11.0,0.46,0.0,0.0,0.0,5.0,11.0,0.46,2.6,3.8,0.68,3.9,9.3,13.2,2.0,1.3,1.9,3.5,8.3,12.6,,94.0,105.0
1987,9.0,1816,DET,Detroit Pistons,28.0,NBA,PF,63.0,6.0,1278.0,5.4,12.0,0.45,0.0,0.0,,5.4,12.0,0.45,3.6,4.3,0.82,3.5,10.5,13.9,1.4,1.2,1.9,2.7,8.2,14.3,,103.0,103.0
1988,9.0,1816,DET,Detroit Pistons,29.0,NBA,PF,67.0,64.0,1963.0,6.9,12.0,0.57,0.0,0.0,0.5,6.8,11.9,0.57,4.1,5.4,0.76,4.0,10.1,14.0,1.5,1.1,1.0,3.0,6.5,17.8,,115.0,103.0
1989,9.0,1816,DET,Detroit Pistons,30.0,NBA,PF,72.0,61.0,1795.0,5.7,11.0,0.52,0.0,0.1,0.0,5.7,11.0,0.52,3.2,4.3,0.75,3.9,9.9,13.9,1.7,1.1,1.8,2.7,5.8,14.6,,109.0,102.0
1990,23.0,1816,PHI,Philadelphia 76Ers,31.0,NBA,PF,75.0,66.0,2271.0,6.9,13.8,0.5,0.0,0.2,0.22,6.8,13.6,0.5,4.0,5.6,0.72,3.7,8.8,12.4,2.1,1.0,2.3,2.3,5.5,17.8,,112.0,107.0
1991,23.0,1816,PHI,Philadelphia 76Ers,32.0,NBA,C,80.0,74.0,2439.0,5.4,11.5,0.47,0.0,0.2,0.0,5.4,11.3,0.48,3.9,4.9,0.79,3.1,9.7,12.8,2.4,1.6,1.2,2.6,5.7,14.6,,105.0,106.0
1993,3.0,1816,NJN,New Jersey Nets,34.0,NBA,PF,74.0,9.0,1077.0,4.7,9.9,0.47,0.0,0.1,0.33,4.6,9.8,0.47,4.1,5.1,0.8,4.3,8.6,12.9,1.5,0.9,1.4,2.7,7.2,13.5,,109.0,105.0
1994,3.0,1816,NJN,New Jersey Nets,35.0,NBA,PF,28.0,0.0,226.0,5.1,10.4,0.49,0.0,0.2,0.0,5.1,10.2,0.5,2.9,4.4,0.65,3.6,8.4,12.0,1.1,0.7,1.1,1.6,8.4,13.1,,111.0,106.0
1995,3.0,1816,NJN,New Jersey Nets,36.0,NBA,PF,58.0,7.0,630.0,6.5,12.5,0.52,0.1,0.2,0.33,6.4,12.2,0.53,3.2,4.0,0.8,3.7,9.7,13.4,2.1,0.9,1.0,2.8,7.7,16.4,,109.0,108.0
1996,3.0,1816,NJN,New Jersey Nets,37.0,NBA,C,50.0,0.0,450.0,5.0,14.3,0.35,0.0,0.1,0.0,5.0,14.2,0.36,4.0,5.5,0.72,3.6,9.3,12.9,1.9,1.6,1.5,3.5,8.4,14.1,,87.0,104.0
1997,9.0,1816,DET,Detroit Pistons,38.0,NBA,C,22.0,7.0,218.0,5.2,14.1,0.37,0.0,0.3,0.0,5.2,13.8,0.38,4.2,5.7,0.73,4.9,8.9,13.8,1.6,1.0,0.8,2.6,8.9,14.6,,96.0,104.0
1998,9.0,1816,DET,Detroit Pistons,39.0,NBA,C,59.0,0.0,707.0,4.5,9.9,0.46,0.0,0.0,,4.5,9.9,0.46,1.8,2.6,0.68,5.0,10.0,15.0,1.2,1.1,0.5,2.8,9.5,10.9,,97.0,103.0
1999,23.0,1816,PHI,Philadelphia 76Ers,40.0,NBA,PF,16.0,0.0,127.0,2.1,7.7,0.28,0.0,0.0,,2.1,7.7,0.28,1.3,3.4,0.38,3.0,6.8,9.8,0.9,2.1,0.4,2.6,9.4,5.5,,66.0,98.0
