Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1993,31.0,3156,TOT,Total After Trade,23.0,NBA,"C,PF",27.0,7.0,179.0,4.8,10.1,0.47,0.0,0.0,,4.8,10.1,0.47,0.6,2.0,0.29,4.8,10.7,15.4,1.4,1.4,4.8,2.2,8.1,10.1,,96.0,102.0
1993,,3156,CHH,None,23.0,NBA,C,2.0,0.0,18.0,2.7,8.0,0.33,0.0,0.0,,2.7,8.0,0.33,0.0,0.0,,8.0,16.0,23.9,0.0,0.0,5.3,5.3,10.6,5.3,,69.0,102.0
1993,22.0,3156,ORL,Orlando Magic,23.0,NBA,PF,3.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,,0.0,10.0,0.0,0.0,0.0,,5.0,5.0,10.0,0.0,5.0,5.0,0.0,10.0,0.0,,38.0,97.0
1993,2.0,3156,BOS,Boston Celtics,23.0,NBA,PF,22.0,7.0,151.0,5.4,10.4,0.52,0.0,0.0,,5.4,10.4,0.52,0.7,2.3,0.29,4.4,10.4,14.7,1.7,1.3,4.7,2.0,7.7,11.4,,102.0,102.0
1994,31.0,3156,TOT,Total After Trade,24.0,NBA,PF,38.0,11.0,716.0,3.5,7.8,0.44,0.0,0.1,0.0,3.5,7.7,0.45,0.9,2.0,0.43,6.7,8.6,15.4,1.8,1.3,3.3,1.6,6.5,7.8,,106.0,107.0
1994,22.0,3156,ORL,Orlando Magic,24.0,NBA,PF,3.0,0.0,19.0,2.7,15.9,0.17,0.0,2.7,0.0,2.7,13.3,0.2,0.0,0.0,,8.0,2.7,10.6,5.3,5.3,8.0,0.0,8.0,5.3,,84.0,96.0
1994,,3156,CHH,None,24.0,NBA,PF,1.0,0.0,19.0,0.0,2.6,0.0,0.0,0.0,,0.0,2.6,0.0,0.0,0.0,,0.0,10.4,10.4,0.0,2.6,5.2,2.6,5.2,0.0,,0.0,100.0
1994,7.0,3156,DAL,Dallas Mavericks,24.0,NBA,PF,34.0,11.0,678.0,3.6,7.7,0.47,0.0,0.0,,3.6,7.7,0.47,0.9,2.1,0.43,6.9,8.8,15.7,1.7,1.1,3.1,1.6,6.5,8.1,,108.0,107.0
1995,7.0,3156,DAL,Dallas Mavericks,25.0,NBA,C,82.0,81.0,2383.0,3.1,6.5,0.48,0.0,0.0,,3.1,6.5,0.48,0.8,2.1,0.38,6.2,8.5,14.7,2.6,1.1,3.1,2.2,6.5,7.0,,103.0,108.0
1996,7.0,3156,DAL,Dallas Mavericks,26.0,NBA,C,65.0,61.0,1806.0,2.4,6.0,0.41,0.0,0.0,0.0,2.4,5.9,0.41,0.7,1.9,0.34,6.5,8.0,14.5,2.4,1.3,3.4,2.2,6.3,5.5,,98.0,108.0
1997,30.0,3156,WSB,Washington Bullets,27.0,NBA,C,19.0,0.0,264.0,3.9,6.1,0.64,0.0,0.0,,3.9,6.1,0.64,1.0,1.4,0.71,5.5,8.1,13.6,0.8,1.2,1.6,3.5,9.6,8.9,,102.0,104.0
1998,30.0,3156,WAS,Washington Wizards,28.0,NBA,PF,14.0,6.0,111.0,6.1,8.0,0.76,0.0,0.0,,6.1,8.0,0.76,0.0,0.9,0.0,7.5,4.7,12.2,1.4,0.9,1.4,0.9,8.0,12.2,,145.0,107.0
