Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991,24,508,PHO,Phoenix Suns,21.0,NBA,SF,3.0,0.0,8.0,2.3,4.0,0.58,0.0,0.0,,2.3,4.0,0.58,0.58,0.7,2.0,0.33,1.0,0.7,1.7,0.7,0.7,0.0,0.3,0.0,5.3
1992,24,508,PHO,Phoenix Suns,22.0,NBA,SF,8.0,8.0,23.5,5.5,10.0,0.55,0.0,0.0,,5.5,10.0,0.55,0.55,2.5,3.8,0.67,2.5,3.9,6.4,1.5,0.8,0.8,1.4,1.8,13.5
1993,24,508,PHO,Phoenix Suns,23.0,NBA,SF,16.0,3.0,11.6,2.5,4.4,0.57,0.0,0.0,,2.5,4.4,0.57,0.57,1.0,1.4,0.73,0.8,1.5,2.3,0.8,0.3,0.4,0.3,0.8,6.0
1994,24,508,PHO,Phoenix Suns,24.0,NBA,SF,10.0,8.0,21.2,4.3,9.3,0.46,0.0,0.2,0.0,4.3,9.1,0.47,0.46,1.5,1.8,0.83,1.6,2.8,4.4,0.8,0.8,0.2,1.1,0.9,10.1
1995,14,508,LAL,Los Angeles Lakers,25.0,NBA,SF,10.0,10.0,34.0,4.8,12.6,0.38,1.8,5.0,0.36,3.0,7.6,0.4,0.45,2.8,3.8,0.74,1.1,5.0,6.1,1.8,1.2,0.7,2.1,2.1,14.2
1996,14,508,LAL,Los Angeles Lakers,26.0,NBA,SF,4.0,4.0,35.5,7.5,15.5,0.48,1.3,4.0,0.31,6.3,11.5,0.54,0.52,2.8,3.0,0.92,2.8,5.5,8.3,1.3,1.0,0.3,2.0,2.3,19.0
1997,24,508,PHO,Phoenix Suns,27.0,NBA,SF,5.0,0.0,21.4,2.2,6.6,0.33,0.6,2.4,0.25,1.6,4.2,0.38,0.38,1.6,1.6,1.0,1.8,3.4,5.2,0.6,0.8,0.6,1.6,2.4,6.6
2001,16,508,MIA,Miami Heat,31.0,NBA,SF,3.0,0.0,5.0,0.7,2.3,0.29,0.0,0.0,,0.7,2.3,0.29,0.29,0.3,0.7,0.5,1.0,1.0,2.0,0.3,0.0,0.0,0.3,1.0,1.7
