Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011,2,322,BOS,Boston Celtics,20.0,NBA,PG,31.0,0.0,162.0,5.1,14.9,0.34,0.0,1.1,0.0,5.1,13.8,0.37,1.3,2.7,0.5,0.9,2.9,3.8,2.7,2.0,0.0,3.6,4.4,11.6
2012,2,322,BOS,Boston Celtics,21.0,NBA,PG,64.0,28.0,1368.0,5.3,10.6,0.5,0.6,1.4,0.41,4.7,9.2,0.51,1.6,2.1,0.8,0.9,2.1,3.0,2.3,1.1,0.3,2.0,2.9,12.7
2013,2,322,BOS,Boston Celtics,22.0,NBA,PG,50.0,50.0,1435.0,4.8,12.0,0.4,1.0,3.2,0.32,3.8,8.8,0.43,0.9,1.2,0.76,0.8,2.0,2.8,2.6,1.6,0.5,1.8,3.2,11.6
2014,2,322,BOS,Boston Celtics,23.0,NBA,SG,60.0,58.0,1855.0,7.0,16.0,0.44,1.5,3.9,0.4,5.5,12.1,0.45,1.7,2.2,0.8,0.9,3.5,4.4,1.6,1.2,0.2,1.9,2.8,17.3
2015,2,322,BOS,Boston Celtics,24.0,NBA,SG,77.0,77.0,2428.0,6.4,15.0,0.43,1.8,5.2,0.35,4.6,9.8,0.47,1.2,1.5,0.79,0.7,2.9,3.6,2.0,1.2,0.2,1.6,2.6,15.9
2016,2,322,BOS,Boston Celtics,25.0,NBA,SG,76.0,72.0,2536.0,6.5,14.5,0.45,2.1,5.8,0.36,4.4,8.7,0.5,1.4,1.7,0.78,0.7,2.4,3.1,2.2,1.7,0.3,1.5,2.3,16.4
2017,2,322,BOS,Boston Celtics,26.0,NBA,SG,55.0,55.0,1835.0,7.0,15.2,0.46,2.1,5.4,0.39,4.9,9.8,0.5,1.3,1.8,0.73,1.3,5.3,6.6,2.4,1.3,0.2,1.7,2.8,17.5
2018,31,322,TOT,Total After Trade,27.0,NBA,SG,46.0,46.0,1433.0,6.5,15.7,0.41,1.9,5.1,0.37,4.6,10.6,0.44,1.6,2.1,0.77,0.6,2.4,2.9,2.4,1.3,0.2,2.5,2.3,16.5
2018,9,322,DET,Detroit Pistons,27.0,NBA,SG,40.0,40.0,1268.0,6.6,16.2,0.41,2.1,5.5,0.38,4.5,10.7,0.42,1.7,2.3,0.76,0.5,2.1,2.7,2.4,1.3,0.2,2.6,2.3,17.1
2018,13,322,LAC,Los Angeles Clippers,27.0,NBA,SG,6.0,6.0,165.0,5.7,12.0,0.47,0.2,2.0,0.11,5.5,10.0,0.54,0.4,0.4,1.0,0.7,4.1,4.8,2.4,1.1,0.2,1.7,2.6,12.0
2019,31,322,TOT,Total After Trade,28.0,NBA,SG,63.0,63.0,1905.0,4.7,11.5,0.41,1.6,4.6,0.35,3.1,6.9,0.45,0.8,0.9,0.86,0.8,2.5,3.3,2.9,0.8,0.3,1.7,3.2,11.8
2019,13,322,LAC,Los Angeles Clippers,28.0,NBA,SG,49.0,49.0,1463.0,4.0,10.3,0.38,1.4,4.2,0.34,2.5,6.1,0.42,0.5,0.6,0.8,0.9,2.4,3.2,2.4,0.7,0.4,1.5,3.3,9.8
2019,15,322,MEM,Memphis Grizzlies,28.0,NBA,SG,14.0,14.0,442.0,7.1,15.3,0.46,2.3,5.9,0.38,4.8,9.4,0.51,1.9,2.0,0.92,0.7,2.9,3.6,4.6,1.1,0.0,2.3,2.8,18.3
2020,14,322,LAL,Los Angeles Lakers,29.0,NBA,SG,49.0,44.0,1186.0,5.2,11.6,0.44,1.9,5.3,0.36,3.2,6.4,0.51,0.6,0.7,0.83,0.5,2.9,3.5,1.9,1.3,0.2,1.4,3.3,12.8
2021,16,322,MIA,Miami Heat,30.0,NBA,SG,10.0,1.0,211.0,5.3,11.3,0.47,2.7,6.5,0.42,2.6,4.8,0.54,1.2,1.5,0.78,0.3,2.7,3.1,2.4,1.2,0.2,1.5,4.4,14.5
