Season,Team ID,Team ABV,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991,8,DEN,Denver Nuggets,82,19730,3901,8868,0.44,300,1059,0.28,3601,7809,0.46,1726,2263,0.76,1520,2530,4050,2005,856,406,1332,2235,9828
1991,10,GSW,Golden State Warriors,82,19805,3566,7346,0.48,270,801,0.34,3296,6545,0.5,2162,2761,0.78,1113,2306,3419,1954,803,378,1359,2207,9564
1991,25,POR,Portland Trail Blazers,82,19905,3577,7369,0.48,341,904,0.38,3236,6465,0.5,1912,2538,0.75,1202,2561,3763,2254,724,410,1309,1975,9407
1991,24,PHO,Phoenix Suns,82,19730,3573,7199,0.5,138,432,0.32,3435,6767,0.51,2064,2680,0.77,1132,2598,3730,2209,687,535,1302,1850,9348
1991,12,IND,Indiana Pacers,82,19805,3450,6994,0.49,249,749,0.33,3201,6245,0.51,2010,2479,0.81,1018,2376,3394,2181,658,357,1355,2088,9159
1991,2,BOS,Boston Celtics,82,19805,3695,7214,0.51,109,346,0.32,3586,6868,0.52,1646,1997,0.82,1088,2697,3785,2160,672,565,1320,1695,9145
1991,5,CHI,Chicago Bulls,82,19755,3632,7125,0.51,155,424,0.37,3477,6701,0.52,1605,2111,0.76,1148,2342,3490,2212,822,438,1184,1751,9024
1991,1,ATL,Atlanta Hawks,82,19755,3349,7223,0.46,271,836,0.32,3078,6387,0.48,2034,2544,0.8,1235,2420,3655,1864,729,374,1231,1768,9003
1991,27,SAS,San Antonio Spurs,82,19830,3409,6988,0.49,81,297,0.27,3328,6691,0.5,1883,2459,0.77,1131,2657,3788,2140,670,571,1445,1896,8782
1991,11,HOU,Houston Rockets,82,19855,3403,7287,0.47,316,989,0.32,3087,6298,0.49,1631,2200,0.74,1275,2508,3783,1906,796,409,1402,1874,8753
1991,21,SEA,Seattle Supersonics,82,19880,3500,7117,0.49,136,427,0.32,3364,6690,0.5,1608,2143,0.75,1222,2173,3395,2042,861,380,1404,1973,8744
1991,17,MIL,Milwaukee Bucks,82,19855,3337,6948,0.48,257,753,0.34,3080,6195,0.5,1796,2241,0.8,1079,2162,3241,2075,894,330,1321,2033,8727
1991,14,LAL,Los Angeles Lakers,82,19830,3343,6911,0.48,226,744,0.3,3117,6167,0.5,1805,2261,0.8,1078,2440,3518,2091,642,384,1203,1524,8717
1991,22,ORL,Orlando Magic,82,19780,3298,7256,0.46,270,754,0.36,3028,6502,0.47,1818,2447,0.74,1233,2429,3662,1809,602,306,1391,1976,8684
1991,23,PHI,Philadelphia 76Ers,82,20080,3289,6925,0.48,195,618,0.32,3094,6307,0.49,1868,2366,0.79,984,2496,3480,1824,678,479,1230,1629,8641
1991,29,UTA,Utah Jazz,82,19780,3214,6537,0.49,148,458,0.32,3066,6079,0.5,1951,2472,0.79,867,2474,3341,2217,652,451,1305,1796,8527
1991,13,LAC,Los Angeles Clippers,82,19805,3391,7315,0.46,113,434,0.26,3278,6881,0.48,1596,2273,0.7,1246,2500,3746,2119,725,507,1438,2043,8491
1991,20,NYK,New York Knicks,82,19955,3308,6822,0.48,185,558,0.33,3123,6264,0.5,1654,2147,0.77,1053,2436,3489,2172,638,418,1379,1764,8455
1991,3,NJN,New Jersey Nets,82,19830,3311,7459,0.44,161,586,0.28,3150,6873,0.46,1658,2245,0.74,1400,2348,3748,1782,748,600,1423,1954,8441
1991,4,CHO,Charlotte Hornets,82,19805,3286,7033,0.47,131,417,0.31,3155,6616,0.48,1725,2214,0.78,1027,2200,3227,2019,759,304,1290,1946,8428
1991,16,MIA,Miami Heat,82,19780,3280,7139,0.46,140,464,0.3,3140,6675,0.47,1649,2307,0.72,1232,2302,3534,1904,756,387,1551,2080,8349
1991,6,CLE,Cleveland Cavaliers,82,19830,3259,6857,0.48,160,479,0.33,3099,6378,0.49,1665,2176,0.76,1011,2329,3340,2240,643,450,1281,1672,8343
1991,30,WSB,Washington Bullets,82,19855,3390,7268,0.47,55,284,0.19,3335,6984,0.48,1478,2028,0.73,1173,2390,3563,2081,588,468,1359,1927,8313
1991,9,DET,Detroit Pistons,82,19805,3194,6875,0.46,131,440,0.3,3063,6435,0.48,1686,2211,0.76,1206,2452,3658,1825,487,367,1181,1869,8205
1991,7,DAL,Dallas Mavericks,82,19805,3245,6890,0.47,193,600,0.32,3052,6290,0.48,1512,1986,0.76,984,2360,3344,1821,581,397,1186,1840,8195
1991,18,MIN,Minnesota Timberwolves,82,19905,3265,7276,0.45,108,381,0.28,3157,6895,0.46,1531,2082,0.74,1275,2113,3388,1885,712,440,1062,1864,8169
1991,26,SAC,Sacramento Kings,82,19705,3086,6818,0.45,216,578,0.37,2870,6240,0.46,1540,2105,0.73,1027,2218,3245,1991,631,513,1272,2075,7928
