Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2012,2,2037,BOS,Boston Celtics,E'Twaun Moore,"February 25, 1989",22.0,NBA,PG,38.0,331.0,8.8,0.47,0.4,0.06,1.5,9.9,5.9,17.0,1.8,0.7,15.3,19.9,-0.3,0.5,0.2,0.03,-3.3,0.9,-2.4,0.0
2013,22,2037,ORL,Orlando Magic,E'Twaun Moore,"February 25, 1989",23.0,NBA,SG,75.0,1682.0,10.7,0.47,0.33,0.1,3.2,8.0,5.6,19.1,1.6,1.1,14.4,19.7,-0.4,0.7,0.2,0.01,-1.6,-0.7,-2.3,-0.1
2014,22,2037,ORL,Orlando Magic,E'Twaun Moore,"February 25, 1989",24.0,NBA,SG,79.0,1506.0,11.1,0.51,0.35,0.15,2.2,8.1,5.1,11.8,2.0,0.7,10.2,16.4,0.6,1.1,1.7,0.06,-1.9,0.3,-1.6,0.2
2015,5,2037,CHI,Chicago Bulls,E'Twaun Moore,"February 25, 1989",25.0,NBA,SG,56.0,504.0,10.3,0.5,0.27,0.14,2.7,7.1,5.0,10.4,2.1,0.9,8.7,14.4,0.3,0.5,0.8,0.08,-2.7,1.1,-1.5,0.1
2016,5,2037,CHI,Chicago Bulls,E'Twaun Moore,"February 25, 1989",26.0,NBA,SG,59.0,1263.0,11.4,0.55,0.27,0.09,1.6,9.3,5.5,12.1,1.5,1.0,11.6,15.9,0.9,1.0,1.8,0.07,-1.9,0.0,-1.9,0.0
2017,19,2037,NOP,New Orleans Pelicans,E'Twaun Moore,"February 25, 1989",27.0,NBA,SG,73.0,1820.0,12.1,0.54,0.34,0.12,1.9,6.9,4.4,13.8,1.3,1.4,8.7,17.4,1.2,1.5,2.7,0.07,-1.7,0.1,-1.6,0.2
2018,19,2037,NOP,New Orleans Pelicans,E'Twaun Moore,"February 25, 1989",28.0,NBA,SG,82.0,2586.0,12.1,0.59,0.36,0.08,2.5,7.3,5.0,10.1,1.5,0.4,10.6,16.1,2.8,1.6,4.4,0.08,-1.0,-0.5,-1.6,0.3
2019,19,2037,NOP,New Orleans Pelicans,E'Twaun Moore,"February 25, 1989",29.0,NBA,SG,53.0,1463.0,11.5,0.57,0.33,0.11,2.5,6.4,4.5,9.5,1.3,0.4,9.6,17.3,1.2,0.5,1.7,0.06,-1.2,-1.1,-2.3,-0.1
2020,19,2037,NOP,New Orleans Pelicans,E'Twaun Moore,"February 25, 1989",30.0,NBA,SG,56.0,1020.0,11.3,0.51,0.38,0.1,3.2,10.4,6.8,11.0,1.5,0.9,8.1,19.9,0.3,0.7,0.9,0.04,-1.9,-0.8,-2.7,-0.2
2021,24,2037,PHO,Phoenix Suns,E'Twaun Moore,"February 25, 1989",31.0,NBA,SG,10.0,173.0,7.3,0.45,0.25,0.07,3.2,5.0,4.1,15.7,2.6,0.5,17.0,18.3,-0.2,0.2,0.0,-0.0,-5.4,0.7,-4.7,-0.1
