Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1980,17,2024,MIL,Milwaukee Bucks,Sidney Moncrief,"September 21, 1957",22.0,NBA,SG,7.0,,182.0,8.2,13.9,0.59,0.0,0.0,,8.2,13.9,0.59,7.4,8.4,0.87,4.6,3.8,8.4,3.0,1.4,0.3,3.8,3.8,23.7,122.0,105.0
1981,17,2024,MIL,Milwaukee Bucks,Sidney Moncrief,"September 21, 1957",23.0,NBA,SG,7.0,,277.0,5.4,12.4,0.44,0.0,0.0,,5.4,12.4,0.44,6.8,9.2,0.74,3.4,5.0,8.4,3.6,2.2,0.5,3.6,4.3,17.6,108.0,109.0
1982,17,2024,MIL,Milwaukee Bucks,Sidney Moncrief,"September 21, 1957",24.0,NBA,SG,6.0,,252.0,6.3,15.0,0.42,0.0,0.2,0.0,6.3,14.8,0.42,6.1,7.7,0.79,3.0,3.0,6.1,4.9,1.8,0.4,2.4,4.5,18.7,113.0,115.0
1983,17,2024,MIL,Milwaukee Bucks,Sidney Moncrief,"September 21, 1957",25.0,NBA,SG,9.0,,377.0,8.3,19.0,0.44,0.0,0.1,0.0,8.3,18.9,0.44,6.2,8.2,0.75,3.8,4.3,8.0,4.4,2.4,0.4,3.6,3.4,22.8,106.0,104.0
1984,17,2024,MIL,Milwaukee Bucks,Sidney Moncrief,"September 21, 1957",26.0,NBA,SG,16.0,,618.0,7.9,15.3,0.52,0.1,0.3,0.25,7.9,15.0,0.52,8.5,10.8,0.79,3.5,5.4,8.9,5.5,2.2,0.7,4.9,4.3,24.5,113.0,104.0
1985,17,2024,MIL,Milwaukee Bucks,Sidney Moncrief,"September 21, 1957",27.0,NBA,PG,8.0,7.0,319.0,8.3,15.0,0.56,0.6,1.5,0.4,7.7,13.5,0.57,10.6,11.3,0.93,1.5,3.6,5.1,6.0,0.8,0.6,3.0,3.9,27.8,137.0,115.0
1986,17,2024,MIL,Milwaukee Bucks,Sidney Moncrief,"September 21, 1957",28.0,NBA,PG,9.0,9.0,327.0,7.6,17.9,0.43,0.6,2.1,0.29,7.0,15.9,0.44,6.5,9.3,0.7,2.2,3.8,6.0,6.5,0.7,0.7,3.1,4.4,22.3,107.0,116.0
1987,17,2024,MIL,Milwaukee Bucks,Sidney Moncrief,"September 21, 1957",29.0,NBA,SG,12.0,10.0,426.0,8.9,18.8,0.47,0.5,1.6,0.29,8.4,17.2,0.49,8.3,10.2,0.81,2.4,3.8,6.1,4.1,1.5,0.7,2.7,4.9,26.5,117.0,117.0
1988,17,2024,MIL,Milwaukee Bucks,Sidney Moncrief,"September 21, 1957",30.0,NBA,SG,5.0,5.0,173.0,7.0,14.5,0.48,0.3,0.3,1.0,6.7,14.2,0.47,7.6,7.8,0.96,1.7,3.8,5.5,7.6,0.9,0.3,3.2,4.1,21.8,123.0,118.0
1989,17,2024,MIL,Milwaukee Bucks,Sidney Moncrief,"September 21, 1957",31.0,NBA,PG,9.0,9.0,184.0,5.8,14.6,0.4,0.6,2.1,0.29,5.2,12.4,0.42,4.6,4.9,0.94,2.4,5.5,7.9,3.9,1.5,0.6,3.3,5.2,16.7,98.0,116.0
1991,1,2024,ATL,Atlanta Hawks,Sidney Moncrief,"September 21, 1957",33.0,NBA,SG,5.0,0.0,91.0,6.3,12.6,0.5,0.6,3.4,0.17,5.7,9.2,0.62,7.5,9.2,0.81,3.4,5.7,9.2,1.1,1.7,0.0,1.7,9.2,20.7,128.0,114.0
