PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Karl Malone,27.0,82,82.0,3302,847,1608,0.527,4,14,0.28600000000000003,843,1594,0.529,0.528,684,888,0.77,236,731,967,270,89,79,244,268,2382
John Stockton,28.0,82,82.0,3103,496,978,0.507,58,168,0.345,438,810,0.541,0.537,363,434,0.836,46,191,237,1164,234,16,298,233,1413
Mark Eaton,34.0,80,80.0,2580,169,292,0.579,0,0,,169,292,0.579,0.579,71,112,0.634,182,485,667,51,39,188,99,298,409
Thurl Bailey,29.0,82,22.0,2486,399,872,0.45799999999999996,0,3,0.0,399,869,0.45899999999999996,0.45799999999999996,219,271,0.8079999999999999,101,306,407,124,53,91,130,160,1017
Jeff Malone,29.0,69,69.0,2466,525,1034,0.508,1,6,0.16699999999999998,524,1028,0.51,0.508,231,252,0.917,36,170,206,143,50,6,108,128,1282
Blue Edwards,25.0,62,56.0,1611,244,464,0.526,6,24,0.25,238,440,0.541,0.532,82,117,0.701,51,150,201,108,57,29,105,203,576
Mike Brown,27.0,82,2.0,1391,129,284,0.45399999999999996,0,0,,129,284,0.45399999999999996,0.45399999999999996,132,178,0.742,109,228,337,49,29,24,82,166,390
Darrell Griffith,32.0,75,2.0,1005,174,445,0.391,48,138,0.348,126,307,0.41,0.445,34,45,0.7559999999999999,17,73,90,37,42,7,48,100,430
Delaney Rudd,28.0,82,0.0,874,124,285,0.435,17,61,0.27899999999999997,107,224,0.478,0.465,59,71,0.831,14,52,66,216,36,2,102,92,324
Andy Toolson,25.0,47,15.0,470,50,124,0.40299999999999997,12,32,0.375,38,92,0.413,0.452,25,33,0.758,32,35,67,31,14,2,24,58,137
Tony Brown,30.0,23,0.0,267,28,77,0.364,2,11,0.182,26,66,0.39399999999999996,0.377,20,23,0.87,24,15,39,13,4,0,12,39,78
Dan O'Sullivan,22.0,21,0.0,85,7,16,0.43799999999999994,0,0,,7,16,0.43799999999999994,0.43799999999999994,7,11,0.636,5,12,17,4,1,1,4,18,21
Walter Palmer,22.0,28,0.0,85,15,45,0.33299999999999996,0,1,0.0,15,44,0.341,0.33299999999999996,10,15,0.667,6,15,21,6,3,4,6,20,40
Chris Munk,23.0,11,0.0,29,3,7,0.429,0,0,,3,7,0.429,0.429,7,12,0.583,5,9,14,1,1,2,5,5,13
Pat Cummings,34.0,4,0.0,26,4,6,0.667,0,0,,4,6,0.667,0.667,7,10,0.7,3,2,5,0,0,0,2,8,15
Team Totals,,82,,19780,3214,6537,0.49200000000000005,148,458,0.32299999999999995,3066,6079,0.504,0.503,1951,2472,0.789,867,2474,3341,2217,652,451,1305,1796,8527
