PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Reggie Theus,33.0,81,81.0,2955,583,1247,0.46799999999999997,52,144,0.361,531,1103,0.48100000000000004,0.488,292,343,0.851,69,160,229,378,85,35,252,231,1510
Derrick Coleman,23.0,74,68.0,2602,514,1100,0.467,13,38,0.342,501,1062,0.47200000000000003,0.473,323,442,0.731,269,490,759,163,71,99,217,217,1364
Mookie Blaylock,23.0,72,70.0,2585,432,1039,0.41600000000000004,14,91,0.154,418,948,0.441,0.423,139,176,0.79,67,182,249,441,169,40,207,180,1017
Chris Morris,25.0,79,68.0,2553,409,962,0.425,45,179,0.251,364,783,0.465,0.449,179,244,0.7340000000000001,210,311,521,220,138,96,167,248,1042
Sam Bowie,29.0,62,51.0,1916,314,723,0.434,4,22,0.182,310,701,0.442,0.43700000000000006,169,231,0.732,176,304,480,147,43,90,141,175,801
Chris Dudley,25.0,61,25.0,1560,170,417,0.408,0,0,,170,417,0.408,0.408,94,176,0.534,229,282,511,37,39,153,80,217,434
Jack Haley,27.0,78,18.0,1178,161,343,0.469,0,0,,161,343,0.469,0.469,112,181,0.619,140,216,356,31,20,21,63,199,434
Derrick Gervin,26.0,43,0.0,882,211,422,0.5,22,59,0.373,189,363,0.521,0.526,99,115,0.861,41,51,92,66,37,1,69,111,543
Jud Buechler,22.0,74,10.0,859,94,226,0.41600000000000004,1,4,0.25,93,222,0.419,0.418,43,66,0.652,61,80,141,51,33,15,26,79,232
Derrick Gervin,27.0,56,4.0,743,164,394,0.41600000000000004,7,28,0.25,157,366,0.429,0.425,90,114,0.789,40,70,110,30,19,19,45,88,425
Tate George,22.0,56,11.0,594,80,193,0.415,0,2,0.0,80,191,0.419,0.415,32,40,0.8,19,28,47,104,25,5,42,58,192
Terry Mills,23.0,38,2.0,540,78,168,0.46399999999999997,0,2,0.0,78,166,0.47,0.46399999999999997,31,44,0.705,51,90,141,17,19,20,25,56,187
Lester Conner,31.0,35,2.0,489,58,111,0.523,0,2,0.0,58,109,0.532,0.523,29,42,0.69,11,46,57,58,37,1,27,38,145
Kurk Lee,23.0,48,0.0,265,19,71,0.268,3,15,0.2,16,56,0.28600000000000003,0.289,25,28,0.893,7,23,30,34,11,2,20,39,66
Roy Hinson,29.0,9,0.0,91,20,39,0.513,0,0,,20,39,0.513,0.513,1,3,0.33299999999999996,6,13,19,4,0,3,6,14,41
Greg Anderson,26.0,1,0.0,18,4,4,1.0,0,0,,4,4,1.0,1.0,0,0,,4,2,6,1,2,0,1,4,8
Team Totals,,82,,19830,3311,7459,0.444,161,586,0.275,3150,6873,0.45799999999999996,0.455,1658,2245,0.7390000000000001,1400,2348,3748,1782,748,600,1423,1954,8441
