Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,23.0,SAS,NBA,PF,79.0,8.0,1531.0,214.0,399.0,0.536,1.0,4.0,0.25,213.0,395.0,0.539,0.538,144.0,172.0,0.837,102.0,202.0,304.0,98.0,52.0,38.0,100.0,219.0,573.0
1985,24.0,TOT,NBA,PF,74.0,0.0,1178.0,208.0,418.0,0.498,1.0,1.0,1.0,207.0,417.0,0.496,0.499,150.0,182.0,0.824,78.0,108.0,186.0,87.0,28.0,22.0,89.0,141.0,567.0
1985,24.0,SAS,NBA,PF,22.0,0.0,305.0,44.0,98.0,0.449,0.0,0.0,,44.0,98.0,0.449,0.449,29.0,38.0,0.763,10.0,25.0,35.0,22.0,10.0,12.0,21.0,45.0,117.0
1985,24.0,UTA,NBA,PF,52.0,0.0,873.0,164.0,320.0,0.513,1.0,1.0,1.0,163.0,319.0,0.511,0.514,121.0,144.0,0.84,68.0,83.0,151.0,65.0,18.0,10.0,68.0,96.0,450.0
1986,25.0,UTA,NBA,PF,58.0,0.0,469.0,74.0,167.0,0.443,1.0,2.0,0.5,73.0,165.0,0.442,0.446,67.0,87.0,0.77,31.0,49.0,80.0,27.0,8.0,6.0,53.0,72.0,216.0
1987,26.0,BOS,NBA,PF,73.0,11.0,1079.0,139.0,270.0,0.515,0.0,3.0,0.0,139.0,267.0,0.521,0.515,124.0,153.0,0.81,54.0,136.0,190.0,62.0,22.0,20.0,89.0,129.0,402.0
1988,27.0,BOS,NBA,PF,74.0,14.0,1032.0,161.0,330.0,0.488,0.0,6.0,0.0,161.0,324.0,0.497,0.488,128.0,165.0,0.776,60.0,102.0,162.0,81.0,16.0,15.0,68.0,118.0,450.0
1989,28.0,MIL,NBA,PF,71.0,3.0,1251.0,155.0,319.0,0.486,3.0,14.0,0.214,152.0,305.0,0.498,0.491,104.0,129.0,0.806,68.0,141.0,209.0,66.0,36.0,23.0,80.0,126.0,417.0
1990,29.0,MIL,NBA,PF,82.0,66.0,2235.0,330.0,666.0,0.495,2.0,11.0,0.182,328.0,655.0,0.501,0.497,195.0,249.0,0.783,107.0,204.0,311.0,147.0,56.0,25.0,130.0,210.0,857.0
1991,30.0,MIL,NBA,PF,82.0,82.0,2114.0,357.0,670.0,0.533,4.0,25.0,0.16,353.0,645.0,0.547,0.536,170.0,209.0,0.813,107.0,174.0,281.0,135.0,63.0,29.0,135.0,190.0,888.0
1992,31.0,MIL,NBA,PF,80.0,63.0,1746.0,311.0,645.0,0.482,19.0,37.0,0.514,292.0,608.0,0.48,0.497,128.0,171.0,0.749,103.0,154.0,257.0,122.0,52.0,40.0,122.0,177.0,769.0
1993,32.0,MIL,NBA,C,79.0,5.0,1488.0,226.0,428.0,0.528,12.0,29.0,0.414,214.0,399.0,0.536,0.542,135.0,169.0,0.799,91.0,146.0,237.0,118.0,57.0,27.0,67.0,138.0,599.0
1995,34.0,CLE,NBA,SF,21.0,0.0,223.0,28.0,72.0,0.389,4.0,11.0,0.364,24.0,61.0,0.393,0.417,20.0,26.0,0.769,13.0,21.0,34.0,8.0,6.0,3.0,7.0,26.0,80.0
1996,35.0,LAL,NBA,C,33.0,1.0,317.0,48.0,97.0,0.495,4.0,14.0,0.286,44.0,83.0,0.53,0.515,22.0,28.0,0.786,18.0,29.0,47.0,26.0,16.0,4.0,24.0,24.0,122.0
1997,36.0,DAL,NBA,PF,12.0,0.0,40.0,6.0,15.0,0.4,0.0,0.0,,6.0,15.0,0.4,0.4,10.0,14.0,0.714,2.0,8.0,10.0,0.0,0.0,1.0,5.0,2.0,22.0
