Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1999,11,782,HOU,Houston Rockets,Bryce Drew,"September 21, 1974",24.0,NBA,PG,34.0,0.0,441.0,5.8,15.8,0.36,2.0,6.0,0.33,3.8,9.8,0.39,1.0,1.0,1.0,0.4,3.6,3.9,6.4,1.5,0.5,3.8,7.5,14.5,88.0,107.0
2000,11,782,HOU,Houston Rockets,Bryce Drew,"September 21, 1974",25.0,NBA,PG,72.0,5.0,1293.0,6.2,16.3,0.38,2.3,6.4,0.36,3.9,9.9,0.4,1.8,2.1,0.85,0.9,3.2,4.1,6.4,1.6,0.0,2.6,3.1,16.6,102.0,109.0
2001,5,782,CHI,Chicago Bulls,Bryce Drew,"September 21, 1974",26.0,NBA,PG,48.0,41.0,1305.0,5.1,13.5,0.38,1.6,4.3,0.38,3.5,9.1,0.38,0.6,0.8,0.74,0.5,2.3,2.8,7.6,1.3,0.1,2.8,4.1,12.4,92.0,112.0
2002,4,782,CHO,Charlotte Hornets,Bryce Drew,"September 21, 1974",27.0,NBA,PG,61.0,0.0,774.0,5.4,12.6,0.43,2.1,5.0,0.42,3.3,7.5,0.43,1.6,2.0,0.79,1.0,4.0,5.0,7.0,2.2,0.1,2.3,3.4,14.5,111.0,106.0
2003,19,782,NOH,New Orleans Hornets,Bryce Drew,"September 21, 1974",28.0,NBA,PG,13.0,0.0,79.0,5.4,18.4,0.3,2.0,4.8,0.43,3.4,13.6,0.25,0.0,0.0,,2.7,6.1,8.8,7.5,1.4,0.0,2.0,1.4,12.9,90.0,104.0
2004,19,782,NOH,New Orleans Hornets,Bryce Drew,"September 21, 1974",29.0,NBA,PG,15.0,0.0,78.0,2.8,12.4,0.22,0.7,4.8,0.14,2.1,7.6,0.27,2.1,2.1,1.0,0.0,4.1,4.1,9.0,2.8,0.0,5.5,0.7,8.3,67.0,104.0
