Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2000,6,217,CLE,Cleveland Cavaliers,0,Benoit Benjamin,C,7-0,250,"November 22, 1964",US,14,Creighton
2000,6,316,CLE,Cleveland Cavaliers,5,Earl Boykins,PG,5-5,135,"June 2, 1976",US,1,Eastern Michigan
2000,6,331,CLE,Cleveland Cavaliers,47,A.J. Bramlett,C,6-10,227,"January 10, 1977",US,R,Arizona
2000,6,409,CLE,Cleveland Cavaliers,2,Mark Bryant,PF,6-9,245,"April 25, 1965",US,11,Seton Hall
2000,6,526,CLE,Cleveland Cavaliers,32,Pete Chilcutt,PF,6-10,230,"September 14, 1968",US,8,UNC
2000,6,673,CLE,Cleveland Cavaliers,18,Kornel David,SF,6-9,235,"October 22, 1971",HU,1,
2000,6,714,CLE,Cleveland Cavaliers,55,Andrew DeClercq,C,6-10,230,"February 1, 1973",US,4,Florida
2000,6,912,CLE,Cleveland Cavaliers,35,Danny Ferry,PF,6-10,230,"October 17, 1966",US,9,Duke
2000,6,1249,CLE,Cleveland Cavaliers,45,Cedric Earl Henderson,SF,6-7,215,"March 11, 1975",US,2,Memphis
2000,6,1257,CLE,Cleveland Cavaliers,14,Mark Hendrickson,PF,6-9,220,"June 23, 1974",US,3,Washington State
2000,6,1592,CLE,Cleveland Cavaliers,4,Shawn Kemp,C,6-10,230,"November 26, 1969",US,10,Trinity Valley CC
2000,6,1601,CLE,Cleveland Cavaliers,0,Lari Ketner,PF,6-9,277,"February 1, 1977",US,R,UMass
2000,6,1637,CLE,Cleveland Cavaliers,12,Brevin Knight,PG,5-10,173,"November 8, 1975",US,2,Stanford
2000,6,1693,CLE,Cleveland Cavaliers,21,Trajan Langdon,SG,6-3,197,"May 13, 1976",US,R,Duke
2000,6,1842,CLE,Cleveland Cavaliers,13,Donny Marshall,SF,6-7,230,"July 17, 1972",US,2,UConn
2000,6,1987,CLE,Cleveland Cavaliers,24,Andre Miller,PG,6-3,200,"March 19, 1976",US,R,Utah
2000,6,2090,CLE,Cleveland Cavaliers,30,Lamond Murray,SF,6-7,236,"April 20, 1973",US,5,California
2000,6,2291,CLE,Cleveland Cavaliers,1,Wesley Person,SG,6-6,195,"March 28, 1971",US,5,Auburn
2000,6,2732,CLE,Cleveland Cavaliers,10,Ryan Stack,PF,6-11,215,"July 24, 1975",US,1,South Carolina
2000,6,2787,CLE,Cleveland Cavaliers,3,Bob Sura,SG,6-5,200,"March 25, 1973",US,4,Florida State
