Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2000,2,77,BOS,Boston Celtics,7,Kenny Anderson,PG,6-0,168,"October 9, 1970",US,8,Georgia Tech
2000,2,173,BOS,Boston Celtics,11,Dana Barros,PG,5-11,163,"April 13, 1967",US,10,Boston College
2000,2,188,BOS,Boston Celtics,4,Tony Battie,C,6-11,230,"February 11, 1976",US,2,Texas Tech
2000,2,520,BOS,Boston Celtics,40,Calbert Cheaney,SG,6-7,209,"July 17, 1971",US,6,Indiana
2000,2,854,BOS,Boston Celtics,29,Pervis Ellison,C,6-9,210,"April 3, 1967",US,9,Louisville
2000,2,943,BOS,Boston Celtics,27,Danny Fortson,PF,6-7,260,"March 27, 1976",US,2,Cincinnati
2000,2,1124,BOS,Boston Celtics,44,Adrian Griffin,SG,6-5,217,"July 4, 1974",US,R,Seton Hall
2000,2,1899,BOS,Boston Celtics,0,Walter McCarty,PF,6-10,230,"February 1, 1974",US,3,Kentucky
2000,2,2221,BOS,Boston Celtics,20,Doug Overton,PG,6-3,190,"August 3, 1969",US,7,La Salle
2000,2,2304,BOS,Boston Celtics,34,Paul Pierce,SF,6-7,235,"October 13, 1977",US,1,Kansas
2000,2,2346,BOS,Boston Celtics,52,Vitaly Potapenko,C,6-10,280,"March 21, 1975",UA,3,Wright State University
2000,2,2848,BOS,Boston Celtics,5,Jamel Thomas,SF,6-6,215,"March 25, 1973",US,R,Providence
2000,2,2929,BOS,Boston Celtics,5,Wayne Turner,PG,6-2,190,"March 22, 1976",US,R,Kentucky
2000,2,2998,BOS,Boston Celtics,8,Antoine Walker,PF,6-8,224,"August 12, 1976",US,3,Kentucky
2000,2,3136,BOS,Boston Celtics,55,Eric Williams,SF,6-8,220,"July 17, 1972",US,4,Providence
