Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010,21,1182,OKC,Oklahoma City Thunder,20.0,NBA,SG,6.0,0.0,20.0,2.0,5.2,0.39,1.0,2.7,0.38,1.0,2.5,0.4,0.48,2.7,3.2,0.84,0.2,2.3,2.5,1.8,1.0,0.2,0.5,2.3,7.7
2011,21,1182,OKC,Oklahoma City Thunder,21.0,NBA,SG,17.0,0.0,31.6,3.9,8.2,0.48,1.4,4.5,0.3,2.5,3.7,0.68,0.56,3.9,4.7,0.82,0.6,4.8,5.4,3.6,1.2,0.8,1.6,2.8,13.0
2012,21,1182,OKC,Oklahoma City Thunder,22.0,NBA,SG,20.0,0.0,31.5,4.7,10.7,0.44,1.6,3.9,0.41,3.1,6.8,0.45,0.51,5.4,6.3,0.86,0.7,4.5,5.1,3.4,1.6,0.1,2.1,3.4,16.3
2013,11,1182,HOU,Houston Rockets,23.0,NBA,SG,6.0,6.0,40.5,7.5,19.2,0.39,2.5,7.3,0.34,5.0,11.8,0.42,0.46,8.8,11.0,0.8,0.8,5.8,6.7,4.5,2.0,1.0,4.5,3.0,26.3
2014,11,1182,HOU,Houston Rockets,24.0,NBA,SG,6.0,6.0,43.8,8.3,22.2,0.38,2.7,9.0,0.3,5.7,13.2,0.43,0.44,7.5,8.3,0.9,0.8,3.8,4.7,5.8,2.0,0.2,3.5,3.5,26.8
2015,11,1182,HOU,Houston Rockets,25.0,NBA,SG,17.0,17.0,37.4,7.6,17.3,0.44,2.4,6.3,0.38,5.2,11.0,0.47,0.51,9.6,10.5,0.92,0.7,5.0,5.7,7.5,1.6,0.4,4.5,2.9,27.2
2016,11,1182,HOU,Houston Rockets,26.0,NBA,SG,5.0,5.0,38.6,8.2,20.0,0.41,2.6,8.4,0.31,5.6,11.6,0.48,0.48,7.6,9.0,0.84,1.4,3.8,5.2,7.6,2.4,0.2,5.2,2.6,26.6
2017,11,1182,HOU,Houston Rockets,27.0,NBA,PG,11.0,11.0,37.0,8.2,19.8,0.41,2.9,10.5,0.28,5.3,9.4,0.56,0.49,9.2,10.5,0.88,0.6,4.8,5.5,8.5,1.9,0.5,5.4,3.9,28.5
2018,11,1182,HOU,Houston Rockets,28.0,NBA,SG,17.0,17.0,36.5,9.3,22.6,0.41,3.1,10.2,0.3,6.2,12.4,0.5,0.48,6.9,7.8,0.89,0.8,4.4,5.2,6.8,2.2,0.6,3.8,2.7,28.6
2019,11,1182,HOU,Houston Rockets,29.0,NBA,PG,11.0,11.0,38.5,9.9,24.0,0.41,4.4,12.5,0.35,5.5,11.5,0.48,0.5,7.5,8.9,0.84,0.8,6.1,6.9,6.6,2.2,0.9,4.6,3.7,31.6
2020,11,1182,HOU,Houston Rockets,30.0,NBA,SG,12.0,12.0,37.3,9.1,19.0,0.48,3.3,9.8,0.33,5.8,9.3,0.63,0.56,8.2,9.7,0.84,1.0,4.6,5.6,7.7,1.5,0.8,3.8,3.6,29.6
