SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1982,25,POR,Mychal Thompson,27,79,3129,19.2,0.55,0.0,0.34,9.3,23.4,16.4,14.6,1.1,1.9,14.0,22.9,,4.5,3.6,8.2,0.12,,2.3,0.0,2.3,3.4
1982,25,POR,Jim Paxson,24,82,2756,18.0,0.56,0.03,0.23,3.1,5.9,4.5,14.8,2.2,0.2,9.4,22.8,,5.6,1.8,7.5,0.13,,1.7,-0.3,1.5,2.4
1982,25,POR,Calvin Natt,25,75,2599,19.0,0.62,0.01,0.44,8.4,17.9,13.2,8.0,1.1,0.8,11.6,19.1,,7.0,2.3,9.3,0.17,,3.0,-0.7,2.3,2.8
1982,25,POR,Kelvin Ransey,23,78,2418,16.5,0.51,0.04,0.29,1.8,6.7,4.3,32.4,1.9,0.1,15.6,24.9,,2.2,1.5,3.7,0.07,,1.2,-1.8,-0.6,0.9
1982,25,POR,Mike Harper,24,68,1433,12.2,0.53,0.0,0.41,10.0,16.4,13.2,4.8,1.8,3.2,17.4,15.2,,0.6,1.8,2.4,0.08,,-2.4,0.7,-1.7,0.1
1982,25,POR,Darnell Valentine,22,82,1387,13.1,0.49,0.02,0.44,3.9,8.1,6.0,24.9,3.2,0.1,19.0,19.8,,0.3,1.4,1.7,0.06,,-2.0,0.5,-1.6,0.2
1982,25,POR,Bob Gross,28,59,1377,13.8,0.58,0.02,0.32,8.3,12.7,10.5,11.5,2.6,1.7,19.3,13.6,,1.5,1.6,3.1,0.11,,0.3,1.5,1.8,1.3
1982,25,POR,Billy Ray Bates,25,75,1229,17.8,0.53,0.06,0.3,4.9,5.0,4.9,13.9,1.6,0.2,10.6,29.4,,1.8,0.6,2.4,0.09,,1.5,-2.0,-0.5,0.5
1982,25,POR,Pete Verhoeven,22,71,1207,10.4,0.53,0.0,0.24,9.9,13.6,11.8,5.4,1.7,1.0,14.4,13.0,,1.0,1.1,2.1,0.08,,-2.4,0.0,-2.4,-0.1
1982,25,POR,PAtur GuAmundsson,23,68,845,7.9,0.55,0.01,0.46,6.8,17.7,12.3,8.5,0.7,2.0,26.8,13.2,,-0.2,0.8,0.6,0.03,,-4.4,0.5,-3.9,-0.4
1982,25,POR,Jeff Lamp,22,54,617,9.8,0.56,0.0,0.31,4.4,7.2,5.8,6.0,1.2,0.1,16.8,17.8,,0.3,0.3,0.6,0.05,,-2.9,-1.4,-4.3,-0.4
1982,25,POR,Kermit Washington,30,20,418,11.7,0.52,0.0,0.53,10.8,20.4,15.6,8.4,1.0,2.1,16.5,11.3,,0.4,0.5,0.8,0.1,,-1.1,0.5,-0.6,0.2
1982,25,POR,Kevin Kunnert,30,21,237,6.4,0.44,0.0,0.35,9.5,21.5,15.5,9.1,0.6,1.4,24.5,12.7,,-0.2,0.2,0.0,0.01,,-4.8,0.0,-4.8,-0.2
1982,25,POR,Dennis Awtrey,33,10,121,1.6,0.4,0.0,0.6,6.5,6.4,6.5,7.5,0.4,0.9,24.0,8.5,,-0.1,0.0,0.0,-0.01,,-4.8,-0.3,-5.1,-0.1
1982,25,POR,Carl Bailey,23,1,7,-6.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,17.6,,0.0,0.0,0.0,-0.27,,-5.0,-0.1,-5.1,0.0
