PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Reggie King,24,80,2609,13.0,0.551,0.0,0.379,6.8,16.0,11.2,8.7,1.5,0.6,15.0,16.2,,2.2,2.5,4.8,0.087,,-0.3,-0.1,-0.4,1.0
Mike Woodson,23,76,2186,17.8,0.5489999999999999,0.024,0.254,4.8,7.2,6.0,14.0,2.9,0.9,11.5,23.5,,3.0,2.3,5.3,0.11599999999999999,,1.4,0.9,2.3,2.3
Larry Drew,23,81,1973,15.3,0.52,0.036000000000000004,0.25,1.7,7.0,4.2,29.3,2.6,0.0,17.2,21.0,,1.3,1.7,3.0,0.07400000000000001,,0.4,-0.3,0.1,1.0
Phil Ford,25,72,1952,11.4,0.494,0.049,0.256,1.3,4.8,3.0,30.4,1.5,0.0,21.2,19.2,,-0.2,1.1,0.9,0.021,,-1.0,-2.0,-3.0,-0.5
Ernie Grunfeld,26,81,1892,17.2,0.5579999999999999,0.017,0.27899999999999997,3.2,7.7,5.4,21.3,1.8,1.2,13.8,23.1,,2.8,1.5,4.3,0.11,,1.7,0.0,1.7,1.8
Steve Johnson,24,78,1741,17.6,0.635,0.0,0.512,9.5,20.3,14.8,7.7,1.1,3.0,20.0,23.1,,2.2,2.2,4.4,0.121,,-1.1,0.5,-0.7,0.6
Eddie Johnson,22,74,1517,13.1,0.48700000000000004,0.017,0.23199999999999998,9.2,14.8,11.9,10.1,1.6,0.5,12.0,21.7,,0.3,1.4,1.8,0.055999999999999994,,-1.4,-0.9,-2.4,-0.1
Cliff Robinson,21,38,1229,18.5,0.488,0.004,0.254,7.4,22.4,14.7,9.0,1.8,2.8,9.8,29.0,,0.1,1.8,1.9,0.07400000000000001,,0.2,-0.3,0.0,0.6
Kevin Loder,22,71,1139,12.9,0.498,0.025,0.239,6.6,12.8,9.6,10.7,1.4,1.5,12.1,20.2,,0.4,1.1,1.5,0.062,,-1.2,-0.2,-1.4,0.2
Leon Douglas,27,63,1093,6.5,0.491,0.0,0.5710000000000001,11.1,18.9,14.9,3.8,0.6,2.0,23.9,8.6,,-0.1,1.1,1.0,0.044000000000000004,,-4.2,0.0,-4.2,-0.6
Reggie Johnson,24,31,783,15.7,0.581,0.003,0.24600000000000002,7.5,19.9,13.5,5.7,1.2,2.0,13.3,19.5,,0.9,0.9,1.8,0.113,,-0.6,0.0,-0.6,0.3
Kenny Dennard,23,30,607,11.1,0.541,0.0,0.331,8.5,16.3,12.3,8.6,2.7,0.8,20.2,11.7,,0.3,0.8,1.1,0.084,,-1.6,1.6,0.0,0.3
John Lambert,29,42,493,8.1,0.469,0.043,0.201,8.0,21.3,14.5,6.2,1.1,1.2,20.1,15.7,,-0.4,0.6,0.1,0.013999999999999999,,-4.4,-0.3,-4.7,-0.3
Joe Meriweather,28,18,380,12.2,0.5760000000000001,0.0,0.44,7.2,19.1,13.0,5.7,1.6,3.2,18.7,14.4,,0.3,0.5,0.8,0.09699999999999999,,-2.6,1.3,-1.2,0.1
Hawkeye Whitney,24,23,266,5.4,0.364,0.013999999999999999,0.099,5.3,11.7,8.4,8.8,2.1,0.2,15.9,13.5,,-0.4,0.3,-0.1,-0.025,,-4.5,0.2,-4.3,-0.2
Sam Lacey,33,2,20,15.6,0.51,0.0,0.4,0.0,23.1,11.2,26.4,4.7,2.9,25.4,16.1,,0.0,0.0,0.0,0.057999999999999996,,-3.7,0.8,-2.8,0.0
