SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1982,3,NJN,Buck Williams,21,82,2825,17.2,0.6,0.0,0.44,13.7,26.6,20.1,5.4,1.4,1.7,18.3,18.2,,3.6,5.3,8.9,0.15,,0.7,0.0,0.7,1.9
1982,3,NJN,Ray Williams,27,82,2732,19.0,0.53,0.04,0.34,4.8,8.7,6.7,27.4,3.4,0.9,15.4,27.4,,3.3,4.6,7.9,0.14,,2.0,1.7,3.6,3.9
1982,3,NJN,Len Elmore,29,81,2100,11.8,0.51,0.0,0.26,8.9,14.9,11.9,6.4,2.0,2.6,15.8,16.4,,0.5,3.6,4.1,0.09,,-2.2,1.4,-0.8,0.6
1982,3,NJN,Darwin Cook,23,82,2090,13.7,0.51,0.04,0.2,2.8,5.6,4.2,21.8,3.3,0.7,16.7,20.0,,0.7,3.2,3.9,0.09,,-0.9,1.6,0.7,1.4
1982,3,NJN,Mike O'Koren,23,80,2018,13.6,0.53,0.03,0.24,6.1,11.0,8.5,13.7,1.9,0.4,14.6,19.9,,1.4,2.8,4.1,0.1,,-0.2,0.3,0.1,1.1
1982,3,NJN,Foots Walker,30,77,1861,11.8,0.49,0.02,0.51,1.9,7.3,4.6,26.7,3.0,0.2,18.8,12.2,,1.4,2.8,4.2,0.11,,-1.6,2.0,0.4,1.1
1982,3,NJN,Albert King,22,76,1694,13.5,0.52,0.02,0.21,6.9,14.0,10.4,12.8,1.8,1.2,16.9,25.1,,-0.2,2.6,2.4,0.07,,-1.9,0.2,-1.7,0.1
1982,3,NJN,James Bailey,24,67,1288,14.0,0.56,0.0,0.48,9.5,20.7,15.0,5.7,1.4,3.5,18.4,20.3,,0.4,2.4,2.8,0.1,,-2.7,1.1,-1.6,0.1
1982,3,NJN,Otis Birdsong,26,37,1025,13.3,0.49,0.02,0.26,3.3,7.5,5.3,18.2,1.4,0.3,10.7,23.4,,0.5,1.1,1.6,0.07,,-0.5,-0.7,-1.2,0.2
1982,3,NJN,Mike Gminski,22,64,740,15.3,0.52,0.0,0.44,10.6,17.9,14.2,7.7,1.1,3.8,14.8,20.4,,0.6,1.2,1.8,0.12,,-0.6,0.7,0.1,0.4
1982,3,NJN,Sam Lacey,33,54,650,7.2,0.47,0.01,0.24,3.4,14.6,9.0,14.3,1.4,3.3,24.7,13.4,,-0.5,1.1,0.5,0.04,,-5.0,2.8,-2.2,0.0
1982,3,NJN,Jan van Breda Kolff,30,41,452,10.2,0.62,0.02,0.93,4.2,7.8,6.0,8.9,1.2,1.7,20.1,12.8,,0.6,0.5,1.1,0.12,,-1.8,1.0,-0.7,0.1
1982,3,NJN,Mike Woodson,23,7,145,15.1,0.51,0.02,0.47,3.9,6.3,5.1,16.3,2.2,0.8,9.9,25.1,,0.2,0.2,0.4,0.12,,-1.5,0.4,-1.0,0.1
1982,3,NJN,Ray Tolbert,23,12,115,9.1,0.46,0.02,0.18,10.7,15.9,13.3,9.8,1.6,1.0,20.2,20.7,,-0.1,0.2,0.0,0.01,,-4.0,-0.1,-4.0,-0.1
1982,3,NJN,David Burns,23,3,34,0.9,0.46,0.0,1.2,0.0,6.7,3.3,14.2,1.4,0.0,39.6,14.8,,-0.1,0.0,-0.1,-0.09,,-4.7,-0.2,-4.9,-0.1
1982,3,NJN,Joe Cooper,24,1,11,1.3,0.5,0.0,0.0,10.2,10.4,10.3,0.0,0.0,0.0,33.3,10.9,,0.0,0.0,0.0,-0.03,,-4.6,-0.2,-4.8,0.0
