Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2001,23.0,ATL,NBA,SG,82.0,77.0,3089.0,596.0,1367.0,0.436,124.0,314.0,0.395,472.0,1053.0,0.448,0.481,303.0,358.0,0.846,42.0,227.0,269.0,403.0,104.0,12.0,239.0,204.0,1619.0,,0.0
2002,24.0,ATL,NBA,SG,78.0,78.0,2967.0,524.0,1219.0,0.43,172.0,444.0,0.387,352.0,775.0,0.454,0.5,284.0,340.0,0.835,40.0,230.0,270.0,444.0,144.0,13.0,181.0,156.0,1504.0,,0.0
2003,25.0,ATL,NBA,PG,81.0,81.0,3081.0,488.0,1141.0,0.428,160.0,431.0,0.371,328.0,710.0,0.462,0.498,259.0,292.0,0.887,37.0,242.0,279.0,600.0,126.0,14.0,249.0,175.0,1395.0,,1.0
2004,26.0,ATL,NBA,PG,81.0,78.0,3018.0,499.0,1196.0,0.417,146.0,421.0,0.347,353.0,775.0,0.455,0.478,215.0,260.0,0.827,49.0,287.0,336.0,437.0,124.0,16.0,229.0,192.0,1359.0,,0.0
2005,27.0,DAL,NBA,PG,80.0,57.0,2401.0,372.0,743.0,0.501,103.0,245.0,0.42,269.0,498.0,0.54,0.57,146.0,173.0,0.844,38.0,150.0,188.0,429.0,109.0,15.0,147.0,177.0,993.0,,0.0
2006,28.0,DAL,NBA,PG,80.0,80.0,2798.0,516.0,1099.0,0.47,171.0,416.0,0.411,345.0,683.0,0.505,0.547,168.0,210.0,0.8,31.0,127.0,158.0,306.0,100.0,27.0,135.0,196.0,1371.0,,0.0
2007,29.0,DAL,NBA,SG,81.0,80.0,2846.0,514.0,1063.0,0.484,162.0,370.0,0.438,352.0,693.0,0.508,0.56,160.0,199.0,0.804,41.0,190.0,231.0,422.0,81.0,17.0,152.0,170.0,1350.0,,0.0
2008,30.0,DAL,NBA,SG,82.0,34.0,2579.0,471.0,1008.0,0.467,136.0,363.0,0.375,335.0,645.0,0.519,0.535,191.0,223.0,0.857,30.0,178.0,208.0,264.0,88.0,18.0,92.0,170.0,1269.0,,0.0
2009,31.0,DAL,NBA,SG,74.0,11.0,2491.0,541.0,1168.0,0.463,167.0,456.0,0.366,374.0,712.0,0.525,0.535,198.0,225.0,0.88,39.0,138.0,177.0,251.0,97.0,20.0,119.0,141.0,1447.0,,0.0
2010,32.0,DAL,NBA,SG,77.0,12.0,2540.0,456.0,1041.0,0.438,136.0,373.0,0.365,320.0,668.0,0.479,0.503,232.0,268.0,0.866,19.0,121.0,140.0,292.0,94.0,17.0,109.0,142.0,1280.0,,0.0
2011,33.0,DAL,NBA,SG,82.0,10.0,2564.0,492.0,1091.0,0.451,127.0,351.0,0.362,365.0,740.0,0.493,0.509,182.0,214.0,0.85,24.0,129.0,153.0,334.0,93.0,13.0,167.0,140.0,1293.0,,0.0
2012,34.0,DAL,NBA,SG,63.0,1.0,2000.0,357.0,830.0,0.43,138.0,365.0,0.378,219.0,465.0,0.471,0.513,98.0,111.0,0.883,16.0,133.0,149.0,226.0,73.0,11.0,127.0,69.0,950.0,,0.0
2013,35.0,BOS,NBA,SG,79.0,24.0,2124.0,281.0,648.0,0.434,123.0,331.0,0.372,158.0,317.0,0.498,0.529,114.0,131.0,0.87,19.0,140.0,159.0,198.0,66.0,11.0,102.0,110.0,799.0,,0.0
2014,36.0,BRK,NBA,PG,35.0,0.0,570.0,55.0,152.0,0.362,39.0,103.0,0.379,16.0,49.0,0.327,0.49,10.0,15.0,0.667,4.0,33.0,37.0,56.0,13.0,0.0,27.0,48.0,159.0,,0.0
2015,37.0,HOU,NBA,SG,77.0,18.0,1641.0,188.0,446.0,0.422,126.0,323.0,0.39,62.0,123.0,0.504,0.563,39.0,48.0,0.813,15.0,106.0,121.0,147.0,66.0,19.0,74.0,116.0,541.0,,0.0
2016,38.0,HOU,NBA,SG,72.0,7.0,1258.0,151.0,376.0,0.402,93.0,261.0,0.356,58.0,115.0,0.504,0.525,27.0,33.0,0.818,14.0,65.0,79.0,103.0,47.0,9.0,49.0,91.0,422.0,,0.0
2017,39.0,MIL,NBA,SG,74.0,0.0,1365.0,105.0,243.0,0.432,73.0,171.0,0.427,32.0,72.0,0.444,0.582,24.0,29.0,0.828,15.0,91.0,106.0,98.0,46.0,20.0,36.0,95.0,307.0,,0.0
2018,40.0,MIL,NBA,SG,51.0,4.0,814.0,59.0,154.0,0.383,40.0,115.0,0.348,19.0,39.0,0.487,0.513,8.0,9.0,0.889,5.0,43.0,48.0,59.0,42.0,13.0,25.0,52.0,166.0,,0.0
