SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,27,SAS,Avery Johnson,30,10,10,407,52,121,0.43,0,2,0.0,52,119,0.44,0.43,19,27,0.7,6,30,36,94,20,1,24,21,123
1996,27,SAS,Sean Elliott,27,10,10,389,47,117,0.4,10,34,0.29,37,83,0.45,0.44,51,64,0.8,11,28,39,25,11,4,30,24,155
1996,27,SAS,Vinny Del Negro,29,10,10,379,57,124,0.46,16,27,0.59,41,97,0.42,0.52,13,19,0.68,4,22,26,29,13,3,6,19,143
1996,27,SAS,David Robinson,30,10,10,353,83,161,0.52,0,0,,83,161,0.52,0.52,70,105,0.67,37,64,101,24,15,25,24,38,236
1996,27,SAS,Chuck Person,31,10,0,284,41,77,0.53,25,47,0.53,16,30,0.53,0.7,14,17,0.82,5,35,40,16,2,3,11,32,121
1996,27,SAS,Will Perdue,30,10,2,242,29,42,0.69,0,0,,29,42,0.69,0.69,16,20,0.8,26,53,79,5,2,4,11,24,74
1996,27,SAS,Charles Smith,30,10,8,165,24,48,0.5,0,0,,24,48,0.5,0.5,3,8,0.38,11,26,37,10,7,10,8,28,51
1996,27,SAS,Cory Alexander,22,9,0,70,10,24,0.42,1,5,0.2,9,19,0.47,0.44,5,7,0.71,4,5,9,9,2,0,6,8,26
1996,27,SAS,Greg Anderson,31,6,0,34,0,5,0.0,0,0,,0,5,0.0,0.0,1,2,0.5,2,7,9,0,2,1,4,5,1
1996,27,SAS,Monty Williams,24,7,0,29,2,9,0.22,0,0,,2,9,0.22,0.22,3,6,0.5,3,4,7,0,0,0,4,4,7
1996,27,SAS,Carl Herrera,29,7,0,28,0,3,0.0,0,0,,0,3,0.0,0.0,2,2,1.0,2,2,4,1,2,1,3,7,2
1996,27,SAS,Doc Rivers,34,2,0,20,1,3,0.33,1,2,0.5,0,1,0.0,0.5,0,0,,0,1,1,0,0,0,1,3,3
