Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
786,145.0,140.0,371.47,6.83,15.66,0.44,0.77,2.63,0.29,6.05,13.01,0.46,4.27,5.42,0.79,2.49,4.06,6.53,5.41,1.85,0.66,2.6,3.25,18.65
