Player ID,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2519,36.0,424.0,6.6,0.46,0.0,1.0,3.63,22.13,12.2,5.75,0.63,0.52,14.07,14.65,-0.1,0.0,0.0,-0.01,-4.37,-1.2,-5.57,-0.07
