Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1997,22,873,ORL,Orlando Magic,23.0,NBA,SF,14.0,59.0,11.7,0.46,0.36,0.0,1.9,14.3,8.0,20.5,0.9,2.6,8.3,18.7,,0.0,0.1,0.1,0.07,,0.1,0.6,0.7,0.0
1998,31,873,TOT,Total After Trade,24.0,NBA,SF,72.0,893.0,12.0,0.48,0.28,0.18,6.2,12.0,9.0,10.5,1.8,1.1,10.1,18.9,,0.7,0.8,1.5,0.08,,-0.8,-0.3,-1.1,0.2
1998,22,873,ORL,Orlando Magic,24.0,NBA,SF,44.0,561.0,12.0,0.45,0.22,0.23,6.4,11.6,8.9,9.8,2.2,1.0,9.6,20.5,,0.2,0.6,0.8,0.07,,-1.3,0.1,-1.2,0.1
1998,3,873,NJN,New Jersey Nets,24.0,NBA,SF,28.0,332.0,12.0,0.52,0.4,0.08,5.9,12.7,9.1,11.5,1.1,1.1,11.3,16.2,,0.5,0.2,0.7,0.1,,-0.1,-1.0,-1.1,0.1
1999,31,873,TOT,Total After Trade,25.0,NBA,SF,16.0,145.0,10.5,0.37,0.3,0.09,4.3,10.5,7.3,16.8,1.8,1.5,4.2,14.5,,0.0,0.1,0.1,0.04,,0.1,0.7,0.7,0.1
1999,3,873,NJN,New Jersey Nets,25.0,NBA,SF,11.0,121.0,12.0,0.42,0.32,0.12,3.5,12.6,7.8,18.9,1.3,1.8,5.3,13.8,,0.1,0.1,0.2,0.08,,1.1,1.0,2.1,0.1
1999,18,873,MIN,Minnesota Timberwolves,25.0,NBA,SF,5.0,24.0,3.1,0.2,0.2,0.0,8.6,0.0,4.7,6.1,4.4,0.0,0.0,18.3,,-0.1,0.0,-0.1,-0.1,,-5.2,-1.0,-6.2,0.0
