Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004,8,1289,DEN,Denver Nuggets,Nene Hilario,1982-09-13,21.0,NBA,PF,5.0,5.0,132.0,4.4,9.8,0.44,0.0,0.0,,4.4,9.8,0.44,1.9,3.5,0.54,3.3,3.5,6.8,4.1,1.4,0.8,2.5,6.0,10.6
2005,8,1289,DEN,Denver Nuggets,Nene Hilario,1982-09-13,22.0,NBA,C,5.0,0.0,101.0,3.2,7.5,0.43,0.0,0.0,,3.2,7.5,0.43,5.3,8.2,0.65,3.2,5.7,8.9,0.7,0.7,0.7,1.8,5.7,11.8
2007,8,1289,DEN,Denver Nuggets,Nene Hilario,1982-09-13,24.0,NBA,C,5.0,5.0,179.0,6.2,10.7,0.58,0.0,0.0,,6.2,10.7,0.58,2.8,3.6,0.78,4.4,3.4,7.8,2.4,0.6,0.6,2.6,4.2,15.3
2008,8,1289,DEN,Denver Nuggets,Nene Hilario,1982-09-13,25.0,NBA,PF,3.0,0.0,30.0,6.0,10.8,0.56,0.0,0.0,,6.0,10.8,0.56,3.6,3.6,1.0,3.6,4.8,8.4,1.2,2.4,1.2,2.4,9.6,15.6
2009,8,1289,DEN,Denver Nuggets,Nene Hilario,1982-09-13,26.0,NBA,C,16.0,16.0,525.0,4.7,8.6,0.55,0.0,0.0,,4.7,8.6,0.55,3.2,4.8,0.66,2.5,5.7,8.2,2.9,1.4,0.7,2.1,4.5,12.6
2010,8,1289,DEN,Denver Nuggets,Nene Hilario,1982-09-13,27.0,NBA,C,5.0,5.0,169.0,3.8,6.2,0.62,0.0,0.0,,3.8,6.2,0.62,4.5,7.7,0.58,1.7,4.5,6.2,2.3,1.3,0.2,0.9,3.6,12.1
2011,8,1289,DEN,Denver Nuggets,Nene Hilario,1982-09-13,28.0,NBA,C,5.0,5.0,162.0,4.9,10.2,0.48,0.0,0.0,,4.9,10.2,0.48,6.0,10.7,0.56,3.1,6.9,10.0,1.8,1.1,0.9,1.8,3.8,15.8
2014,30,1289,WAS,Washington Wizards,Nene Hilario,1982-09-13,31.0,NBA,PF,10.0,10.0,325.0,7.1,15.3,0.46,0.0,0.0,,7.1,15.3,0.46,1.0,2.9,0.35,0.9,5.0,5.9,2.9,1.0,1.2,1.9,4.0,15.2
2015,30,1289,WAS,Washington Wizards,Nene Hilario,1982-09-13,32.0,NBA,PF,10.0,10.0,257.0,4.8,10.6,0.45,0.0,0.0,,4.8,10.6,0.45,1.5,3.2,0.48,3.5,5.7,9.2,2.1,1.3,0.4,2.0,4.5,11.1
2017,11,1289,HOU,Houston Rockets,Nene Hilario,1982-09-13,34.0,NBA,C,9.0,0.0,161.0,8.0,11.4,0.71,0.0,0.2,0.0,8.0,11.2,0.72,4.0,6.9,0.58,2.5,6.9,9.4,1.1,1.3,0.9,2.0,5.4,20.1
2018,11,1289,HOU,Houston Rockets,Nene Hilario,1982-09-13,35.0,NBA,C,11.0,0.0,107.0,4.0,6.7,0.6,0.0,0.0,,4.0,6.7,0.6,2.4,3.7,0.64,2.0,7.4,9.4,1.7,0.7,1.7,2.7,6.1,10.4
2019,11,1289,HOU,Houston Rockets,Nene Hilario,1982-09-13,36.0,NBA,C,7.0,0.0,53.0,6.8,6.8,1.0,0.0,0.0,,6.8,6.8,1.0,4.8,6.1,0.78,6.1,3.4,9.5,2.0,2.0,1.4,2.0,4.8,18.3
