Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012,27,1733,SAS,San Antonio Spurs,20.0,NBA,SF,64.0,39.0,1534.0,4.7,9.5,0.49,1.0,2.6,0.38,3.7,6.9,0.54,1.6,2.1,0.77,2.4,5.2,7.7,1.6,2.0,0.6,1.0,2.1,11.9
2013,27,1733,SAS,San Antonio Spurs,21.0,NBA,SF,58.0,57.0,1810.0,5.2,10.5,0.49,1.3,3.5,0.37,3.9,7.0,0.55,2.1,2.5,0.82,1.3,5.6,6.9,1.8,1.9,0.6,1.2,2.0,13.7
2014,27,1733,SAS,San Antonio Spurs,22.0,NBA,SF,66.0,65.0,1923.0,6.3,12.1,0.52,1.3,3.4,0.38,5.0,8.7,0.58,1.9,2.4,0.8,1.4,6.3,7.7,2.5,2.1,0.9,1.5,2.4,15.8
2015,27,1733,SAS,San Antonio Spurs,23.0,NBA,SF,64.0,64.0,2033.0,7.0,14.6,0.48,1.2,3.4,0.35,5.8,11.2,0.52,3.6,4.5,0.8,1.5,6.7,8.2,2.9,2.6,0.8,1.7,2.3,18.7
2016,27,1733,SAS,San Antonio Spurs,24.0,NBA,SF,72.0,72.0,2380.0,8.3,16.5,0.51,2.0,4.4,0.44,6.4,12.1,0.53,4.4,5.1,0.87,1.4,6.0,7.5,2.8,1.9,1.1,1.6,2.0,23.0
2017,27,1733,SAS,San Antonio Spurs,25.0,NBA,SF,74.0,74.0,2474.0,9.3,19.1,0.48,2.1,5.6,0.38,7.1,13.5,0.53,6.8,7.8,0.88,1.2,5.1,6.3,3.8,1.9,0.8,2.2,1.8,27.5
2018,27,1733,SAS,San Antonio Spurs,26.0,NBA,SF,9.0,9.0,210.0,8.9,19.0,0.47,1.9,6.0,0.31,7.0,13.0,0.54,5.3,6.5,0.82,1.0,6.2,7.2,3.6,3.1,1.5,2.7,1.5,25.0
2019,28,1733,TOR,Toronto Raptors,27.0,NBA,SF,60.0,60.0,2040.0,9.9,19.9,0.5,2.0,5.3,0.37,7.9,14.6,0.54,6.4,7.5,0.85,1.4,6.4,7.7,3.5,1.9,0.4,2.1,1.5,28.2
2020,13,1733,LAC,Los Angeles Clippers,28.0,NBA,SF,57.0,57.0,1848.0,10.4,22.1,0.47,2.4,6.3,0.38,8.0,15.7,0.51,6.9,7.8,0.89,1.1,6.8,7.8,5.5,2.0,0.6,2.9,2.2,30.1
2021,13,1733,LAC,Los Angeles Clippers,29.0,NBA,SF,19.0,19.0,651.0,10.0,19.4,0.51,2.1,5.2,0.4,7.9,14.2,0.55,5.5,6.1,0.91,0.9,4.6,5.5,5.5,2.0,0.7,1.8,1.6,27.5
