PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Raymond Felton,26,54,54,38.4,6.3,14.8,0.423,1.6,5.0,0.32799999999999996,4.6,9.9,0.47100000000000003,0.478,2.9,3.4,0.867,0.7,2.9,3.6,9.0,1.8,0.2,3.3,2.1,17.1
Amar'e Stoudemire,28,78,78,36.8,9.5,19.0,0.502,0.1,0.3,0.435,9.4,18.7,0.503,0.505,6.1,7.7,0.792,2.5,5.6,8.2,2.6,0.9,1.9,3.2,3.5,25.3
Carmelo Anthony,26,27,27,36.2,9.1,19.9,0.461,2.0,4.6,0.424,7.2,15.2,0.47200000000000003,0.51,6.1,7.0,0.872,1.5,5.2,6.7,3.0,0.9,0.6,2.4,3.3,26.3
Danilo Gallinari,22,48,48,34.8,4.4,10.6,0.415,1.7,5.0,0.34700000000000003,2.7,5.6,0.474,0.496,5.4,6.0,0.893,1.0,3.8,4.8,1.7,0.8,0.4,1.2,2.4,15.9
Wilson Chandler,23,51,30,34.5,6.4,14.0,0.461,1.7,4.8,0.35100000000000003,4.7,9.2,0.518,0.521,1.9,2.3,0.807,1.2,4.7,5.9,1.7,0.7,1.4,1.3,3.0,16.4
Chauncey Billups,34,21,21,31.6,5.0,12.3,0.40299999999999997,2.0,6.0,0.32799999999999996,3.0,6.3,0.474,0.483,5.7,6.3,0.902,0.6,2.5,3.1,5.5,0.9,0.1,2.3,2.5,17.5
Landry Fields,22,82,81,31.0,3.6,7.3,0.49700000000000005,1.0,2.7,0.39299999999999996,2.6,4.7,0.556,0.568,1.4,1.8,0.769,1.3,5.1,6.4,1.9,1.0,0.2,1.3,1.4,9.7
Toney Douglas,24,81,9,24.3,3.9,9.3,0.41600000000000004,1.8,4.7,0.373,2.1,4.6,0.46,0.511,1.0,1.3,0.794,0.8,2.2,3.0,3.0,1.1,0.0,1.1,2.2,10.6
Shawne Williams,24,64,11,20.7,2.6,6.0,0.426,1.3,3.3,0.401,1.2,2.7,0.457,0.536,0.6,0.8,0.8370000000000001,0.9,2.8,3.7,0.7,0.6,0.8,0.7,2.6,7.1
Jared Jeffries,29,24,9,19.3,0.8,2.1,0.38,0.0,0.1,0.33299999999999996,0.8,2.0,0.38299999999999995,0.39,0.3,0.8,0.42100000000000004,1.8,1.6,3.4,1.0,1.0,0.6,0.7,2.3,2.0
Ronny Turiaf,28,64,21,17.8,1.6,2.5,0.632,0.0,0.0,,1.6,2.5,0.632,0.632,1.0,1.5,0.622,1.0,2.2,3.2,1.4,0.5,1.1,0.6,2.5,4.2
Anthony Carter,35,19,0,16.3,1.8,4.0,0.461,0.4,1.5,0.28600000000000003,1.4,2.5,0.563,0.513,0.3,0.3,1.0,0.4,1.7,2.1,2.3,0.9,0.3,1.3,1.6,4.4
Timofey Mozgov,24,34,14,13.5,1.5,3.3,0.46399999999999997,0.0,0.0,,1.5,3.3,0.46399999999999997,0.46399999999999997,0.9,1.3,0.705,1.2,1.9,3.1,0.4,0.4,0.7,0.9,2.2,4.0
Henry Walker,23,61,1,12.9,1.7,3.9,0.441,1.0,2.5,0.386,0.7,1.4,0.542,0.5660000000000001,0.5,0.7,0.705,0.3,1.7,2.0,0.6,0.3,0.1,0.6,1.3,4.9
Roger Mason,30,26,0,12.3,1.0,3.0,0.33799999999999997,0.6,1.7,0.364,0.4,1.3,0.303,0.442,0.3,0.4,0.7,0.2,1.5,1.7,0.8,0.2,0.1,0.2,1.0,2.9
Shelden Williams,27,17,6,11.6,1.2,2.3,0.5379999999999999,0.0,0.0,,1.2,2.3,0.5379999999999999,0.5379999999999999,1.4,1.7,0.828,1.1,1.8,2.9,0.8,0.3,0.2,0.4,2.0,3.9
Derrick Brown,23,8,0,11.0,1.5,2.3,0.667,0.4,0.5,0.75,1.1,1.8,0.643,0.75,0.9,1.6,0.5379999999999999,1.1,0.8,1.9,0.5,0.5,0.3,0.9,1.4,4.3
Anthony Randolph,21,17,0,7.5,0.8,2.6,0.311,0.1,0.2,0.25,0.8,2.4,0.317,0.322,0.4,0.7,0.5,0.6,1.7,2.4,0.4,0.2,0.5,0.6,0.9,2.1
Renaldo Balkman,26,3,0,6.0,0.3,1.3,0.25,0.3,0.7,0.5,0.0,0.7,0.0,0.375,0.0,0.0,,0.3,0.7,1.0,0.0,0.3,0.0,0.3,1.3,1.0
Andy Rautins,24,5,0,4.8,0.6,1.4,0.429,0.2,0.8,0.25,0.4,0.6,0.667,0.5,0.2,0.4,0.5,0.0,0.2,0.2,0.6,0.2,0.0,1.4,0.0,1.6
