Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,11,1686,HOU,Houston Rockets,24.0,NBA,PF,42.0,0.0,16.9,3.2,5.2,0.62,0.0,0.0,0.0,3.2,5.2,0.62,0.62,1.7,2.6,0.66,2.3,2.6,4.9,0.5,0.4,0.2,0.6,2.3,8.1
2009,11,1686,HOU,Houston Rockets,25.0,NBA,PF,69.0,0.0,21.3,3.5,6.1,0.57,0.0,0.0,0.33,3.5,6.0,0.58,0.57,2.3,2.8,0.81,1.8,3.2,5.0,0.6,0.4,0.4,1.0,2.4,9.2
2010,31,1686,TOT,Total After Trade,26.0,NBA,PF,80.0,29.0,30.9,6.2,11.6,0.54,0.0,0.0,0.33,6.2,11.6,0.54,0.54,4.3,5.3,0.81,2.4,3.5,5.9,0.8,0.7,0.8,1.7,2.9,16.8
2010,11,1686,HOU,Houston Rockets,26.0,NBA,PF,52.0,1.0,27.2,5.8,10.6,0.55,0.0,0.0,,5.8,10.6,0.55,0.55,4.5,5.4,0.84,2.3,3.2,5.5,0.8,0.5,0.9,1.7,2.8,16.1
2010,26,1686,SAC,Sacramento Kings,26.0,NBA,PF,28.0,28.0,37.6,7.0,13.5,0.52,0.0,0.1,0.33,7.0,13.4,0.52,0.52,3.9,5.3,0.74,2.4,4.1,6.5,0.9,1.0,0.6,1.8,3.1,18.0
2011,31,1686,TOT,Total After Trade,27.0,NBA,PF,76.0,26.0,26.4,4.5,9.0,0.5,0.0,0.1,0.0,4.5,9.0,0.5,0.5,2.8,3.8,0.74,2.2,2.4,4.6,0.8,0.5,0.4,1.4,2.6,11.9
2011,26,1686,SAC,Sacramento Kings,27.0,NBA,PF,53.0,16.0,26.5,4.5,9.1,0.49,0.0,0.1,0.0,4.5,9.1,0.5,0.49,2.9,4.1,0.72,2.4,2.4,4.8,0.9,0.6,0.4,1.5,2.4,11.9
2011,19,1686,NOH,New Orleans Hornets,27.0,NBA,PF,23.0,10.0,26.2,4.7,8.8,0.53,0.0,0.0,0.0,4.7,8.8,0.53,0.53,2.5,3.2,0.8,1.7,2.4,4.1,0.6,0.4,0.5,1.2,3.1,11.8
2012,19,1686,NOH,New Orleans Hornets,28.0,NBA,PF,41.0,8.0,24.4,4.4,8.8,0.5,0.0,0.1,0.0,4.4,8.8,0.51,0.5,3.6,4.5,0.8,1.9,3.3,5.2,0.9,0.3,0.3,1.6,2.2,12.5
2013,10,1686,GSW,Golden State Warriors,29.0,NBA,PF,81.0,2.0,23.2,4.0,7.4,0.54,0.0,0.0,0.33,4.0,7.4,0.54,0.54,2.8,3.4,0.82,2.2,3.7,6.0,0.8,0.4,0.4,1.4,2.3,10.8
2014,26,1686,SAC,Sacramento Kings,30.0,NBA,PF,18.0,1.0,12.9,1.7,3.3,0.52,0.0,0.0,,1.7,3.3,0.52,0.52,0.8,0.9,0.82,0.8,2.3,3.2,0.3,0.2,0.1,0.5,1.9,4.2
2015,26,1686,SAC,Sacramento Kings,31.0,NBA,PF,70.0,15.0,17.0,2.7,5.3,0.52,0.0,0.0,,2.7,5.3,0.52,0.52,1.8,2.1,0.82,1.4,2.4,3.8,0.4,0.2,0.2,0.8,1.9,7.2
2016,23,1686,PHI,Philadelphia 76Ers,32.0,NBA,PF,36.0,12.0,15.8,3.9,6.9,0.56,0.2,0.4,0.46,3.7,6.6,0.56,0.57,1.9,2.5,0.74,1.4,2.7,4.1,0.9,0.3,0.3,0.6,1.9,9.8
