Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993,14,533,LAL,Los Angeles Lakers,Doug Christie,"May 9, 1970",22.0,NBA,SG,23.0,0.0,332.0,4.9,11.5,0.42,0.2,1.3,0.17,4.7,10.2,0.46,5.4,7.2,0.76,2.6,2.9,5.5,5.7,2.4,0.5,5.4,5.7,15.4
1994,14,533,LAL,Los Angeles Lakers,Doug Christie,"May 9, 1970",23.0,NBA,SG,65.0,34.0,1515.0,5.8,13.4,0.43,0.9,2.8,0.33,4.9,10.5,0.46,3.4,4.9,0.7,2.2,3.4,5.6,3.2,2.1,0.7,3.3,4.4,16.0
1995,20,533,NYK,New York Knicks,Doug Christie,"May 9, 1970",24.0,NBA,SG,12.0,0.0,79.0,2.3,10.0,0.23,0.5,3.2,0.14,1.8,6.8,0.27,1.8,2.3,0.8,1.4,4.6,5.9,3.6,0.9,0.5,5.9,8.2,6.8
1996,31,533,TOT,Total After Trade,Doug Christie,"May 9, 1970",25.0,NBA,SF,55.0,17.0,1036.0,5.2,11.7,0.44,1.6,3.7,0.43,3.6,8.0,0.45,2.4,3.2,0.74,1.2,4.2,5.4,4.1,2.4,0.7,3.3,4.9,14.4
1996,20,533,NYK,New York Knicks,Doug Christie,"May 9, 1970",25.0,NBA,SF,23.0,0.0,218.0,5.8,12.1,0.48,1.7,3.1,0.53,4.1,8.9,0.46,2.1,3.6,0.59,1.3,4.3,5.6,4.1,2.0,0.5,3.1,6.8,15.4
1996,28,533,TOR,Toronto Raptors,Doug Christie,"May 9, 1970",25.0,NBA,SF,32.0,17.0,818.0,5.1,11.6,0.44,1.6,3.8,0.41,3.5,7.8,0.45,2.5,3.1,0.79,1.1,4.1,5.3,4.0,2.6,0.7,3.3,4.4,14.2
1997,28,533,TOR,Toronto Raptors,Doug Christie,"May 9, 1970",26.0,NBA,SG,81.0,81.0,3127.0,4.6,10.9,0.42,1.7,4.4,0.38,2.9,6.5,0.44,2.7,3.5,0.78,1.0,4.0,5.0,3.6,2.3,0.5,2.3,2.8,13.5
1998,28,533,TOR,Toronto Raptors,Doug Christie,"May 9, 1970",27.0,NBA,SG,78.0,78.0,2939.0,5.6,13.1,0.43,1.2,3.8,0.33,4.4,9.4,0.47,3.3,4.0,0.83,1.2,3.8,4.9,3.5,2.3,0.7,2.8,2.4,15.8
1999,28,533,TOR,Toronto Raptors,Doug Christie,"May 9, 1970",28.0,NBA,SG,50.0,50.0,1768.0,5.1,13.2,0.39,1.0,3.3,0.3,4.1,10.0,0.42,4.2,5.0,0.84,1.2,3.0,4.2,3.8,2.3,0.5,2.4,2.3,15.5
2000,28,533,TOR,Toronto Raptors,Doug Christie,"May 9, 1970",29.0,NBA,SG,73.0,73.0,2264.0,4.9,12.1,0.41,1.6,4.4,0.36,3.4,7.8,0.43,2.9,3.4,0.84,1.0,3.5,4.5,5.1,1.6,0.7,2.3,2.7,14.4
