Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1985,23.0,DAL,NBA,PF,4.0,4.0,169.0,7.0,14.4,0.49,0.3,1.2,0.25,6.8,13.2,0.511,7.6,10.0,0.765,4.7,10.3,15.0,3.2,0.6,0.3,0.9,3.8,22.0,,133.0,116.0
1986,24.0,DAL,NBA,PF,10.0,10.0,347.0,8.1,19.0,0.429,0.3,1.1,0.25,7.9,17.9,0.44,4.7,6.1,0.767,4.3,7.6,11.9,3.4,1.3,2.0,2.3,4.6,21.3,,109.0,114.0
1987,25.0,DAL,NBA,PF,4.0,4.0,133.0,9.2,18.4,0.5,0.0,1.4,0.0,9.2,17.0,0.542,5.7,8.1,0.696,4.2,7.8,12.0,1.8,1.4,0.4,3.2,5.7,24.1,,110.0,117.0
1988,26.0,DAL,NBA,PF,17.0,17.0,572.0,7.9,17.4,0.451,0.1,0.6,0.143,7.8,16.8,0.463,4.7,5.9,0.803,3.5,6.5,10.0,2.8,2.2,1.5,2.7,4.5,20.5,,110.0,113.0
1990,28.0,DAL,NBA,SF,3.0,3.0,118.0,6.7,15.1,0.444,0.0,0.4,0.0,6.7,14.7,0.457,5.4,7.1,0.765,4.2,5.0,9.2,3.3,1.3,0.8,2.9,7.1,18.8,,107.0,114.0
1991,29.0,LAL,NBA,PF,19.0,19.0,752.0,8.4,15.3,0.548,0.8,2.1,0.367,7.6,13.3,0.576,5.8,7.6,0.761,2.8,8.1,10.9,2.3,1.0,1.9,2.6,4.8,23.3,,121.0,110.0
1993,31.0,SEA,NBA,PF,19.0,17.0,626.0,8.4,19.2,0.436,2.6,6.8,0.38,5.8,12.5,0.466,4.1,4.7,0.873,2.8,8.5,11.4,3.2,1.6,2.1,1.8,4.7,23.4,,120.0,108.0
1994,32.0,SEA,NBA,PF,5.0,0.0,141.0,5.4,16.2,0.333,2.3,5.4,0.429,3.1,10.8,0.286,5.8,6.5,0.882,2.3,11.5,13.9,1.5,1.5,0.8,2.3,5.8,18.9,,103.0,99.0
1995,33.0,SEA,NBA,C,4.0,2.0,141.0,8.2,18.7,0.438,3.9,8.6,0.455,4.3,10.1,0.423,0.8,0.8,1.0,2.3,9.7,12.1,5.1,1.2,1.9,3.5,4.7,21.1,,108.0,106.0
1996,34.0,SEA,NBA,PF,21.0,1.0,654.0,7.5,16.3,0.459,2.7,7.2,0.368,4.8,9.1,0.532,3.8,5.1,0.754,1.7,5.7,7.5,2.9,1.2,0.5,2.5,3.7,21.5,,112.0,106.0
1997,35.0,SEA,NBA,C,12.0,6.0,340.0,4.8,14.2,0.337,2.2,7.0,0.311,2.6,7.3,0.362,3.9,4.5,0.862,2.3,5.9,8.2,2.3,1.9,1.9,2.0,5.3,15.6,,104.0,109.0
1998,36.0,SEA,NBA,PF,10.0,1.0,210.0,4.3,11.2,0.381,2.7,6.4,0.417,1.6,4.8,0.333,3.2,5.4,0.6,1.6,7.0,8.6,3.7,0.8,1.3,2.9,5.9,14.4,,103.0,116.0
1999,37.0,IND,NBA,PF,13.0,0.0,146.0,6.8,13.3,0.514,4.2,9.1,0.458,2.7,4.2,0.636,2.3,3.4,0.667,0.8,8.7,9.5,2.3,0.0,1.1,2.7,4.9,20.1,,118.0,105.0
2001,39.0,IND,NBA,PF,3.0,0.0,19.0,5.8,23.2,0.25,2.9,11.6,0.25,2.9,11.6,0.25,0.0,0.0,,2.9,8.7,11.6,0.0,0.0,0.0,0.0,8.7,14.5,,75.0,109.0
