Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2002,29,1629,UTA,Utah Jazz,Andrei Kirilenko,1981-02-18,20.0,NBA,SF,82.0,40.0,2151.0,285.0,633.0,0.45,25.0,100.0,0.25,260.0,533.0,0.49,0.47,285.0,371.0,0.77,149.0,253.0,402.0,94.0,116.0,159.0,108.0,156.0,880.0,0.0
2003,29,1629,UTA,Utah Jazz,Andrei Kirilenko,1981-02-18,21.0,NBA,SF,80.0,11.0,2213.0,315.0,642.0,0.49,37.0,114.0,0.32,278.0,528.0,0.53,0.52,296.0,370.0,0.8,147.0,273.0,420.0,138.0,118.0,175.0,136.0,185.0,963.0,0.0
2004,29,1629,UTA,Utah Jazz,Andrei Kirilenko,1981-02-18,22.0,NBA,PF,78.0,78.0,2895.0,412.0,931.0,0.44,68.0,201.0,0.34,344.0,730.0,0.47,0.48,392.0,496.0,0.79,226.0,403.0,629.0,244.0,150.0,215.0,215.0,174.0,1284.0,0.0
2005,29,1629,UTA,Utah Jazz,Andrei Kirilenko,1981-02-18,23.0,NBA,PF,41.0,37.0,1349.0,207.0,420.0,0.49,23.0,77.0,0.3,184.0,343.0,0.54,0.52,203.0,259.0,0.78,89.0,166.0,255.0,132.0,67.0,136.0,90.0,101.0,640.0,0.0
2006,29,1629,UTA,Utah Jazz,Andrei Kirilenko,1981-02-18,24.0,NBA,SF,69.0,63.0,2604.0,336.0,730.0,0.46,36.0,117.0,0.31,300.0,613.0,0.49,0.48,346.0,495.0,0.7,161.0,391.0,552.0,299.0,102.0,220.0,203.0,162.0,1054.0,2.0
2007,29,1629,UTA,Utah Jazz,Andrei Kirilenko,1981-02-18,25.0,NBA,SF,70.0,70.0,2049.0,197.0,418.0,0.47,16.0,75.0,0.21,181.0,343.0,0.53,0.49,174.0,239.0,0.73,88.0,241.0,329.0,202.0,74.0,144.0,135.0,172.0,584.0,0.0
2008,29,1629,UTA,Utah Jazz,Andrei Kirilenko,1981-02-18,26.0,NBA,SF,72.0,72.0,2217.0,275.0,544.0,0.51,44.0,116.0,0.38,231.0,428.0,0.54,0.55,198.0,257.0,0.77,121.0,218.0,339.0,285.0,86.0,109.0,140.0,165.0,792.0,1.0
2009,29,1629,UTA,Utah Jazz,Andrei Kirilenko,1981-02-18,27.0,NBA,PF,67.0,10.0,1831.0,256.0,570.0,0.45,20.0,73.0,0.27,236.0,497.0,0.48,0.47,244.0,311.0,0.78,84.0,235.0,319.0,175.0,83.0,77.0,121.0,127.0,776.0,0.0
2010,29,1629,UTA,Utah Jazz,Andrei Kirilenko,1981-02-18,28.0,NBA,SF,58.0,35.0,1681.0,244.0,482.0,0.51,26.0,89.0,0.29,218.0,393.0,0.56,0.53,174.0,234.0,0.74,76.0,188.0,264.0,158.0,83.0,71.0,79.0,102.0,688.0,0.0
2011,29,1629,UTA,Utah Jazz,Andrei Kirilenko,1981-02-18,29.0,NBA,SF,64.0,62.0,1999.0,253.0,542.0,0.47,36.0,98.0,0.37,217.0,444.0,0.49,0.5,208.0,270.0,0.77,100.0,227.0,327.0,192.0,81.0,74.0,117.0,113.0,750.0,0.0
2013,18,1629,MIN,Minnesota Timberwolves,Andrei Kirilenko,1981-02-18,31.0,NBA,SF,64.0,64.0,2034.0,284.0,560.0,0.51,35.0,120.0,0.29,249.0,440.0,0.57,0.54,188.0,250.0,0.75,102.0,260.0,362.0,177.0,96.0,62.0,119.0,82.0,791.0,0.0
2014,3,1629,BRK,Brooklyn Nets,Andrei Kirilenko,1981-02-18,32.0,NBA,PF,45.0,4.0,857.0,82.0,160.0,0.51,1.0,5.0,0.2,81.0,155.0,0.52,0.52,61.0,119.0,0.51,55.0,91.0,146.0,72.0,40.0,19.0,54.0,65.0,226.0,0.0
2015,3,1629,BRK,Brooklyn Nets,Andrei Kirilenko,1981-02-18,33.0,NBA,SF,7.0,0.0,36.0,0.0,5.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,3.0,4.0,0.75,2.0,6.0,8.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0
