Team ID,Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
9,3093,5.0,0.0,28.0,4.0,16.0,0.25,0.0,3.0,0,4.0,13.0,0.31,0.25,0.0,0.0,0,1.0,4.0,5.0,0.0,2.0,0.0,3.0,3.0,8.0,0
