Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2009,21,117,OKC,Oklahoma City Thunder,8,Chucky Atkins,PG,5-11,160,"August 14, 1974",US,9,South Florida
2009,21,579,OKC,Oklahoma City Thunder,4,Nick Collison,C,6-10,255,"October 26, 1980",US,4,Kansas
2009,21,806,OKC,Oklahoma City Thunder,35,Kevin Durant,SF,6-10,240,"September 29, 1988",US,1,Texas
2009,21,1106,OKC,Oklahoma City Thunder,22,Jeff Green,PF,6-8,235,"August 28, 1986",US,1,Georgetown
2009,21,1293,OKC,Oklahoma City Thunder,51,Steven Hill,PF,7-0,248,"November 14, 1985",US,R,Arkansas
2009,21,1658,OKC,Oklahoma City Thunder,12,Nenad Krstic,C,7-0,240,"July 25, 1983",RS,4,
2009,21,1759,OKC,Oklahoma City Thunder,14,Shaun Livingston,PG,6-7,192,"September 11, 1985",US,3,
2009,21,1867,OKC,Oklahoma City Thunder,34,Desmond Mason,SG,6-7,224,"October 11, 1977",US,8,Oklahoma State
2009,21,2298,OKC,Oklahoma City Thunder,27,Johan Petro,C,7-0,247,"January 27, 1986",FR,3,
2009,21,2510,OKC,Oklahoma City Thunder,9,Malik Rose,PF,6-7,250,"November 23, 1974",US,12,Drexel
2009,21,2593,OKC,Oklahoma City Thunder,2,Thabo Sefolosha,SG,6-6,215,"May 2, 1984",CH,2,
2009,21,2598,OKC,Oklahoma City Thunder,18,Mouhamed Sene,C,6-11,230,"May 12, 1986",SN,2,
2009,21,2688,OKC,Oklahoma City Thunder,7,Joe Smith,C,6-10,225,"July 26, 1975",US,13,Maryland
2009,21,2795,OKC,Oklahoma City Thunder,31,Robert Swift,C,7-0,245,"December 3, 1985",US,3,
2009,21,3044,OKC,Oklahoma City Thunder,25,Earl Watson,PG,6-1,195,"June 12, 1979",US,7,UCLA
2009,21,3053,OKC,Oklahoma City Thunder,5,Kyle Weaver,SG,6-6,201,"February 18, 1986",US,R,Washington State
2009,21,3079,OKC,Oklahoma City Thunder,0,Russell Westbrook,PG,6-3,200,"November 12, 1988",US,R,UCLA
2009,21,3088,OKC,Oklahoma City Thunder,3,D.J. White,PF,6-9,251,"August 31, 1986",US,R,Indiana
2009,21,3114,OKC,Oklahoma City Thunder,54,Chris Wilcox,C,6-10,221,"September 3, 1982",US,6,Maryland
2009,21,3121,OKC,Oklahoma City Thunder,21,Damien Wilkins,SG,6-6,225,"January 11, 1980",US,4,"NC State, Georgia"
