Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2009,5,731,CHI,Chicago Bulls,9,Luol Deng,SF,6-9,237,"April 16, 1985",SS,4,Duke
2009,5,1056,CHI,Chicago Bulls,90,Drew Gooden,PF,6-10,250,"September 24, 1981",US,6,Kansas
2009,5,1061,CHI,Chicago Bulls,7,Ben Gordon,SG,6-3,200,"April 4, 1983",GB,4,UConn
2009,5,1090,CHI,Chicago Bulls,34,Aaron Gray,C,7-0,270,"December 7, 1984",US,1,Pitt
2009,5,1297,CHI,Chicago Bulls,12,Kirk Hinrich,SG,6-4,190,"January 2, 1981",US,5,Kansas
2009,5,1356,CHI,Chicago Bulls,32,Larry Hughes,SF,6-5,184,"January 23, 1979",US,10,Saint Louis
2009,5,1367,CHI,Chicago Bulls,11,Lindsey Hunter,PG,6-2,170,"December 3, 1970",US,15,"Alcorn State, Jackson State University"
2009,5,1503,CHI,Chicago Bulls,54,Linton Johnson,PF,6-8,205,"June 13, 1980",US,5,Tulane
2009,5,1992,CHI,Chicago Bulls,52,Brad Miller,C,6-11,244,"April 12, 1976",US,10,Purdue
2009,5,2141,CHI,Chicago Bulls,35,Demetris Nichols,SF,6-8,216,"September 4, 1984",US,1,Syracuse
2009,5,2150,CHI,Chicago Bulls,13,Joakim Noah,C,6-11,230,"February 25, 1985",US,1,Florida
2009,5,2151,CHI,Chicago Bulls,5,Andres Nocioni,PF,6-7,225,"November 30, 1979",AR,4,
2009,5,2460,CHI,Chicago Bulls,5,Anthony Roberson,PG,6-2,180,"February 14, 1983",US,2,Florida
2009,5,2508,CHI,Chicago Bulls,1,Derrick Rose,PG,6-2,200,"October 4, 1988",US,R,Memphis
2009,5,2544,CHI,Chicago Bulls,15,John Salmons,SF,6-7,210,"December 12, 1979",US,6,Miami (FL)
2009,5,2593,CHI,Chicago Bulls,2,Thabo Sefolosha,SF,6-6,215,"May 2, 1984",CH,2,
2009,5,2637,CHI,Chicago Bulls,15,Cedric Simmons,PF,6-9,235,"January 3, 1986",US,2,NC State
2009,5,2861,CHI,Chicago Bulls,2,Tim Thomas,PF,6-10,230,"February 26, 1977",US,11,Villanova
2009,5,2862,CHI,Chicago Bulls,24,Tyrus Thomas,PF,6-9,215,"August 17, 1986",US,2,LSU
