SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017,5,CHI,Jimmy Butler,27.0,76,75.0,2809,570,1252,0.46,91,248,0.37,479,1004,0.48,0.49,585,676,0.86,129,341,470,417,143,32,159,112,1816
2017,5,CHI,Robin Lopez,28.0,81,81.0,2271,382,775,0.49,0,2,0.0,382,773,0.49,0.49,75,104,0.72,244,276,520,80,18,117,91,151,839
2017,5,CHI,Rajon Rondo,30.0,69,42.0,1843,229,561,0.41,50,133,0.38,179,428,0.42,0.45,30,50,0.6,73,282,355,461,99,11,169,144,538
2017,5,CHI,Dwyane Wade,35.0,60,59.0,1792,414,955,0.43,45,145,0.31,369,810,0.46,0.46,223,281,0.79,63,207,270,228,86,41,138,112,1096
2017,5,CHI,Nikola Mirotic,25.0,70,15.0,1679,258,625,0.41,129,377,0.34,129,248,0.52,0.52,99,128,0.77,61,323,384,75,53,55,80,128,744
2017,5,CHI,Taj Gibson,31.0,55,55.0,1502,276,530,0.52,2,12,0.17,274,518,0.53,0.52,85,119,0.71,120,262,382,60,27,50,77,123,639
2017,5,CHI,Doug McDermott,25.0,44,4.0,1078,166,373,0.44,56,150,0.37,110,223,0.49,0.52,59,67,0.88,14,116,130,45,11,4,32,57,447
2017,5,CHI,Cristiano Felicio,24.0,66,0.0,1040,128,221,0.58,0,0,,128,221,0.58,0.58,60,93,0.64,124,187,311,40,25,17,33,110,316
2017,5,CHI,Jerian Grant,24.0,63,28.0,1028,128,301,0.42,49,134,0.37,79,167,0.47,0.51,65,73,0.89,17,94,111,121,47,8,44,93,370
2017,5,CHI,Bobby Portis,21.0,64,13.0,1000,183,375,0.49,32,96,0.33,151,279,0.54,0.53,39,59,0.66,75,221,296,35,16,11,37,94,437
2017,5,CHI,Denzel Valentine,23.0,57,0.0,976,102,288,0.35,73,208,0.35,29,80,0.36,0.48,14,18,0.78,11,140,151,63,30,7,49,86,291
2017,5,CHI,Michael Carter-Williams,25.0,45,19.0,846,112,306,0.37,15,64,0.23,97,242,0.4,0.39,58,77,0.75,24,129,153,113,38,23,66,102,297
2017,5,CHI,Paul Zipser,22.0,44,18.0,843,88,221,0.4,33,99,0.33,55,122,0.45,0.47,31,40,0.78,15,110,125,36,15,16,40,78,240
2017,5,CHI,Isaiah Canaan,25.0,39,0.0,592,63,173,0.36,25,94,0.27,38,79,0.48,0.44,30,33,0.91,6,44,50,37,22,1,21,35,181
2017,5,CHI,Joffrey Lauvergne,25.0,20,1.0,241,37,92,0.4,6,20,0.3,31,72,0.43,0.44,9,15,0.6,21,47,68,19,7,0,16,12,89
2017,5,CHI,Cameron Payne,22.0,11,0.0,142,21,63,0.33,11,34,0.32,10,29,0.34,0.42,1,4,0.25,1,16,17,15,4,0,13,14,54
2017,5,CHI,Anthony Morrow,31.0,9,0.0,87,12,29,0.41,6,14,0.43,6,15,0.4,0.52,11,11,1.0,1,1,2,6,2,0,0,4,41
2017,5,CHI,R.J. Hunter,23.0,3,0.0,9,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,1,1,0,0,0,0,0,0
2017,5,CHI,Team Totals,,82,,19780,3169,7141,0.44,623,1831,0.34,2546,5310,0.48,0.49,1474,1848,0.8,999,2797,3796,1851,643,393,1112,1455,8435
