Season,Tm,Player,Rank,Pts Won,Pts Max,Share,Type
2015,MIN,Andrew Wiggins,1,604.0,650,0.929,ROY
2015,CHI,Nikola Mirotic,2,335.0,650,0.515,ROY
2015,PHI,Nerlens Noel,3,141.0,650,0.217,ROY
2015,ORL,Elfrid Payton,4,79.0,650,0.122,ROY
2015,BOS,Marcus Smart,5,6.0,650,0.009,ROY
2015,DEN,Jusuf Nurkic,6,3.0,650,0.005,ROY
2015,LAL,Jordan Clarkson,7,2.0,650,0.003,ROY
