Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,9,1164,DET,Detroit Pistons,Roy Hamilton,1957-07-20,22.0,NBA,PG,72.0,,15.5,1.6,4.0,0.4,0.0,0.0,0.0,1.6,4.0,0.4,0.4,1.4,2.1,0.69,0.6,0.9,1.5,2.7,0.7,0.1,1.6,1.1,4.6
1981,25,1164,POR,Portland Trail Blazers,Roy Hamilton,1957-07-20,23.0,NBA,PG,1.0,,5.0,1.0,3.0,0.33,0.0,0.0,,1.0,3.0,0.33,0.33,1.0,2.0,0.5,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0
