PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Mitch Richmond,32,70,70,36.7,7.8,17.4,0.445,1.9,4.8,0.389,5.9,12.7,0.466,0.498,5.8,6.7,0.8640000000000001,0.7,2.6,3.3,4.0,1.3,0.2,2.6,2.2,23.2
Corliss Williamson,24,79,75,35.7,7.1,14.4,0.495,0.0,0.1,0.0,7.1,14.2,0.499,0.495,3.5,5.6,0.63,2.1,3.6,5.6,2.9,1.0,0.6,2.5,3.2,17.7
Billy Owens,28,78,78,30.1,4.3,9.3,0.46399999999999997,0.3,0.9,0.371,4.0,8.4,0.474,0.48200000000000004,1.5,2.5,0.589,2.2,5.3,7.5,2.8,1.2,0.5,2.0,3.0,10.5
Anthony Johnson,23,77,62,29.4,2.9,7.9,0.371,0.5,1.7,0.32799999999999996,2.4,6.2,0.38299999999999995,0.406,1.0,1.4,0.727,0.7,1.6,2.2,4.3,0.8,0.1,1.6,2.4,7.5
Otis Thorpe,35,27,20,23.1,3.3,7.2,0.45899999999999996,0.0,0.0,0.0,3.3,7.1,0.461,0.45899999999999996,1.7,2.6,0.657,1.9,4.3,6.1,2.3,0.7,0.3,1.4,3.0,8.3
Michael Stewart,22,81,37,21.7,1.9,4.0,0.48,0.0,0.0,,1.9,4.0,0.48,0.48,0.8,1.8,0.45799999999999996,2.4,4.2,6.6,0.8,0.4,2.4,1.0,3.1,4.6
Lawrence Funderburke,27,52,1,21.0,3.7,7.5,0.49,0.0,0.1,0.14300000000000002,3.7,7.4,0.496,0.491,2.1,3.1,0.679,1.5,3.0,4.5,1.2,0.4,0.3,1.2,1.1,9.5
Olden Polynice,33,70,25,20.8,3.6,7.7,0.45899999999999996,0.0,0.0,0.0,3.6,7.7,0.46,0.45899999999999996,0.7,1.6,0.452,2.5,3.8,6.3,1.5,0.5,0.6,1.4,2.3,7.9
Michael Smith,25,18,4,19.3,1.4,3.4,0.426,0.0,0.0,,1.4,3.4,0.426,0.426,0.9,1.7,0.5670000000000001,1.9,3.6,5.6,1.6,0.8,0.5,0.8,1.9,3.8
Terry Dehere,26,77,18,18.3,2.3,5.9,0.39899999999999997,0.6,1.7,0.379,1.7,4.1,0.408,0.455,1.0,1.3,0.7979999999999999,0.3,1.1,1.4,2.5,0.7,0.1,1.2,1.9,6.4
Mahmoud Abdul-Rauf,28,31,0,17.1,3.3,8.8,0.377,0.2,1.0,0.161,3.2,7.8,0.405,0.386,0.5,0.5,1.0,0.2,1.0,1.2,1.9,0.5,0.0,0.6,1.0,7.3
Tariq Abdul-Wahad,23,59,16,16.3,2.4,6.1,0.40299999999999997,0.1,0.3,0.21100000000000002,2.4,5.7,0.414,0.409,1.4,2.1,0.672,0.7,1.2,2.0,0.9,0.6,0.2,1.1,1.4,6.4
Mark Hendrickson,23,48,1,15.4,1.2,3.1,0.389,0.0,0.1,0.0,1.2,3.0,0.40299999999999997,0.389,1.0,1.2,0.825,0.7,2.3,3.0,0.9,0.5,0.2,0.6,1.3,3.4
Chris Robinson,23,19,0,14.3,2.2,5.8,0.37799999999999995,0.9,2.2,0.405,1.3,3.6,0.36200000000000004,0.455,0.4,0.7,0.5,0.5,1.3,1.7,1.5,0.6,0.2,0.9,1.5,5.7
Bobby Hurley,26,34,3,12.3,1.4,3.4,0.409,0.1,0.4,0.267,1.3,2.9,0.43,0.426,0.9,1.1,0.8109999999999999,0.2,0.9,1.1,2.4,0.4,0.0,1.2,1.1,3.8
Kevin Salvadori,27,16,0,5.4,0.1,0.8,0.077,0.0,0.0,,0.1,0.8,0.077,0.077,0.2,0.4,0.5,0.3,0.9,1.3,0.2,0.0,0.7,0.3,0.8,0.3
Derek Grimm,23,9,0,3.8,0.4,1.6,0.28600000000000003,0.4,1.3,0.33299999999999996,0.0,0.2,0.0,0.429,0.2,0.2,1.0,0.0,0.4,0.4,0.0,0.3,0.1,0.3,0.7,1.6
