SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1998,24,PHO,Jason Kidd,24,82,82,38.0,4.4,10.5,0.42,0.9,2.8,0.31,3.5,7.6,0.45,0.46,2.0,2.5,0.8,1.3,4.9,6.2,9.1,2.0,0.3,3.2,1.7,11.6
1998,24,PHO,Rex Chapman,30,68,67,33.3,6.0,14.1,0.43,1.8,4.6,0.39,4.2,9.5,0.45,0.49,2.1,2.8,0.78,0.4,2.1,2.5,3.0,1.0,0.2,1.7,1.5,15.9
1998,24,PHO,Antonio McDyess,23,81,81,30.1,6.1,11.4,0.54,0.0,0.0,0.0,6.1,11.4,0.54,0.54,2.9,4.1,0.7,2.5,5.0,7.6,1.3,1.2,1.7,1.8,3.6,15.1
1998,24,PHO,Clifford Robinson,31,80,64,29.5,5.4,11.2,0.48,0.3,1.1,0.32,5.0,10.1,0.5,0.49,3.1,4.5,0.69,1.9,3.2,5.1,2.1,1.2,1.1,1.8,3.1,14.2
1998,24,PHO,Kevin Johnson,31,50,12,25.8,3.1,6.9,0.45,0.1,0.5,0.15,3.0,6.4,0.47,0.45,3.2,3.7,0.87,0.7,2.6,3.3,4.9,0.5,0.2,2.0,1.1,9.5
1998,24,PHO,Danny Manning,31,70,11,25.6,5.6,10.8,0.52,0.0,0.1,0.0,5.6,10.7,0.52,0.52,2.4,3.2,0.74,1.6,4.0,5.6,2.0,1.0,0.7,1.4,2.9,13.5
1998,24,PHO,Steve Nash,23,76,9,21.9,3.5,7.7,0.46,1.1,2.6,0.42,2.5,5.1,0.48,0.53,1.0,1.1,0.86,0.4,1.7,2.1,3.4,0.8,0.1,1.3,1.9,9.1
1998,24,PHO,George McCloud,30,63,13,19.3,2.7,6.8,0.4,1.1,3.3,0.34,1.6,3.5,0.47,0.49,0.6,0.8,0.76,0.7,2.7,3.5,1.3,0.9,0.2,1.0,2.1,7.2
1998,24,PHO,Hot Rod Williams,35,71,30,18.8,1.3,2.8,0.47,0.0,0.0,,1.3,2.8,0.47,0.47,0.9,1.3,0.7,1.5,2.9,4.4,0.7,0.5,0.8,0.4,1.9,3.6
1998,24,PHO,Cedric Ceballos,28,35,16,17.9,3.7,7.4,0.5,0.4,1.4,0.3,3.3,5.9,0.55,0.53,1.7,2.4,0.71,1.5,2.8,4.3,1.0,0.6,0.2,1.1,1.7,9.5
1998,24,PHO,Dennis Scott,29,29,3,17.0,2.4,5.6,0.44,1.1,2.4,0.45,1.4,3.2,0.43,0.53,0.3,0.4,0.67,0.3,1.4,1.7,0.8,0.3,0.2,0.4,1.1,6.2
1998,24,PHO,Mark Bryant,32,70,22,15.9,1.6,3.2,0.48,0.0,0.0,0.0,1.6,3.2,0.49,0.48,1.0,1.4,0.77,1.3,2.2,3.5,0.7,0.5,0.2,0.8,2.6,4.2
1998,24,PHO,Horacio Llamas Grey,24,8,0,5.3,1.0,2.6,0.38,0.1,0.4,0.33,0.9,2.3,0.39,0.4,0.9,1.3,0.7,0.5,1.8,2.3,0.1,0.1,0.4,1.1,1.8,3.0
1998,24,PHO,Marko MiliA,20,33,0,4.9,1.2,1.9,0.61,0.1,0.2,0.5,1.1,1.8,0.62,0.63,0.3,0.5,0.65,0.3,0.5,0.8,0.4,0.3,0.0,0.6,0.5,2.8
1998,24,PHO,Brooks Thompson,27,13,0,3.5,0.8,2.1,0.37,0.4,1.2,0.31,0.4,0.8,0.46,0.46,0.1,0.2,0.33,0.1,0.3,0.4,0.2,0.3,0.0,0.4,0.5,2.0
