PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Wesley Person,26,82,82,39.0,5.4,11.7,0.46,2.3,5.5,0.43,3.0,6.2,0.486,0.56,1.6,2.1,0.7759999999999999,0.8,3.6,4.4,2.3,1.6,0.6,1.3,1.3,14.7
Shawn Kemp,28,80,80,34.6,6.5,14.6,0.445,0.0,0.1,0.25,6.5,14.5,0.446,0.446,5.1,7.0,0.727,2.7,6.6,9.3,2.5,1.4,1.1,3.4,3.9,18.0
Brevin Knight,22,80,76,31.0,3.3,7.4,0.441,0.0,0.1,0.0,3.3,7.3,0.446,0.441,2.5,3.1,0.8009999999999999,0.8,2.3,3.2,8.2,2.5,0.2,2.4,3.4,9.0
Cedric Henderson,22,82,71,30.8,4.2,8.8,0.48,0.0,0.0,0.0,4.2,8.8,0.483,0.48,1.7,2.3,0.716,0.9,3.1,4.0,2.0,1.2,0.5,2.0,2.9,10.1
Zydrunas Ilgauskas,22,82,81,29.0,5.5,10.7,0.518,0.0,0.0,0.25,5.5,10.6,0.519,0.519,2.8,3.7,0.762,3.4,5.4,8.8,0.9,0.6,1.6,1.8,3.5,13.9
Derek Anderson,23,66,13,27.9,3.6,8.9,0.408,0.3,1.3,0.20199999999999999,3.4,7.6,0.442,0.42200000000000004,4.2,4.8,0.873,0.8,2.0,2.8,3.4,1.3,0.2,1.9,2.1,11.7
Bob Sura,24,46,4,20.5,1.9,5.0,0.377,0.4,1.3,0.317,1.5,3.7,0.39799999999999996,0.418,1.6,2.8,0.565,0.5,1.5,2.0,3.7,1.0,0.2,2.0,2.5,5.8
Vitaly Potapenko,22,80,0,17.7,2.9,6.1,0.48,0.0,0.0,0.0,2.9,6.1,0.48,0.48,1.3,1.8,0.708,1.4,2.5,3.9,0.7,0.3,0.4,1.7,2.5,7.1
Danny Ferry,31,69,3,15.0,1.6,4.1,0.395,0.5,1.4,0.33299999999999996,1.2,2.7,0.428,0.45299999999999996,0.5,0.6,0.8,0.3,1.3,1.7,0.9,0.4,0.2,0.8,1.7,4.2
Mitchell Butler,27,18,0,11.4,0.8,2.6,0.319,0.1,0.3,0.16699999999999998,0.8,2.3,0.341,0.33,0.3,0.6,0.6,0.3,0.9,1.2,1.0,0.4,0.0,0.4,1.4,2.1
Carl Thomas,28,29,0,9.4,0.9,2.4,0.386,0.5,1.3,0.395,0.4,1.1,0.375,0.493,0.3,0.4,0.615,0.2,1.1,1.3,0.3,0.6,0.2,0.4,0.9,2.7
Greg Graham,27,6,0,9.3,1.2,2.0,0.583,0.0,0.5,0.0,1.2,1.5,0.778,0.583,0.3,0.3,1.0,0.0,0.2,0.2,1.0,0.2,0.0,1.7,1.2,2.7
Scott Brooks,32,43,0,7.3,0.7,1.5,0.424,0.1,0.3,0.455,0.5,1.3,0.418,0.462,0.4,0.5,0.9,0.1,0.6,0.7,1.1,0.4,0.1,0.3,0.6,1.8
Tony Dumas,25,7,0,6.7,0.9,1.7,0.5,0.3,0.6,0.5,0.6,1.1,0.5,0.583,0.0,0.4,0.0,0.1,0.6,0.7,0.7,0.0,0.0,0.7,0.7,2.0
Henry James,32,28,0,5.9,0.9,2.1,0.40700000000000003,0.4,0.9,0.44,0.5,1.2,0.382,0.5,0.8,0.8,0.955,0.1,0.5,0.5,0.2,0.0,0.0,0.4,0.9,2.9
Shawnelle Scott,25,41,0,4.6,0.4,0.9,0.444,0.0,0.0,,0.4,0.9,0.444,0.444,0.3,0.4,0.667,0.5,1.0,1.4,0.2,0.1,0.2,0.2,1.1,1.1
