Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1989,26,26,SAC,Sacramento Kings,7,Danny Ainge,PG,6-4,175,"March 17, 1959",US,7,BYU
1989,26,53,SAC,Sacramento Kings,33,Randy Allen,SG,6-8,220,"January 26, 1965",US,R,Florida State
1989,26,229,SAC,Sacramento Kings,34,Ricky Berry,SG,6-8,205,"October 6, 1964",US,R,"Oregon State, San Jose State"
1989,26,721,SAC,Sacramento Kings,15,Vinny Del Negro,SG,6-4,185,"August 9, 1966",US,R,NC State
1989,26,1037,SAC,Sacramento Kings,50,Ben Gillery,C,7-0,235,"September 19, 1965",US,R,Georgetown
1989,26,1409,SAC,Sacramento Kings,2,Michael Jackson,PG,6-2,183,"July 13, 1964",US,1,Georgetown
1989,26,1632,SAC,Sacramento Kings,35,Joe Kleine,C,6-11,255,"January 4, 1962",US,3,"Notre Dame, Arkansas"
1989,26,1767,SAC,Sacramento Kings,54,Brad Lohaus,PF,6-11,230,"September 29, 1964",US,1,Iowa
1989,26,1911,SAC,Sacramento Kings,22,Rodney McCray,SF,6-7,220,"August 29, 1961",US,5,Louisville
1989,26,2293,SAC,Sacramento Kings,43,Jim Petersen,C,6-10,235,"February 22, 1962",US,4,Minnesota
1989,26,2308,SAC,Sacramento Kings,54,Ed Pinckney,PF,6-9,195,"March 27, 1963",US,3,Villanova
1989,26,2357,SAC,Sacramento Kings,21,Harold Pressley,PF,6-7,210,"July 14, 1963",US,2,Villanova
1989,26,2674,SAC,Sacramento Kings,18,Derek Smith,SG,6-6,205,"November 1, 1961",US,6,Louisville
1989,26,2688,SAC,Sacramento Kings,30,Kenny Smith,PG,6-3,170,"March 8, 1965",US,1,UNC
1989,26,2871,SAC,Sacramento Kings,41,LaSalle Thompson,C,6-10,245,"June 23, 1961",US,6,Texas
1989,26,2887,SAC,Sacramento Kings,23,Wayman Tisdale,PF,6-9,240,"June 9, 1964",US,3,Oklahoma
1989,26,3214,SAC,Sacramento Kings,10,Randy Wittman,SF,6-6,210,"October 28, 1959",US,5,Indiana
