Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1985,22.0,ATL,NBA,PF,82.0,19.0,1785.0,8.7,18.6,0.467,0.1,0.2,0.222,8.6,18.3,0.47,3.2,4.9,0.657,4.8,9.3,14.1,1.0,0.8,1.3,2.8,6.1,20.6,,101.0,106.0
1986,23.0,ATL,NBA,PF,82.0,59.0,2300.0,8.7,16.9,0.517,0.0,0.1,0.0,8.7,16.8,0.52,3.6,5.5,0.654,5.1,9.6,14.7,0.9,1.4,0.9,3.7,6.1,21.1,,104.0,104.0
1987,24.0,ATL,NBA,PF,81.0,81.0,2626.0,10.1,18.8,0.536,0.0,0.1,0.25,10.1,18.7,0.538,4.3,6.0,0.709,6.0,9.9,15.9,1.2,1.2,1.1,3.2,5.9,24.5,,113.0,104.0
1988,25.0,ATL,NBA,PF,75.0,55.0,2091.0,8.5,16.4,0.518,0.0,0.0,0.0,8.5,16.3,0.52,3.8,5.8,0.649,5.6,7.4,13.0,0.7,1.6,1.0,3.3,5.7,20.7,,107.0,107.0
1990,27.0,ATL,NBA,PF,81.0,51.0,2273.0,9.2,17.7,0.519,0.0,0.2,0.286,9.2,17.6,0.521,3.7,5.4,0.683,5.6,8.6,14.2,1.3,1.4,1.0,3.2,5.7,22.2,,111.0,111.0
1991,28.0,ATL,NBA,PF,80.0,80.0,2373.0,9.1,18.1,0.504,0.1,0.2,0.4,9.0,17.9,0.505,3.3,4.9,0.668,5.3,9.1,14.4,2.0,1.2,0.8,3.1,4.8,21.6,,108.0,109.0
1992,29.0,ATL,NBA,PF,81.0,80.0,2962.0,9.8,20.3,0.483,0.1,0.6,0.162,9.7,19.7,0.493,4.8,6.0,0.804,6.9,13.9,20.8,2.9,1.2,0.9,3.3,3.7,24.5,,111.0,105.0
1993,30.0,ATL,NBA,PF,80.0,80.0,2878.0,10.5,20.8,0.506,0.1,0.5,0.241,10.4,20.3,0.512,3.4,5.1,0.653,5.7,11.8,17.6,2.8,1.2,0.7,3.6,4.5,24.5,,107.0,108.0
1994,31.0,ATL,NBA,PF,80.0,80.0,2867.0,11.1,22.3,0.499,0.2,0.4,0.375,11.0,21.9,0.501,4.8,6.7,0.713,6.0,11.2,17.1,2.7,1.4,0.7,3.3,4.4,27.2,,110.0,100.0
1995,32.0,TOT,NBA,PF,67.0,63.0,2390.0,10.2,22.0,0.466,0.1,0.3,0.2,10.2,21.6,0.47,4.4,6.4,0.69,4.9,10.9,15.8,1.9,1.3,0.8,3.5,4.7,25.0,,102.0,107.0
1995,32.0,ATL,NBA,PF,2.0,2.0,89.0,9.6,24.6,0.39,0.0,0.6,0.0,9.6,24.0,0.4,6.0,9.0,0.667,6.0,15.6,21.6,1.8,0.6,1.8,4.2,4.2,25.2,,92.0,101.0
1995,32.0,MIA,NBA,PF,65.0,61.0,2301.0,10.3,21.9,0.469,0.1,0.3,0.214,10.2,21.6,0.473,4.4,6.3,0.691,4.9,10.8,15.6,1.9,1.3,0.7,3.5,4.7,25.0,,103.0,107.0
1996,33.0,TOT,NBA,PF,75.0,60.0,2135.0,7.9,17.4,0.456,0.0,0.2,0.111,7.9,17.2,0.461,3.5,4.9,0.708,5.1,10.5,15.6,1.3,0.8,1.0,3.9,6.2,19.4,,96.0,105.0
