SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,23,PHI,Maurice Cheeks,29,12,12,519,94,182,0.52,0,7,0.0,94,175,0.54,0.52,62,73,0.85,13,43,56,85,13,3,32,18,250
1986,23,PHI,Charles Barkley,22,12,12,497,104,180,0.58,1,15,0.07,103,165,0.62,0.58,91,131,0.7,60,129,189,67,27,15,65,52,300
1986,23,PHI,Julius Erving,35,12,12,433,81,180,0.45,2,11,0.18,79,169,0.47,0.46,48,65,0.74,26,44,70,50,11,16,39,32,212
1986,23,PHI,Bobby Jones,34,12,5,329,39,74,0.53,0,1,0.0,39,73,0.53,0.53,38,50,0.76,9,23,32,34,10,14,15,39,116
1986,23,PHI,Sedale Threatt,24,12,0,312,67,143,0.47,0,2,0.0,67,141,0.48,0.47,26,33,0.79,6,19,25,42,23,2,15,35,160
1986,23,PHI,Clemon Johnson,29,12,2,303,29,53,0.55,0,0,,29,53,0.55,0.55,16,25,0.64,23,37,60,8,11,15,10,35,74
1986,23,PHI,Terry Catledge,22,11,10,293,46,117,0.39,0,0,,46,117,0.39,0.39,22,38,0.58,37,38,75,5,6,8,14,34,114
1986,23,PHI,Greg Stokes,22,7,7,90,8,28,0.29,0,0,,8,28,0.29,0.29,11,13,0.85,6,7,13,4,2,6,4,12,27
1986,23,PHI,Bob McAdoo,34,5,0,73,20,36,0.56,0,0,,20,36,0.56,0.56,14,16,0.88,8,6,14,2,4,5,2,13,54
1986,23,PHI,Perry Moss,27,7,0,28,2,8,0.25,0,1,0.0,2,7,0.29,0.25,1,1,1.0,0,3,3,2,0,1,4,6,5
1986,23,PHI,Michael Young,25,3,0,3,1,4,0.25,0,0,,1,4,0.25,0.25,0,0,,1,0,1,0,0,0,0,0,2
