SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,14,LAL,Magic Johnson,26,14,14,541,110,205,0.54,0,11,0.0,110,194,0.57,0.54,82,107,0.77,21,79,100,211,27,1,45,43,302
1986,14,LAL,James Worthy,24,14,14,539,121,217,0.56,0,4,0.0,121,213,0.57,0.56,32,47,0.68,22,43,65,45,16,10,36,43,274
1986,14,LAL,Kareem Abdul-Jabbar,38,14,14,489,157,282,0.56,0,0,,157,282,0.56,0.56,48,61,0.79,26,57,83,49,15,24,42,54,362
1986,14,LAL,Byron Scott,24,14,14,470,90,181,0.5,6,17,0.35,84,164,0.51,0.51,38,42,0.9,15,40,55,42,19,2,30,38,224
1986,14,LAL,Michael Cooper,29,14,0,421,54,115,0.47,19,41,0.46,35,74,0.47,0.55,9,11,0.82,16,30,46,68,18,4,21,24,136
1986,14,LAL,Maurice Lucas,33,14,0,319,59,112,0.53,0,0,,59,112,0.53,0.53,14,19,0.74,29,62,91,10,6,5,13,53,132
1986,14,LAL,Kurt Rambis,27,14,14,267,27,45,0.6,0,0,,27,45,0.6,0.6,13,18,0.72,26,57,83,14,10,7,18,39,67
1986,14,LAL,PAtur GuAmundsson,27,12,0,111,16,27,0.59,0,2,0.0,16,25,0.64,0.59,10,15,0.67,8,18,26,3,3,4,10,23,42
1986,14,LAL,A.C. Green,22,9,0,106,9,17,0.53,0,0,,9,17,0.53,0.53,4,9,0.44,3,13,16,0,1,3,4,13,22
1986,14,LAL,Mitch Kupchak,31,5,0,56,8,15,0.53,0,0,,8,15,0.53,0.53,4,6,0.67,5,10,15,2,2,0,3,6,20
1986,14,LAL,Mike McGee,26,6,0,28,8,18,0.44,0,3,0.0,8,15,0.53,0.44,0,4,0.0,3,2,5,2,0,0,2,3,16
1986,14,LAL,Larry Spriggs,26,3,0,13,5,6,0.83,0,0,,5,6,0.83,0.83,10,10,1.0,1,6,7,2,1,0,0,0,20
