Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2008,25,1964,POR,Portland Trail Blazers,Josh McRoberts,1987-02-28,20.0,NBA,PF,8.0,28.0,20.3,0.6,0.1,0.0,8.4,33.5,21.0,13.7,2.0,0.0,16.7,20.3,0.0,0.0,0.1,0.13,2.0,1.8,3.7,0.0
2009,12,1964,IND,Indiana Pacers,Josh McRoberts,1987-02-28,21.0,NBA,PF,33.0,279.0,12.5,0.45,0.12,0.16,10.2,19.1,14.6,8.4,2.1,4.3,11.9,15.7,0.0,0.4,0.4,0.07,-3.5,1.1,-2.3,0.0
2010,12,1964,IND,Indiana Pacers,Josh McRoberts,1987-02-28,22.0,NBA,C,42.0,524.0,14.8,0.55,0.16,0.26,8.3,18.2,13.2,13.5,1.6,2.2,10.5,15.3,0.8,0.7,1.5,0.13,-1.1,0.9,-0.2,0.2
2011,12,1964,IND,Indiana Pacers,Josh McRoberts,1987-02-28,23.0,NBA,PF,72.0,1597.0,16.0,0.61,0.16,0.31,7.6,18.8,13.3,15.0,1.5,2.6,17.5,14.7,2.6,2.2,4.9,0.15,0.6,1.7,2.3,1.7
2012,14,1964,LAL,Los Angeles Lakers,Josh McRoberts,1987-02-28,24.0,NBA,PF,50.0,718.0,10.9,0.52,0.06,0.3,9.9,16.4,13.3,10.5,1.1,1.8,18.8,10.5,0.6,0.8,1.4,0.1,-2.1,0.7,-1.4,0.1
2013,31,1964,TOT,Total After Trade,Josh McRoberts,1987-02-28,25.0,NBA,PF,67.0,1487.0,12.7,0.53,0.24,0.25,7.0,18.1,12.4,14.8,1.1,1.4,14.8,13.7,1.5,0.7,2.2,0.07,-1.1,-0.2,-1.4,0.2
2013,22,1964,ORL,Orlando Magic,Josh McRoberts,1987-02-28,25.0,NBA,PF,41.0,685.0,10.2,0.48,0.36,0.2,6.7,15.8,11.3,14.7,0.8,1.4,14.4,12.9,0.4,0.3,0.7,0.05,-1.9,0.0,-1.9,0.0
2013,4,1964,CHA,Charlotte Bobcats,Josh McRoberts,1987-02-28,25.0,NBA,PF,26.0,802.0,14.8,0.56,0.15,0.29,7.2,20.0,13.4,14.9,1.4,1.5,15.1,14.3,1.1,0.4,1.5,0.09,-0.4,-0.4,-0.9,0.2
2014,4,1964,CHA,Charlotte Bobcats,Josh McRoberts,1987-02-28,26.0,NBA,PF,78.0,2360.0,13.8,0.55,0.51,0.15,4.0,13.8,8.9,21.9,1.3,1.5,12.1,13.4,3.5,3.0,6.5,0.13,0.5,1.5,2.0,2.3
2015,16,1964,MIA,Miami Heat,Josh McRoberts,1987-02-28,27.0,NBA,PF,17.0,296.0,10.2,0.61,0.36,0.24,2.9,15.1,9.1,17.5,2.1,0.9,27.3,12.8,0.1,0.3,0.4,0.07,-3.0,0.2,-2.8,-0.1
2016,16,1964,MIA,Miami Heat,Josh McRoberts,1987-02-28,28.0,NBA,PF,42.0,595.0,9.9,0.45,0.33,0.27,4.3,15.3,10.0,19.4,1.6,0.9,15.3,15.0,0.1,0.7,0.8,0.06,-2.6,1.0,-1.6,0.1
2017,16,1964,MIA,Miami Heat,Josh McRoberts,1987-02-28,29.0,NBA,PF,22.0,381.0,9.8,0.44,0.26,0.08,6.6,15.0,10.7,18.9,1.3,0.8,15.9,16.9,-0.1,0.4,0.3,0.04,-1.9,0.2,-1.6,0.0
2018,7,1964,DAL,Dallas Mavericks,Josh McRoberts,1987-02-28,30.0,NBA,PF,2.0,6.0,-12.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,-0.19,-17.9,-3.6,-21.4,0.0
