Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2004,29,2269,UTA,Utah Jazz,Sasha Pavlovic,1983-11-15,20.0,NBA,SF,79.0,14.0,1144.0,7.2,18.2,0.4,0.9,3.4,0.27,6.3,14.8,0.42,3.2,4.1,0.77,2.1,5.6,7.7,2.9,2.0,0.8,3.2,9.1,18.5,94.0,104.0
2005,6,2269,CLE,Cleveland Cavaliers,Sasha Pavlovic,1983-11-15,21.0,NBA,SG,65.0,9.0,862.0,7.4,17.1,0.44,1.9,4.8,0.38,5.6,12.3,0.46,2.7,4.0,0.69,0.9,3.5,4.4,3.0,1.8,0.2,2.9,7.5,19.5,100.0,109.0
2006,6,2269,CLE,Cleveland Cavaliers,Sasha Pavlovic,1983-11-15,22.0,NBA,SG,53.0,19.0,813.0,5.7,13.9,0.41,2.3,6.3,0.36,3.4,7.6,0.45,2.1,3.2,0.65,1.1,4.2,5.3,1.6,1.2,0.4,2.8,6.8,15.8,96.0,108.0
2007,6,2269,CLE,Cleveland Cavaliers,Sasha Pavlovic,1983-11-15,23.0,NBA,SG,67.0,28.0,1534.0,7.7,16.9,0.45,2.1,5.1,0.4,5.6,11.8,0.47,3.4,4.3,0.79,0.8,4.7,5.4,3.6,1.9,0.6,3.5,5.0,20.8,103.0,103.0
2008,6,2269,CLE,Cleveland Cavaliers,Sasha Pavlovic,1983-11-15,24.0,NBA,SG,51.0,45.0,1188.0,6.5,18.1,0.36,1.5,5.1,0.3,5.0,13.0,0.39,2.4,3.5,0.69,1.6,4.2,5.7,3.7,1.3,0.3,2.5,5.2,17.0,93.0,109.0
2009,6,2269,CLE,Cleveland Cavaliers,Sasha Pavlovic,1983-11-15,25.0,NBA,SF,66.0,12.0,1053.0,6.0,14.1,0.42,2.5,6.0,0.41,3.5,8.1,0.43,1.3,2.8,0.46,1.6,4.9,6.5,3.7,1.1,0.8,2.5,6.3,15.7,102.0,105.0
2010,18,2269,MIN,Minnesota Timberwolves,Sasha Pavlovic,1983-11-15,26.0,NBA,SF,71.0,0.0,877.0,6.2,17.1,0.36,2.0,6.7,0.3,4.2,10.4,0.41,0.6,1.5,0.38,0.7,6.0,6.7,3.3,1.3,0.3,3.0,4.8,15.0,83.0,113.0
2011,31,2269,TOT,Total After Trade,Sasha Pavlovic,1983-11-15,27.0,NBA,"SF,SG",31.0,7.0,362.0,4.2,10.5,0.4,1.8,4.5,0.39,2.5,6.0,0.42,0.9,1.5,0.6,0.1,4.5,4.7,2.3,1.5,1.0,1.8,5.0,11.1,92.0,105.0
2011,7,2269,DAL,Dallas Mavericks,Sasha Pavlovic,1983-11-15,27.0,NBA,SF,10.0,6.0,163.0,4.8,11.3,0.43,2.3,5.2,0.44,2.6,6.1,0.42,1.3,1.6,0.8,0.0,3.9,3.9,2.3,1.6,1.0,1.6,4.8,13.2,103.0,107.0
2011,19,2269,NOH,New Orleans Hornets,Sasha Pavlovic,1983-11-15,27.0,NBA,SG,4.0,1.0,50.0,2.2,11.9,0.18,0.0,5.4,0.0,2.2,6.5,0.33,0.0,0.0,,0.0,6.5,6.5,6.5,0.0,4.3,1.1,4.3,4.3,61.0,105.0
2011,2,2269,BOS,Boston Celtics,Sasha Pavlovic,1983-11-15,27.0,NBA,SG,17.0,0.0,149.0,4.3,9.3,0.46,1.8,3.6,0.5,2.5,5.7,0.44,0.7,1.8,0.4,0.4,4.6,5.0,1.1,1.8,0.0,2.1,5.3,11.1,91.0,103.0
2012,2,2269,BOS,Boston Celtics,Sasha Pavlovic,1983-11-15,28.0,NBA,SF,45.0,7.0,527.0,5.0,12.9,0.39,1.7,5.8,0.29,3.3,7.1,0.47,0.3,0.8,0.38,0.4,6.9,7.3,1.8,2.0,1.5,2.0,5.4,12.1,82.0,97.0
2013,25,2269,POR,Portland Trail Blazers,Sasha Pavlovic,1983-11-15,29.0,NBA,SG,39.0,1.0,528.0,4.2,11.8,0.35,1.8,6.0,0.3,2.4,5.9,0.41,0.1,0.6,0.17,0.7,4.9,5.6,3.2,2.4,0.5,1.4,5.9,10.2,90.0,109.0
